region,region_code,age_band,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Ealing,E09000009,All ages,307276.0,309242.0,308108.0,310073.0,312774.0,315329.0,318671.0,324022.0,329966.0,334073.0,339314.0,344834.0,350650.0,354660.0,359144.0,362163.0,362670.0,364208.0,367284.0,367936.0,366762.0,370315.0,379203.0,385985.0
Enfield,E09000010,Aged 0 - 15,57842.0,58712.0,59592.0,60210.0,61296.0,62538.0,63886.0,65586.0,67198.0,68856.0,70364.0,71784.0,72789.0,73993.0,75433.0,75754.0,75785.0,75987.0,75584.0,74587.0,72381.0,71539.0,71170.0,70418.0
Enfield,E09000010,Aged 16 - 59/64,175412.0,178152.0,178477.0,178346.0,179925.0,181408.0,183811.0,187524.0,189947.0,193455.0,197511.0,199015.0,201195.0,203783.0,206348.0,207729.0,206709.0,206525.0,207132.0,205425.0,203285.0,200351.0,200583.0,199302.0
Enfield,E09000010,Aged 16 - 64,181641.0,184354.0,184694.0,184609.0,186110.0,187782.0,190538.0,194421.0,196899.0,200500.0,204508.0,205915.0,208151.0,210898.0,213522.0,215148.0,214292.0,214377.0,215237.0,213890.0,212177.0,209363.0,209887.0,208979.0
Enfield,E09000010,Aged 18 - 24,24764.0,25622.0,25942.0,25884.0,25963.0,26172.0,26790.0,27659.0,28244.0,29003.0,29593.0,28959.0,28797.0,28573.0,28465.0,28524.0,27160.0,27014.0,27297.0,26690.0,26832.0,26669.0,26968.0,26981.0
Enfield,E09000010,Aged 65 and over,37783.0,37679.0,37549.0,37398.0,37373.0,37109.0,37110.0,37436.0,37874.0,38292.0,39063.0,40081.0,40814.0,41449.0,41913.0,42393.0,43000.0,43636.0,44330.0,44672.0,45318.0,45965.0,46957.0,48037.0
Enfield,E09000010,All ages,277266.0,280745.0,281835.0,282217.0,284779.0,287429.0,291534.0,297443.0,301971.0,307648.0,313935.0,317780.0,321754.0,326340.0,330868.0,333295.0,333077.0,334000.0,335151.0,333149.0,329876.0,326867.0,328014.0,327434.0
Greenwich,E09000011,Aged 0 - 15,46648.0,47278.0,47856.0,48167.0,48969.0,49889.0,50915.0,51715.0,52890.0,54215.0,55556.0,56329.0,57279.0,58058.0,59195.0,60177.0,60850.0,61123.0,60828.0,60398.0,59179.0,59000.0,58594.0,58078.0
Greenwich,E09000011,Aged 16 - 59/64,138703.0,142417.0,145073.0,147971.0,150867.0,153595.0,155163.0,157467.0,160009.0,163999.0,168605.0,172129.0,174379.0,177366.0,181584.0,184630.0,187250.0,189840.0,191877.0,191952.0,193461.0,195759.0,199282.0,202027.0
Greenwich,E09000011,Aged 16 - 64,143059.0,146659.0,149253.0,152146.0,155031.0,157923.0,159870.0,162436.0,165065.0,169077.0,173696.0,177088.0,179307.0,182412.0,186773.0,190050.0,192737.0,195523.0,197778.0,198129.0,199888.0,202498.0,206302.0,209216.0
Greenwich,E09000011,Aged 18 - 24,21023.0,22161.0,22897.0,23784.0,23880.0,24442.0,24738.0,24861.0,24850.0,25833.0,26861.0,27488.0,26803.0,26545.0,27232.0,26841.0,26464.0,26038.0,25720.0,24637.0,24584.0,25337.0,25646.0,26321.0
Greenwich,E09000011,Aged 65 and over,27753.0,27539.0,27194.0,26877.0,26494.0,26178.0,25750.0,25597.0,25717.0,25879.0,26231.0,26943.0,27450.0,27835.0,28262.0,28541.0,28789.0,29127.0,29599.0,29857.0,30470.0,30883.0,31524.0,32234.0
Greenwich,E09000011,All ages,217460.0,221476.0,224303.0,227190.0,230494.0,233990.0,236535.0,239748.0,243672.0,249171.0,255483.0,260360.0,264036.0,268305.0,274230.0,278768.0,282376.0,285773.0,288205.0,288384.0,289537.0,292381.0,296420.0,299528.0
Hackney,E09000012,Aged 0 - 15,47457.0,48616.0,48889.0,48708.0,48850.0,48860.0,49196.0,49572.0,50101.0,50855.0,51189.0,52081.0,52934.0,53209.0,53853.0,54364.0,54167.0,54067.0,53260.0,51938.0,49780.0,49178.0,48621.0,48182.0
Hackney,E09000012,Aged 16 - 59/64,137583.0,140356.0,141877.0,143518.0,146512.0,150457.0,154523.0,160759.0,165548.0,169803.0,174757.0,177657.0,180886.0,183344.0,185595.0,187511.0,187203.0,188081.0,187899.0,186484.0,184193.0,185811.0,189057.0,189876.0
Hackney,E09000012,Aged 16 - 64,140860.0,143588.0,145106.0,146753.0,149731.0,153689.0,157908.0,164194.0,169139.0,173504.0,178569.0,181393.0,184731.0,187222.0,189551.0,191730.0,191689.0,192736.0,192728.0,191623.0,189572.0,191395.0,194943.0,195976.0
Hackney,E09000012,Aged 18 - 24,21078.0,22127.0,22635.0,23533.0,24534.0,25632.0,26536.0,27642.0,27582.0,27212.0,26530.0,25653.0,25643.0,25133.0,25143.0,25370.0,25032.0,24882.0,24794.0,23669.0,23772.0,24780.0,25629.0,25784.0
Hackney,E09000012,Aged 65 and over,18929.0,18757.0,18410.0,18120.0,17931.0,17644.0,17376.0,17275.0,17382.0,17380.0,17424.0,17719.0,17981.0,18304.0,18525.0,18798.0,18978.0,19407.0,19837.0,20221.0,20730.0,21241.0,21847.0,22600.0
Hackney,E09000012,All ages,207246.0,210961.0,212405.0,213581.0,216512.0,220193.0,224480.0,231041.0,236622.0,241739.0,247182.0,251193.0,255646.0,258735.0,261929.0,264892.0,264834.0,266210.0,265825.0,263782.0,260082.0,261814.0,265411.0,266758.0
Hammersmith and Fulham,E09000013,Aged 0 - 15,27296.0,27815.0,28153.0,27977.0,27980.0,27863.0,28011.0,28355.0,28953.0,29337.0,29646.0,29786.0,29873.0,29969.0,29742.0,29888.0,30217.0,30351.0,30012.0,29372.0,28467.0,28695.0,28468.0,28480.0
Hammersmith and Fulham,E09000013,Aged 16 - 59/64,121530.0,123832.0,123176.0,124160.0,125598.0,127147.0,128821.0,129091.0,131339.0,131571.0,132692.0,134238.0,135491.0,135584.0,136115.0,135933.0,135524.0,136316.0,135863.0,134284.0,131686.0,133476.0,134512.0,134950.0
Hammersmith and Fulham,E09000013,Aged 16 - 64,124743.0,126972.0,126325.0,127238.0,128541.0,130069.0,131964.0,132390.0,134791.0,135103.0,136275.0,137722.0,138870.0,139056.0,139622.0,139509.0,139139.0,140105.0,139631.0,138191.0,135728.0,137713.0,138981.0,139708.0
Hammersmith and Fulham,E09000013,Aged 18 - 24,17945.0,18181.0,18203.0,18884.0,19407.0,20052.0,20863.0,21003.0,21100.0,20614.0,20239.0,20439.0,21236.0,21591.0,21962.0,21815.0,21658.0,21881.0,21805.0,20675.0,20080.0,21686.0,21801.0,21663.0
Hammersmith and Fulham,E09000013,Aged 65 and over,17335.0,17202.0,17032.0,16868.0,16771.0,16743.0,16497.0,16343.0,16372.0,16402.0,16524.0,16931.0,17313.0,17634.0,17882.0,18075.0,18364.0,18581.0,18919.0,18992.0,19115.0,19414.0,20030.0,20499.0
Hammersmith and Fulham,E09000013,All ages,169374.0,171989.0,171510.0,172083.0,173292.0,174675.0,176472.0,177088.0,180116.0,180842.0,182445.0,184439.0,186056.0,186659.0,187246.0,187472.0,187720.0,189037.0,188562.0,186555.0,183310.0,185822.0,187479.0,188687.0
Haringey,E09000014,Aged 0 - 15,44553.0,45440.0,45978.0,46597.0,47314.0,48167.0,49052.0,50297.0,51215.0,51760.0,51910.0,52390.0,52702.0,53024.0,53348.0,53353.0,52695.0,52062.0,51266.0,49812.0,48215.0,47885.0,47664.0,47371.0
Haringey,E09000014,Aged 16 - 59/64,151460.0,153953.0,154150.0,155112.0,157023.0,159968.0,162535.0,168493.0,172269.0,173982.0,176162.0,178898.0,183706.0,186562.0,189739.0,192481.0,190577.0,190240.0,189744.0,186215.0,181836.0,179136.0,179807.0,179479.0
Haringey,E09000014,Aged 16 - 64,155537.0,157910.0,158063.0,158979.0,160877.0,163924.0,166709.0,172901.0,176894.0,178843.0,181136.0,183850.0,188742.0,191630.0,194921.0,197793.0,195968.0,195818.0,195540.0,192370.0,188124.0,185661.0,186686.0,186728.0
Haringey,E09000014,Aged 18 - 24,23896.0,23894.0,23381.0,23296.0,23305.0,23647.0,24109.0,24934.0,24641.0,24458.0,24277.0,24699.0,25412.0,26040.0,26639.0,27587.0,26220.0,25917.0,25041.0,23182.0,21830.0,22169.0,22618.0,22560.0
Haringey,E09000014,Aged 65 and over,21161.0,21124.0,20986.0,20896.0,21080.0,21083.0,21032.0,21261.0,21696.0,22139.0,22494.0,23072.0,23610.0,24247.0,24669.0,25116.0,25800.0,26360.0,26910.0,27352.0,27978.0,28532.0,29012.0,29751.0
Haringey,E09000014,All ages,221251.0,224474.0,225027.0,226472.0,229271.0,233174.0,236793.0,244459.0,249805.0,252742.0,255540.0,259312.0,265054.0,268901.0,272938.0,276262.0,274463.0,274240.0,273716.0,269534.0,264317.0,262078.0,263362.0,263850.0
Harrow,E09000015,Aged 0 - 15,41687.0,42351.0,42861.0,43469.0,44197.0,44467.0,45221.0,46143.0,46881.0,47695.0,48175.0,49151.0,50105.0,51061.0,51712.0,52025.0,52132.0,52460.0,53002.0,52513.0,51338.0,52329.0,53135.0,53449.0
Harrow,E09000015,Aged 16 - 59/64,133430.0,134963.0,135592.0,137268.0,140994.0,142851.0,144332.0,145897.0,148191.0,150489.0,152209.0,153851.0,155401.0,158223.0,160640.0,161612.0,161384.0,162207.0,162974.0,162970.0,162129.0,160930.0,164544.0,167262.0
Harrow,E09000015,Aged 16 - 64,138350.0,139820.0,140518.0,142270.0,146125.0,148277.0,150085.0,151829.0,154243.0,156689.0,158438.0,159972.0,161491.0,164351.0,166923.0,168086.0,167968.0,168952.0,169919.0,170039.0,169314.0,168299.0,172029.0,174688.0
Harrow,E09000015,Aged 18 - 24,18149.0,18312.0,18412.0,19087.0,19857.0,20464.0,20951.0,21057.0,21166.0,21219.0,21586.0,21872.0,21457.0,21417.0,21675.0,21987.0,21645.0,21617.0,21063.0,20502.0,20378.0,20159.0,20866.0,21549.0
Harrow,E09000015,Aged 65 and over,30007.0,30165.0,30349.0,30528.0,30787.0,30888.0,31049.0,31595.0,32371.0,33067.0,33886.0,34677.0,35422.0,36206.0,36673.0,37206.0,37781.0,38449.0,39144.0,39729.0,40507.0,41170.0,41727.0,42587.0
Harrow,E09000015,All ages,210044.0,212336.0,213728.0,216267.0,221109.0,223632.0,226355.0,229567.0,233495.0,237451.0,240499.0,243800.0,247018.0,251618.0,255308.0,257317.0,257881.0,259861.0,262065.0,262281.0,261159.0,261798.0,266891.0,270724.0
Havering,E09000016,Aged 0 - 15,44455.0,44391.0,44444.0,44234.0,44244.0,43991.0,43979.0,44116.0,44443.0,44587.0,44531.0,45034.0,45882.0,47257.0,48204.0,49582.0,50503.0,51222.0,51985.0,52306.0,52320.0,53752.0,55254.0,56895.0
Havering,E09000016,Aged 16 - 59/64,134666.0,134940.0,134913.0,135514.0,136531.0,137729.0,138563.0,139710.0,141037.0,142363.0,143434.0,144001.0,145177.0,147301.0,149876.0,152185.0,153950.0,154722.0,155632.0,155841.0,155975.0,157020.0,160359.0,163806.0
Havering,E09000016,Aged 16 - 64,140536.0,140720.0,140818.0,141520.0,142623.0,144156.0,145610.0,147035.0,148498.0,149852.0,150839.0,151005.0,151930.0,154026.0,156522.0,158805.0,160719.0,161727.0,162709.0,163111.0,163571.0,164617.0,168040.0,171670.0
Havering,E09000016,Aged 18 - 24,16890.0,17056.0,17332.0,17424.0,17627.0,18040.0,18581.0,19253.0,20005.0,20449.0,20900.0,21042.0,21076.0,20985.0,20838.0,20521.0,20321.0,19970.0,19969.0,19403.0,19414.0,19126.0,19627.0,19887.0
Havering,E09000016,Aged 65 and over,39726.0,39943.0,39986.0,40015.0,40123.0,40051.0,40200.0,40642.0,41186.0,41795.0,42557.0,43907.0,44738.0,45488.0,45723.0,46100.0,46207.0,46280.0,46602.0,46489.0,46195.0,46417.0,47011.0,47709.0
Havering,E09000016,All ages,224717.0,225054.0,225248.0,225769.0,226990.0,228198.0,229789.0,231793.0,234127.0,236234.0,237927.0,239946.0,242550.0,246771.0,250449.0,254487.0,257429.0,259229.0,261296.0,261906.0,262086.0,264786.0,270305.0,276274.0
Hillingdon,E09000017,Aged 0 - 15,51467.0,51488.0,51684.0,51718.0,52195.0,53016.0,53481.0,54342.0,55583.0,56369.0,57256.0,59009.0,60388.0,61416.0,62584.0,63654.0,64285.0,64773.0,65098.0,64818.0,63821.0,65270.0,66532.0,67140.0
Hillingdon,E09000017,Aged 16 - 59/64,154799.0,156349.0,157152.0,157909.0,160045.0,162039.0,163776.0,166403.0,169241.0,171695.0,176313.0,179479.0,182221.0,184680.0,186919.0,188648.0,189349.0,190932.0,193037.0,193408.0,192492.0,197274.0,204950.0,210616.0
Hillingdon,E09000017,Aged 16 - 64,160321.0,161683.0,162384.0,163183.0,165405.0,167642.0,169745.0,172660.0,175658.0,178204.0,182832.0,185659.0,188241.0,190763.0,193092.0,195076.0,195993.0,197850.0,200187.0,200719.0,199954.0,205001.0,212963.0,218847.0
Hillingdon,E09000017,Aged 18 - 24,22933.0,24179.0,25074.0,25520.0,25870.0,26352.0,26845.0,27174.0,27825.0,28609.0,30306.0,30663.0,30666.0,30483.0,30080.0,29763.0,28743.0,28801.0,28230.0,27606.0,27179.0,28243.0,29740.0,31360.0
Hillingdon,E09000017,Aged 65 and over,33828.0,33892.0,33986.0,33790.0,33830.0,33729.0,33755.0,34049.0,34424.0,34892.0,35411.0,36595.0,37353.0,38046.0,38335.0,38721.0,39191.0,39640.0,40356.0,40923.0,41332.0,41891.0,42482.0,43198.0
Hillingdon,E09000017,All ages,245616.0,247063.0,248054.0,248691.0,251430.0,254387.0,256981.0,261051.0,265665.0,269465.0,275499.0,281263.0,285982.0,290225.0,294011.0,297451.0,299469.0,302263.0,305641.0,306460.0,305107.0,312162.0,321977.0,329185.0
Hounslow,E09000018,Aged 0 - 15,43624.0,43602.0,43744.0,44174.0,44742.0,45624.0,46745.0,47853.0,49116.0,50548.0,51692.0,53496.0,54907.0,56128.0,57267.0,58393.0,59399.0,60411.0,60696.0,60408.0,59199.0,59343.0,60025.0,59828.0
Hounslow,E09000018,Aged 16 - 59/64,143763.0,144859.0,144302.0,146655.0,150068.0,153405.0,157127.0,159787.0,163197.0,166871.0,170650.0,173795.0,176518.0,179636.0,182004.0,183614.0,184337.0,186734.0,189621.0,189179.0,187916.0,187848.0,192261.0,195591.0
Hounslow,E09000018,Aged 16 - 64,147961.0,148964.0,148430.0,150863.0,154391.0,157899.0,161856.0,164795.0,168428.0,172266.0,176220.0,179329.0,182119.0,185317.0,187781.0,189532.0,190408.0,192891.0,196051.0,195811.0,194695.0,194885.0,199537.0,202972.0
Hounslow,E09000018,Aged 18 - 24,21502.0,21554.0,21192.0,21636.0,21996.0,22661.0,23480.0,23661.0,23707.0,24063.0,24279.0,24145.0,24200.0,24514.0,24676.0,24660.0,24242.0,23973.0,24462.0,23429.0,22727.0,22699.0,24112.0,25220.0
Hounslow,E09000018,Aged 65 and over,24391.0,24322.0,24324.0,24403.0,24643.0,24603.0,24853.0,25259.0,25822.0,26422.0,27015.0,27759.0,28521.0,29328.0,30049.0,30676.0,31310.0,32128.0,32905.0,33554.0,34270.0,34968.0,35659.0,36624.0
Hounslow,E09000018,All ages,215976.0,216888.0,216498.0,219440.0,223776.0,228126.0,233454.0,237907.0,243366.0,249236.0,254927.0,260584.0,265547.0,270773.0,275097.0,278601.0,281117.0,285430.0,289652.0,289773.0,288164.0,289196.0,295221.0,299424.0
Islington,E09000019,Aged 0 - 15,32233.0,31918.0,31602.0,31071.0,31102.0,31074.0,31273.0,31626.0,31988.0,32552.0,32786.0,32782.0,33253.0,33207.0,33564.0,33682.0,33908.0,33852.0,33562.0,33505.0,32999.0,32704.0,32308.0,31683.0
Islington,E09000019,Aged 16 - 59/64,126085.0,127318.0,128467.0,129038.0,131736.0,133592.0,136651.0,139552.0,143469.0,146054.0,151654.0,153915.0,156995.0,159141.0,161847.0,163670.0,164104.0,163763.0,164177.0,162866.0,158928.0,161495.0,163834.0,164276.0
Islington,E09000019,Aged 16 - 64,129215.0,130456.0,131668.0,132230.0,134882.0,136818.0,140004.0,143014.0,147081.0,149751.0,155402.0,157569.0,160579.0,162723.0,165444.0,167453.0,167995.0,167748.0,168349.0,167322.0,163588.0,166393.0,169075.0,169711.0
Islington,E09000019,Aged 18 - 24,19306.0,19976.0,20500.0,21128.0,22033.0,22771.0,23692.0,23729.0,24091.0,24076.0,25226.0,25024.0,25592.0,26024.0,27009.0,27896.0,27132.0,26408.0,25853.0,24144.0,23436.0,26203.0,27648.0,27914.0
Islington,E09000019,Aged 65 and over,17939.0,17744.0,17629.0,17530.0,17493.0,17391.0,17359.0,17449.0,17635.0,17826.0,18097.0,18411.0,18772.0,19056.0,19247.0,19485.0,19632.0,19853.0,20083.0,20191.0,20463.0,20672.0,20950.0,21630.0
Islington,E09000019,All ages,179387.0,180118.0,180899.0,180831.0,183477.0,185283.0,188636.0,192089.0,196704.0,200129.0,206285.0,208762.0,212604.0,214986.0,218255.0,220620.0,221535.0,221453.0,221994.0,221018.0,217050.0,219769.0,222333.0,223024.0
Kensington and Chelsea,E09000020,Aged 0 - 15,24854.0,25072.0,25580.0,25499.0,25547.0,25192.0,24873.0,24747.0,24851.0,24833.0,24473.0,24399.0,24153.0,23892.0,23613.0,23100.0,22728.0,22229.0,21917.0,21159.0,20231.0,20522.0,20417.0,20053.0
Kensington and Chelsea,E09000020,Aged 16 - 59/64,114164.0,115446.0,116219.0,116725.0,119309.0,116781.0,114678.0,114221.0,113302.0,111858.0,110052.0,108722.0,108450.0,108030.0,108085.0,105110.0,102409.0,101588.0,100047.0,98908.0,99008.0,100034.0,99390.0,97059.0
Kensington and Chelsea,E09000020,Aged 16 - 64,117882.0,119295.0,120228.0,120769.0,123357.0,120963.0,118929.0,118636.0,117773.0,116310.0,114461.0,112934.0,112384.0,111842.0,111844.0,108793.0,106176.0,105439.0,104006.0,102932.0,103224.0,104538.0,104296.0,102151.0
Kensington and Chelsea,E09000020,Aged 18 - 24,14812.0,15201.0,15681.0,16084.0,16589.0,15797.0,15338.0,15184.0,14635.0,14416.0,14179.0,14140.0,14554.0,15005.0,16149.0,15310.0,14582.0,14571.0,14449.0,14248.0,15310.0,16119.0,15752.0,14599.0
Kensington and Chelsea,E09000020,Aged 65 and over,19463.0,19460.0,19460.0,19484.0,19471.0,19090.0,19081.0,19196.0,19269.0,19320.0,19317.0,19907.0,20286.0,20444.0,20692.0,20815.0,20747.0,20803.0,20882.0,20783.0,20811.0,21276.0,21786.0,22314.0
Kensington and Chelsea,E09000020,All ages,162199.0,163827.0,165268.0,165752.0,168375.0,165245.0,162883.0,162579.0,161893.0,160463.0,158251.0,157240.0,156823.0,156178.0,156149.0,152708.0,149651.0,148471.0,146805.0,144874.0,144266.0,146336.0,146499.0,144518.0
Kingston upon Thames,E09000021,Aged 0 - 15,27838.0,27746.0,27572.0,27603.0,27835.0,27938.0,28433.0,28731.0,29262.0,29873.0,30405.0,31046.0,31502.0,32192.0,32633.0,32923.0,33076.0,33197.0,33337.0,33106.0,32473.0,32784.0,32733.0,32844.0
Kingston upon Thames,E09000021,Aged 16 - 59/64,98742.0,99589.0,99834.0,101287.0,102371.0,103376.0,103417.0,104111.0,104365.0,104605.0,105430.0,106459.0,107490.0,107606.0,108689.0,109047.0,108671.0,108135.0,108530.0,108379.0,106807.0,107073.0,108245.0,109406.0
Kingston upon Thames,E09000021,Aged 16 - 64,101547.0,102411.0,102723.0,104203.0,105387.0,106629.0,106921.0,107861.0,108350.0,108694.0,109526.0,110375.0,111309.0,111417.0,112430.0,112797.0,112549.0,112055.0,112522.0,112488.0,111006.0,111386.0,112665.0,113922.0
Kingston upon Thames,E09000021,Aged 18 - 24,15842.0,16166.0,16362.0,17303.0,17414.0,17764.0,17912.0,17897.0,17566.0,17485.0,17905.0,18122.0,18147.0,17565.0,17347.0,17167.0,16756.0,15967.0,15810.0,15182.0,14630.0,15004.0,15477.0,15817.0
Kingston upon Thames,E09000021,Aged 65 and over,19660.0,19485.0,19388.0,19249.0,19267.0,19100.0,19131.0,19435.0,19695.0,20081.0,20505.0,21141.0,21607.0,22182.0,22531.0,22897.0,23156.0,23477.0,23938.0,24176.0,24513.0,24906.0,25382.0,25926.0
Kingston upon Thames,E09000021,All ages,149045.0,149642.0,149683.0,151055.0,152489.0,153667.0,154485.0,156027.0,157307.0,158648.0,160436.0,162562.0,164418.0,165791.0,167594.0,168617.0,168781.0,168729.0,169797.0,169770.0,167992.0,169076.0,170780.0,172692.0
Lambeth,E09000022,Aged 0 - 15,51046.0,51135.0,51475.0,51855.0,51731.0,51944.0,52273.0,52801.0,53428.0,54324.0,54843.0,55191.0,55246.0,54865.0,54649.0,54388.0,53873.0,53281.0,52082.0,50751.0,48347.0,47394.0,46356.0,45141.0
Lambeth,E09000022,Aged 16 - 59/64,193345.0,193273.0,192433.0,194419.0,198233.0,201038.0,205246.0,208899.0,213195.0,215728.0,221812.0,226943.0,230358.0,234077.0,238388.0,241802.0,242316.0,243675.0,244605.0,241163.0,234865.0,234487.0,235315.0,233626.0
Lambeth,E09000022,Aged 16 - 64,197724.0,197573.0,196724.0,198648.0,202312.0,205112.0,209455.0,213160.0,217530.0,220206.0,226412.0,231615.0,235159.0,238956.0,243459.0,247158.0,247962.0,249648.0,250955.0,247839.0,241820.0,241914.0,243196.0,241765.0
Lambeth,E09000022,Aged 18 - 24,28798.0,27486.0,26763.0,27552.0,28813.0,29508.0,31068.0,31682.0,31953.0,31247.0,31593.0,31303.0,31704.0,31626.0,32714.0,33237.0,33362.0,33553.0,33931.0,31993.0,32409.0,33451.0,33030.0,32495.0
Lambeth,E09000022,Aged 65 and over,24602.0,24333.0,23996.0,23759.0,23577.0,23468.0,23236.0,23165.0,23092.0,23120.0,23226.0,23643.0,23970.0,24375.0,24773.0,25067.0,25392.0,25994.0,26476.0,26937.0,27524.0,28349.0,29186.0,30014.0
Lambeth,E09000022,All ages,273372.0,273041.0,272195.0,274262.0,277620.0,280524.0,284964.0,289126.0,294050.0,297650.0,304481.0,310449.0,314375.0,318196.0,322881.0,326613.0,327227.0,328923.0,329513.0,325527.0,317691.0,317657.0,318738.0,316920.0
Lewisham,E09000023,Aged 0 - 15,52663.0,52334.0,51868.0,51765.0,52086.0,52701.0,53377.0,54344.0,55456.0,56531.0,57292.0,58176.0,59332.0,60183.0,60709.0,61048.0,61170.0,61114.0,60766.0,59655.0,57818.0,56835.0,55958.0,55268.0
Lewisham,E09000023,Aged 16 - 59/64,169684.0,169736.0,168714.0,169841.0,172366.0,174961.0,177336.0,181650.0,184286.0,185061.0,188449.0,191158.0,194809.0,198772.0,202207.0,204860.0,206535.0,208123.0,210552.0,209318.0,206207.0,205153.0,205875.0,206278.0
Lewisham,E09000023,Aged 16 - 64,174236.0,174186.0,173121.0,174170.0,176642.0,179360.0,182019.0,186451.0,189202.0,190031.0,193427.0,196139.0,199762.0,203844.0,207516.0,210340.0,212276.0,214237.0,216924.0,216095.0,213336.0,212738.0,213968.0,214880.0
Lewisham,E09000023,Aged 18 - 24,24626.0,24299.0,24007.0,24451.0,24780.0,25210.0,26010.0,26799.0,26731.0,26784.0,27284.0,27305.0,27609.0,27377.0,27608.0,26967.0,26745.0,26413.0,26431.0,25209.0,24544.0,24788.0,25226.0,25401.0
Lewisham,E09000023,Aged 65 and over,27437.0,27142.0,26947.0,26520.0,26202.0,25915.0,25792.0,25713.0,25760.0,25963.0,26219.0,26696.0,26962.0,27059.0,27139.0,27421.0,27478.0,27776.0,28216.0,28419.0,28859.0,29591.0,30299.0,31107.0
Lewisham,E09000023,All ages,254336.0,253662.0,251936.0,252455.0,254930.0,257976.0,261188.0,266508.0,270418.0,272525.0,276938.0,281011.0,286056.0,291086.0,295364.0,298809.0,300924.0,303127.0,305906.0,304169.0,300013.0,299164.0,300225.0,301255.0
Merton,E09000024,Aged 0 - 15,36590.0,36368.0,36166.0,35934.0,36272.0,36600.0,37090.0,37586.0,38094.0,38741.0,39011.0,40456.0,41217.0,41788.0,42490.0,43072.0,43055.0,43219.0,43306.0,42996.0,42214.0,42436.0,42247.0,41890.0
Merton,E09000024,Aged 16 - 59/64,126598.0,126559.0,125732.0,125835.0,127370.0,129042.0,130336.0,131235.0,132756.0,132834.0,133748.0,136375.0,138477.0,140028.0,141768.0,142336.0,141932.0,141987.0,142279.0,142022.0,140557.0,139414.0,141039.0,141942.0
Merton,E09000024,Aged 16 - 64,130252.0,130108.0,129259.0,129414.0,131003.0,132770.0,134312.0,135478.0,137188.0,137362.0,138315.0,140915.0,143019.0,144540.0,146299.0,146987.0,146705.0,146829.0,147284.0,147232.0,145920.0,144881.0,146687.0,147759.0
Merton,E09000024,Aged 18 - 24,16410.0,15953.0,15534.0,15668.0,15866.0,16251.0,16857.0,17053.0,16893.0,16419.0,16302.0,16509.0,16751.0,16657.0,17026.0,17017.0,16469.0,15927.0,15916.0,15262.0,14977.0,14834.0,15352.0,15421.0
Merton,E09000024,Aged 65 and over,24264.0,24085.0,23873.0,23560.0,23308.0,23150.0,22858.0,22795.0,22854.0,23033.0,23217.0,23795.0,24293.0,24697.0,25002.0,25455.0,25671.0,26123.0,26629.0,26873.0,27292.0,27788.0,28201.0,28890.0
Merton,E09000024,All ages,191106.0,190561.0,189298.0,188908.0,190583.0,192520.0,194260.0,195859.0,198136.0,199136.0,200543.0,205166.0,208529.0,211025.0,213791.0,215514.0,215431.0,216171.0,217219.0,217101.0,215426.0,215105.0,217135.0,218539.0
Newham,E09000025,Aged 0 - 15,63677.0,63608.0,63535.0,62869.0,62995.0,63484.0,65166.0,67186.0,68477.0,69239.0,70149.0,71643.0,73001.0,74389.0,75237.0,76408.0,76829.0,77779.0,77247.0,76465.0,74937.0,75247.0,75564.0,75145.0
Newham,E09000025,Aged 16 - 59/64,159816.0,166160.0,167481.0,166829.0,166478.0,170530.0,177153.0,185075.0,193512.0,205093.0,215060.0,216478.0,217943.0,222140.0,228139.0,231330.0,233085.0,237636.0,242452.0,242639.0,244294.0,248941.0,258359.0,263822.0
Newham,E09000025,Aged 16 - 64,163912.0,170103.0,171313.0,170481.0,169958.0,174038.0,180867.0,188979.0,197546.0,209451.0,219611.0,221144.0,222692.0,227042.0,233155.0,236627.0,238489.0,243296.0,248354.0,248872.0,250828.0,255705.0,265427.0,271170.0
Newham,E09000025,Aged 18 - 24,28269.0,30801.0,31942.0,32330.0,31716.0,32916.0,34691.0,35883.0,36683.0,39237.0,40829.0,39112.0,38290.0,38079.0,38764.0,38808.0,38947.0,39164.0,39134.0,37379.0,36901.0,39885.0,42918.0,45443.0
Newham,E09000025,Aged 65 and over,21822.0,21571.0,21376.0,21084.0,20845.0,20472.0,20252.0,20313.0,20424.0,20481.0,20700.0,20963.0,21259.0,21553.0,21930.0,22302.0,23015.0,23495.0,24185.0,24688.0,25491.0,26375.0,27203.0,28208.0
Newham,E09000025,All ages,249411.0,255282.0,256224.0,254434.0,253798.0,257994.0,266285.0,276478.0,286447.0,299171.0,310460.0,313750.0,316952.0,322984.0,330322.0,335337.0,338333.0,344570.0,349786.0,350025.0,351256.0,357327.0,368194.0,374523.0
Redbridge,E09000026,Aged 0 - 15,51078.0,51607.0,52761.0,53443.0,54585.0,55957.0,57288.0,58706.0,60205.0,61834.0,63435.0,64681.0,66004.0,67247.0,68338.0,68901.0,68957.0,69107.0,69120.0,68920.0,68153.0,68711.0,68966.0,69428.0
Redbridge,E09000026,Aged 16 - 59/64,152343.0,154395.0,156415.0,157168.0,158833.0,161532.0,164534.0,168217.0,171220.0,173713.0,177947.0,180232.0,182872.0,186837.0,190486.0,192749.0,193619.0,195807.0,198072.0,197807.0,196586.0,196687.0,200657.0,203903.0
