region,region_code,age_band,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Isle of Wight,E06000046,Aged 16 - 59/64,75059.0,75810.0,76453.0,76944.0,77829.0,78092.0,78196.0,78050.0,77440.0,77102.0,76933.0,76428.0,75696.0,75516.0,75354.0,74919.0,75464.0,75165.0,74390.0,73525.0,73201.0,72565.0,72729.0,72582.0
Isle of Wight,E06000046,Aged 16 - 64,79058.0,79988.0,80844.0,81570.0,82744.0,83320.0,83801.0,83811.0,83174.0,82811.0,82516.0,81709.0,80769.0,80579.0,80415.0,80112.0,80739.0,80474.0,79747.0,78961.0,78743.0,78246.0,78612.0,78509.0
Isle of Wight,E06000046,Aged 18 - 24,8104.0,8342.0,8611.0,8823.0,9246.0,9467.0,9729.0,9946.0,10061.0,9942.0,9785.0,9918.0,9773.0,9789.0,9779.0,9453.0,9482.0,9260.0,8992.0,8529.0,8287.0,7819.0,7820.0,7825.0
Isle of Wight,E06000046,Aged 65 and over,29717.0,29769.0,29929.0,30223.0,30456.0,30469.0,30910.0,31512.0,32090.0,32684.0,33245.0,34537.0,35331.0,36336.0,37098.0,37896.0,38839.0,39528.0,40423.0,40814.0,41300.0,41744.0,42061.0,42743.0
Isle of Wight,E06000046,All ages,132925.0,133908.0,134783.0,135891.0,137179.0,137727.0,138289.0,138675.0,138361.0,138364.0,138392.0,138632.0,138146.0,138899.0,139316.0,139650.0,141277.0,141665.0,141764.0,140915.0,140885.0,140756.0,141281.0,141660.0
County Durham,E06000047,Aged 0 - 15,94192.0,92632.0,91755.0,90722.0,90098.0,89438.0,89044.0,88512.0,87865.0,87855.0,88160.0,88280.0,87902.0,87682.0,87612.0,87841.0,88473.0,88865.0,88662.0,88321.0,88004.0,88109.0,88209.0,88221.0
County Durham,E06000047,Aged 16 - 59/64,304186.0,304778.0,305068.0,306427.0,307952.0,309600.0,311537.0,312661.0,312829.0,313872.0,313851.0,311255.0,309830.0,308321.0,307092.0,305444.0,304688.0,303017.0,302889.0,302806.0,303380.0,307401.0,311289.0,312710.0
County Durham,E06000047,Aged 16 - 64,317758.0,318339.0,318713.0,320378.0,322379.0,324577.0,327780.0,329751.0,330368.0,331665.0,331820.0,328360.0,326436.0,324694.0,323269.0,321728.0,321250.0,319963.0,320342.0,320466.0,321448.0,325944.0,330243.0,332052.0
County Durham,E06000047,Aged 18 - 24,42429.0,43455.0,44542.0,45708.0,46289.0,47325.0,47911.0,48000.0,48517.0,49893.0,49967.0,49821.0,49438.0,49146.0,48748.0,47746.0,47480.0,46881.0,46717.0,46604.0,46845.0,49894.0,52101.0,52411.0
County Durham,E06000047,Aged 65 and over,81728.0,82567.0,83463.0,84047.0,84741.0,85333.0,86136.0,87354.0,89078.0,91108.0,93014.0,96482.0,98841.0,101228.0,103043.0,104862.0,106188.0,107820.0,109558.0,110417.0,111995.0,113702.0,115545.0,117738.0
County Durham,E06000047,All ages,493678.0,493538.0,493931.0,495147.0,497218.0,499348.0,502960.0,505617.0,507311.0,510628.0,512994.0,513122.0,513179.0,513604.0,513924.0,514431.0,515911.0,516648.0,518562.0,519204.0,521447.0,527755.0,533997.0,538011.0
Cheshire East,E06000049,Aged 0 - 15,68524.0,68188.0,68219.0,68113.0,67896.0,67575.0,67331.0,66970.0,66323.0,65856.0,65682.0,66033.0,65958.0,66101.0,66150.0,66673.0,67247.0,68043.0,68521.0,68706.0,69397.0,71263.0,72746.0,73497.0
Cheshire East,E06000049,Aged 16 - 59/64,214195.0,214817.0,215775.0,216347.0,217767.0,219341.0,220434.0,220698.0,220130.0,219674.0,219584.0,218652.0,218202.0,218432.0,218960.0,219893.0,220692.0,221091.0,222478.0,223857.0,228051.0,230683.0,234723.0,237868.0
Cheshire East,E06000049,Aged 16 - 64,223891.0,224586.0,225812.0,226832.0,228590.0,230589.0,232717.0,233654.0,233238.0,232898.0,232992.0,231234.0,230182.0,230209.0,230557.0,231370.0,232291.0,232901.0,234553.0,236251.0,241087.0,244416.0,249214.0,252888.0
Cheshire East,E06000049,Aged 18 - 24,23025.0,23311.0,23995.0,24239.0,24727.0,25281.0,25982.0,26392.0,26589.0,26784.0,27293.0,27342.0,27197.0,27000.0,26934.0,26592.0,26055.0,25218.0,24810.0,24120.0,24508.0,24013.0,24445.0,24165.0
Cheshire East,E06000049,Aged 65 and over,59689.0,60574.0,61498.0,62409.0,63321.0,63885.0,64955.0,66536.0,68462.0,70297.0,72062.0,75234.0,77816.0,80264.0,81804.0,83371.0,84683.0,85947.0,87482.0,88246.0,89990.0,91404.0,92876.0,94913.0
Cheshire East,E06000049,All ages,352104.0,353348.0,355529.0,357354.0,359807.0,362049.0,365003.0,367160.0,368023.0,369051.0,370736.0,372501.0,373956.0,376574.0,378511.0,381414.0,384221.0,386891.0,390556.0,393203.0,400474.0,407083.0,414836.0,421298.0
Cheshire West and Chester,E06000050,Aged 0 - 15,64178.0,63236.0,62679.0,62188.0,61545.0,60787.0,60031.0,59395.0,58718.0,58478.0,58037.0,58397.0,58575.0,58744.0,59081.0,59790.0,60570.0,61203.0,61555.0,61607.0,61623.0,62433.0,63087.0,63122.0
Cheshire West and Chester,E06000050,Aged 16 - 59/64,196178.0,196984.0,198344.0,199177.0,200685.0,201848.0,202134.0,201273.0,200148.0,199366.0,198450.0,198004.0,198565.0,199917.0,201143.0,202300.0,203763.0,205353.0,206748.0,206970.0,208093.0,209887.0,212213.0,215353.0
Cheshire West and Chester,E06000050,Aged 16 - 64,205063.0,205841.0,207348.0,208397.0,210052.0,211482.0,212531.0,212275.0,211422.0,210768.0,209887.0,208940.0,209090.0,210210.0,211312.0,212440.0,214150.0,216005.0,217677.0,218264.0,219805.0,221934.0,224705.0,228247.0
Cheshire West and Chester,E06000050,Aged 18 - 24,23259.0,23829.0,24888.0,25705.0,26370.0,27322.0,27993.0,27977.0,27968.0,28033.0,27815.0,27979.0,28278.0,29044.0,29175.0,28905.0,28886.0,28695.0,27960.0,27227.0,26768.0,26273.0,26453.0,27050.0
Cheshire West and Chester,E06000050,Aged 65 and over,52913.0,53580.0,54351.0,54911.0,55572.0,56089.0,56802.0,57683.0,58976.0,60307.0,61602.0,63894.0,65811.0,67483.0,68788.0,70194.0,71320.0,72868.0,74130.0,74867.0,76302.0,77709.0,78873.0,80283.0
Cheshire West and Chester,E06000050,All ages,322154.0,322657.0,324378.0,325496.0,327169.0,328358.0,329364.0,329353.0,329116.0,329553.0,329526.0,331231.0,333476.0,336437.0,339181.0,342424.0,346040.0,350076.0,353362.0,354738.0,357730.0,362076.0,366665.0,371652.0
Shropshire,E06000051,Aged 0 - 15,53993.0,54080.0,54161.0,54016.0,53913.0,53512.0,53149.0,53183.0,52924.0,52947.0,52939.0,52646.0,52152.0,51753.0,51508.0,51590.0,51757.0,51689.0,51549.0,51373.0,51236.0,51842.0,52179.0,52320.0
Shropshire,E06000051,Aged 16 - 59/64,169731.0,170183.0,170981.0,171537.0,173041.0,174965.0,176435.0,177266.0,177265.0,177971.0,178740.0,177759.0,176514.0,176131.0,175896.0,176320.0,176784.0,176920.0,177548.0,177476.0,178904.0,178897.0,178725.0,179300.0
Shropshire,E06000051,Aged 16 - 64,177942.0,178594.0,179751.0,180776.0,182600.0,185006.0,187192.0,188543.0,188642.0,189427.0,190240.0,188730.0,187237.0,186639.0,186345.0,186707.0,187322.0,187664.0,188540.0,188741.0,190777.0,191181.0,191357.0,192339.0
Shropshire,E06000051,Aged 18 - 24,19569.0,19767.0,20198.0,20096.0,20511.0,21079.0,21835.0,22698.0,23654.0,24129.0,24016.0,23671.0,23245.0,22803.0,22638.0,22353.0,21782.0,21693.0,21396.0,21231.0,21972.0,20880.0,20384.0,20402.0
Shropshire,E06000051,Aged 65 and over,51319.0,52227.0,53001.0,54018.0,55010.0,56013.0,57292.0,58747.0,60503.0,62149.0,63929.0,66545.0,68792.0,71044.0,72898.0,74539.0,76153.0,77759.0,79640.0,80940.0,82656.0,84329.0,86022.0,87796.0
Shropshire,E06000051,All ages,283254.0,284901.0,286913.0,288810.0,291523.0,294531.0,297633.0,300473.0,302069.0,304523.0,307108.0,307921.0,308181.0,309436.0,310751.0,312836.0,315232.0,317112.0,319729.0,321054.0,324669.0,327352.0,329558.0,332455.0
Cornwall,E06000052,Aged 0 - 15,92292.0,92425.0,92297.0,91671.0,90924.0,90382.0,90443.0,90058.0,89621.0,89742.0,89975.0,90521.0,90634.0,90966.0,91297.0,91821.0,92652.0,92917.0,93362.0,92702.0,92940.0,93476.0,93463.0,92891.0
Cornwall,E06000052,Aged 16 - 59/64,291886.0,294832.0,297557.0,299650.0,301970.0,303635.0,304573.0,304822.0,304126.0,304714.0,305462.0,304826.0,304503.0,304852.0,305936.0,306877.0,309022.0,309441.0,309764.0,309602.0,312968.0,313432.0,315028.0,316279.0
Cornwall,E06000052,Aged 16 - 64,307059.0,310313.0,313595.0,316599.0,319786.0,322552.0,325176.0,326405.0,325877.0,326609.0,327287.0,325424.0,324377.0,324259.0,324972.0,325912.0,328348.0,329159.0,329798.0,330157.0,333916.0,334903.0,336941.0,338792.0
Cornwall,E06000052,Aged 18 - 24,32642.0,33333.0,34331.0,34829.0,35653.0,36553.0,37388.0,38545.0,39273.0,40301.0,41506.0,42469.0,42621.0,43098.0,43411.0,43028.0,42725.0,42055.0,41134.0,40517.0,40313.0,39923.0,39782.0,40417.0
Cornwall,E06000052,Aged 65 and over,100586.0,101906.0,102687.0,103540.0,104388.0,105050.0,106338.0,108510.0,110867.0,113443.0,116498.0,121466.0,125050.0,128553.0,131065.0,133470.0,135921.0,137885.0,140535.0,142186.0,145092.0,147212.0,148977.0,151606.0
Cornwall,E06000052,All ages,499937.0,504644.0,508579.0,511810.0,515098.0,517984.0,521957.0,524973.0,526365.0,529794.0,533760.0,537411.0,540061.0,543778.0,547334.0,551203.0,556921.0,559961.0,563695.0,565045.0,571948.0,575591.0,579381.0,583289.0
Isles of Scilly,E06000053,Aged 0 - 15,355.0,366.0,357.0,371.0,354.0,334.0,346.0,353.0,342.0,340.0,343.0,339.0,337.0,332.0,340.0,333.0,312.0,310.0,294.0,288.0,328.0,333.0,313.0,305.0
Isles of Scilly,E06000053,Aged 16 - 59/64,1318.0,1317.0,1327.0,1372.0,1354.0,1423.0,1417.0,1422.0,1339.0,1307.0,1287.0,1295.0,1252.0,1205.0,1247.0,1252.0,1214.0,1199.0,1148.0,1072.0,1282.0,1325.0,1416.0,1399.0
Isles of Scilly,E06000053,Aged 16 - 64,1380.0,1385.0,1390.0,1435.0,1426.0,1500.0,1507.0,1520.0,1439.0,1396.0,1366.0,1362.0,1319.0,1281.0,1323.0,1318.0,1274.0,1259.0,1216.0,1140.0,1347.0,1388.0,1481.0,1465.0
Isles of Scilly,E06000053,Aged 18 - 24,157.0,166.0,150.0,160.0,155.0,182.0,154.0,157.0,140.0,157.0,131.0,141.0,142.0,159.0,161.0,153.0,128.0,103.0,106.0,96.0,219.0,230.0,250.0,248.0
Isles of Scilly,E06000053,Aged 65 and over,405.0,419.0,408.0,404.0,430.0,430.0,440.0,460.0,470.0,492.0,515.0,548.0,558.0,575.0,575.0,585.0,584.0,597.0,588.0,602.0,596.0,619.0,639.0,596.0
Isles of Scilly,E06000053,All ages,2140.0,2170.0,2155.0,2210.0,2210.0,2264.0,2293.0,2333.0,2251.0,2228.0,2224.0,2249.0,2214.0,2188.0,2238.0,2236.0,2170.0,2166.0,2098.0,2030.0,2271.0,2340.0,2433.0,2366.0
Wiltshire,E06000054,Aged 0 - 15,88654.0,89547.0,90439.0,90873.0,90505.0,90379.0,90283.0,90332.0,90193.0,90522.0,91111.0,91221.0,90445.0,90886.0,90902.0,91613.0,92129.0,91830.0,91890.0,91159.0,91102.0,91615.0,91745.0,91708.0
Wiltshire,E06000054,Aged 16 - 59/64,262376.0,265278.0,267190.0,268164.0,270104.0,272910.0,276121.0,278519.0,279053.0,279865.0,280871.0,279986.0,280557.0,281923.0,283558.0,284678.0,286338.0,285862.0,286983.0,289662.0,292683.0,292098.0,292503.0,293171.0
Wiltshire,E06000054,Aged 16 - 64,273449.0,276542.0,278856.0,280283.0,282669.0,286161.0,290585.0,293853.0,294704.0,295640.0,296774.0,295273.0,295471.0,296718.0,298321.0,299515.0,301417.0,301192.0,302779.0,305859.0,309680.0,309762.0,310714.0,311841.0
Wiltshire,E06000054,Aged 18 - 24,29937.0,30572.0,30568.0,30339.0,30694.0,31509.0,33262.0,34584.0,35533.0,36143.0,36575.0,36170.0,36331.0,36319.0,36526.0,35761.0,35053.0,34303.0,34098.0,34755.0,35177.0,34078.0,33512.0,33522.0
Wiltshire,E06000054,Aged 65 and over,71405.0,72297.0,73338.0,74476.0,75496.0,76501.0,77972.0,79822.0,81814.0,84037.0,86434.0,90312.0,93589.0,96740.0,99154.0,101578.0,103631.0,105681.0,108316.0,110029.0,112458.0,114808.0,117320.0,120151.0
Wiltshire,E06000054,All ages,433508.0,438386.0,442633.0,445632.0,448670.0,453041.0,458840.0,464007.0,466711.0,470199.0,474319.0,476806.0,479505.0,484344.0,488377.0,492706.0,497177.0,498703.0,502985.0,507047.0,513240.0,516185.0,519779.0,523700.0
Bedford,E06000055,Aged 0 - 15,30687.0,30704.0,30823.0,30755.0,30815.0,31006.0,31022.0,31179.0,31238.0,31426.0,31594.0,32070.0,32682.0,33372.0,33948.0,34795.0,35408.0,36077.0,36467.0,36616.0,37080.0,37755.0,38711.0,39483.0
Bedford,E06000055,Aged 16 - 59/64,91973.0,93137.0,93692.0,94127.0,94211.0,94316.0,94626.0,94833.0,94881.0,95916.0,96411.0,97682.0,99548.0,101357.0,103413.0,105533.0,106256.0,107690.0,108898.0,109894.0,112355.0,112617.0,114760.0,116408.0
Bedford,E06000055,Aged 16 - 64,95385.0,96584.0,97232.0,97807.0,97982.0,98255.0,98881.0,99249.0,99423.0,100521.0,101111.0,102244.0,103998.0,105732.0,107787.0,109987.0,110773.0,112394.0,113749.0,114878.0,117442.0,117954.0,120240.0,122104.0
Bedford,E06000055,Aged 18 - 24,12832.0,13054.0,13119.0,13031.0,12647.0,12632.0,12764.0,12733.0,12666.0,13489.0,13712.0,14074.0,14477.0,14540.0,14498.0,14546.0,13827.0,13682.0,13455.0,13565.0,13825.0,13239.0,13268.0,13547.0
Bedford,E06000055,Aged 65 and over,22041.0,22301.0,22629.0,22746.0,22950.0,23085.0,23204.0,23736.0,24147.0,24588.0,25135.0,26030.0,26992.0,27752.0,28414.0,28921.0,29356.0,29817.0,30435.0,30852.0,31274.0,31915.0,32624.0,33389.0
Bedford,E06000055,All ages,148113.0,149589.0,150684.0,151308.0,151747.0,152346.0,153107.0,154164.0,154808.0,156535.0,157840.0,160344.0,163672.0,166856.0,170149.0,173703.0,175537.0,178288.0,180651.0,182346.0,185796.0,187624.0,191575.0,194976.0
Central Bedfordshire,E06000056,Aged 0 - 15,50182.0,50215.0,50239.0,50218.0,50047.0,49974.0,49828.0,49725.0,49614.0,49615.0,49839.0,50586.0,51256.0,51833.0,52696.0,53691.0,54181.0,54880.0,55654.0,56594.0,57738.0,59382.0,61277.0,62754.0
Central Bedfordshire,E06000056,Aged 16 - 59/64,146696.0,148250.0,149494.0,150435.0,151471.0,152977.0,154112.0,154878.0,154898.0,155752.0,157364.0,158589.0,160357.0,161896.0,163562.0,165294.0,166150.0,167174.0,169380.0,171842.0,175798.0,178593.0,182578.0,185800.0
Central Bedfordshire,E06000056,Aged 16 - 64,152104.0,153781.0,155292.0,156470.0,157798.0,159636.0,161408.0,162598.0,162818.0,163760.0,165530.0,166501.0,168139.0,169686.0,171354.0,173086.0,174072.0,175210.0,177579.0,180293.0,184667.0,187861.0,192214.0,195667.0
Central Bedfordshire,E06000056,Aged 18 - 24,16016.0,16302.0,16727.0,16824.0,16720.0,17154.0,17519.0,17945.0,18379.0,18817.0,19381.0,19472.0,19499.0,19597.0,19583.0,19459.0,18706.0,18322.0,18557.0,18884.0,19453.0,19134.0,19216.0,19443.0
Central Bedfordshire,E06000056,Aged 65 and over,31720.0,32301.0,33016.0,33756.0,34217.0,34741.0,35567.0,36712.0,37897.0,39085.0,40275.0,42437.0,44030.0,45547.0,46912.0,48132.0,49402.0,50324.0,51455.0,52218.0,53246.0,54586.0,55891.0,57456.0
Central Bedfordshire,E06000056,All ages,234006.0,236297.0,238547.0,240444.0,242062.0,244351.0,246803.0,249035.0,250329.0,252460.0,255644.0,259524.0,263425.0,267066.0,270962.0,274909.0,277655.0,280414.0,284688.0,289105.0,295651.0,301829.0,309382.0,315877.0
Northumberland,E06000057,Aged 0 - 15,57796.0,57323.0,56876.0,56496.0,56020.0,55606.0,55068.0,54568.0,54075.0,53839.0,53702.0,53422.0,52845.0,52471.0,51936.0,51765.0,51921.0,51950.0,51954.0,51523.0,51671.0,51742.0,52001.0,51894.0
Northumberland,E06000057,Aged 16 - 59/64,186540.0,187340.0,187846.0,188028.0,188184.0,188321.0,188566.0,188188.0,187409.0,186688.0,186066.0,183780.0,181709.0,180395.0,178607.0,177315.0,176533.0,175392.0,174842.0,174019.0,174696.0,175481.0,176232.0,177448.0
Northumberland,E06000057,Aged 16 - 64,195400.0,196157.0,196883.0,197365.0,197806.0,198386.0,199665.0,200106.0,199659.0,199242.0,198703.0,195857.0,193322.0,191885.0,189923.0,188652.0,188116.0,187254.0,187062.0,186609.0,187580.0,188687.0,189808.0,191328.0
Northumberland,E06000057,Aged 18 - 24,20888.0,21269.0,21713.0,21774.0,21906.0,22142.0,22409.0,22761.0,23244.0,23569.0,23504.0,22983.0,22589.0,22460.0,21791.0,21156.0,20656.0,20013.0,19907.0,19660.0,19868.0,19659.0,19701.0,20016.0
Northumberland,E06000057,Aged 65 and over,54167.0,55019.0,55689.0,56279.0,56926.0,57383.0,58227.0,59383.0,60755.0,62382.0,63873.0,66645.0,68846.0,70918.0,72329.0,73910.0,75626.0,76949.0,79011.0,80358.0,82281.0,84198.0,86056.0,88198.0
Northumberland,E06000057,All ages,307363.0,308499.0,309448.0,310140.0,310752.0,311375.0,312960.0,314057.0,314489.0,315463.0,316278.0,315924.0,315013.0,315274.0,314188.0,314327.0,315663.0,316153.0,318027.0,318490.0,321532.0,324627.0,327865.0,331420.0
"Bournemouth, Christchurch and Poole",E06000058,Aged 0 - 15,59997.0,59132.0,58270.0,57469.0,57499.0,57606.0,58222.0,58907.0,59676.0,60573.0,61499.0,62198.0,62710.0,63285.0,63838.0,64651.0,65132.0,65423.0,65513.0,65270.0,65310.0,65797.0,66129.0,65972.0
"Bournemouth, Christchurch and Poole",E06000058,Aged 16 - 59/64,201980.0,204994.0,205928.0,206946.0,209917.0,212228.0,215924.0,217971.0,220063.0,224888.0,228556.0,229388.0,230698.0,232960.0,234661.0,237703.0,238654.0,238316.0,237158.0,236264.0,235984.0,237267.0,239949.0,241397.0
"Bournemouth, Christchurch and Poole",E06000058,Aged 16 - 64,211195.0,214131.0,215064.0,216349.0,219591.0,222383.0,227004.0,229584.0,231950.0,236949.0,240717.0,240851.0,241799.0,244016.0,245491.0,248508.0,249642.0,249537.0,248515.0,247936.0,247980.0,249529.0,252446.0,254144.0
"Bournemouth, Christchurch and Poole",E06000058,Aged 18 - 24,28887.0,30639.0,31916.0,32958.0,34164.0,34745.0,35644.0,35235.0,35053.0,36436.0,37463.0,37684.0,37694.0,39095.0,39555.0,40919.0,41031.0,40500.0,38570.0,37438.0,36660.0,37836.0,38327.0,39235.0
"Bournemouth, Christchurch and Poole",E06000058,Aged 65 and over,75637.0,75454.0,75149.0,74688.0,74526.0,73912.0,74236.0,74667.0,75322.0,76238.0,77225.0,79416.0,80974.0,82426.0,83170.0,83907.0,84600.0,85104.0,86154.0,86358.0,86865.0,87458.0,88051.0,88851.0
"Bournemouth, Christchurch and Poole",E06000058,All ages,346829.0,348717.0,348483.0,348506.0,351616.0,353901.0,359462.0,363158.0,366948.0,373760.0,379441.0,382465.0,385483.0,389727.0,392499.0,397066.0,399374.0,400064.0,400182.0,399564.0,400155.0,402784.0,406626.0,408967.0
Dorset,E06000059,Aged 0 - 15,62754.0,63116.0,63260.0,63146.0,62672.0,61812.0,61268.0,60800.0,60198.0,59898.0,59728.0,59608.0,59528.0,59465.0,59369.0,59205.0,59341.0,59123.0,58594.0,57790.0,57592.0,57944.0,57967.0,58061.0
Dorset,E06000059,Aged 16 - 59/64,194990.0,197152.0,198612.0,199153.0,200778.0,202604.0,203796.0,202909.0,201309.0,200352.0,200093.0,198102.0,196939.0,195492.0,195700.0,195734.0,195731.0,194733.0,194949.0,194136.0,195455.0,194859.0,195204.0,196415.0
Dorset,E06000059,Aged 16 - 64,205536.0,208101.0,209962.0,211170.0,213328.0,215890.0,218260.0,217921.0,216476.0,215734.0,215430.0,212591.0,210870.0,209324.0,209212.0,209144.0,209378.0,208806.0,209132.0,208549.0,210606.0,210513.0,211176.0,212840.0
Dorset,E06000059,Aged 18 - 24,20793.0,21234.0,21533.0,21592.0,22230.0,22742.0,23641.0,24629.0,25131.0,25299.0,25541.0,25067.0,24759.0,24074.0,23971.0,23347.0,23135.0,22384.0,22293.0,22169.0,22714.0,21773.0,21646.0,21826.0
Dorset,E06000059,Aged 65 and over,78306.0,79270.0,80145.0,80989.0,81679.0,82104.0,83541.0,85364.0,86893.0,88685.0,90739.0,94373.0,97253.0,99905.0,102147.0,104067.0,105956.0,107675.0,109973.0,111331.0,113047.0,115052.0,117008.0,119046.0
Dorset,E06000059,All ages,346596.0,350487.0,353367.0,355305.0,357679.0,359806.0,363069.0,364085.0,363567.0,364317.0,365897.0,366572.0,367651.0,368694.0,370728.0,372416.0,374675.0,375604.0,377699.0,377670.0,381245.0,383509.0,386151.0,389947.0
Buckinghamshire,E06000060,Aged 0 - 15,100093.0,99983.0,100083.0,100377.0,100284.0,100215.0,100610.0,100748.0,101102.0,101470.0,102083.0,103214.0,104049.0,104828.0,106308.0,107298.0,107857.0,108353.0,108893.0,109010.0,109686.0,111984.0,113698.0,115295.0
Buckinghamshire,E06000060,Aged 16 - 59/64,297475.0,296444.0,296256.0,296587.0,298386.0,300782.0,301993.0,302026.0,301483.0,302644.0,303730.0,305231.0,307484.0,310266.0,313522.0,316333.0,317435.0,318473.0,319544.0,320989.0,324299.0,325871.0,330303.0,334731.0
Buckinghamshire,E06000060,Aged 16 - 64,309180.0,308232.0,308452.0,309221.0,311463.0,314454.0,316809.0,317412.0,317155.0,318464.0,319524.0,320295.0,322212.0,324817.0,328099.0,330898.0,332281.0,333557.0,335154.0,337112.0,341002.0,342912.0,348043.0,352942.0
Buckinghamshire,E06000060,Aged 18 - 24,35394.0,35497.0,35697.0,35468.0,35292.0,35503.0,36308.0,36675.0,36582.0,36937.0,37550.0,38132.0,38864.0,39024.0,38706.0,38196.0,37464.0,36949.0,36524.0,36373.0,36926.0,35983.0,35918.0,36261.0
Buckinghamshire,E06000060,Aged 65 and over,69858.0,70553.0,71629.0,72528.0,73779.0,74679.0,76082.0,78211.0,80556.0,82886.0,84943.0,88596.0,91657.0,93968.0,95592.0,97323.0,98624.0,100073.0,101812.0,102944.0,104473.0,106284.0,108109.0,110535.0
Buckinghamshire,E06000060,All ages,479131.0,478768.0,480164.0,482126.0,485526.0,489348.0,493501.0,496371.0,498813.0,502820.0,506550.0,512105.0,517918.0,523613.0,529999.0,535519.0,538762.0,541983.0,545859.0,549066.0,555161.0,561180.0,569850.0,578772.0
North Northamptonshire,E06000061,Aged 0 - 15,60562.0,60659.0,61065.0,61174.0,61090.0,61164.0,61737.0,62109.0,62427.0,62927.0,63756.0,64887.0,65482.0,66439.0,67248.0,68404.0,69435.0,70150.0,70376.0,70158.0,70370.0,71083.0,72187.0,73300.0
North Northamptonshire,E06000061,Aged 16 - 59/64,175298.0,177149.0,179246.0,180750.0,183308.0,186584.0,189444.0,190964.0,191514.0,191667.0,192624.0,193734.0,194782.0,196940.0,199308.0,203072.0,206768.0,209090.0,210359.0,211300.0,213933.0,214664.0,217445.0,220232.0
North Northamptonshire,E06000061,Aged 16 - 64,182119.0,184091.0,186491.0,188400.0,191347.0,195113.0,198809.0,200935.0,201761.0,202208.0,203369.0,203959.0,204716.0,206661.0,208936.0,212606.0,216361.0,218824.0,220247.0,221435.0,224425.0,225499.0,228552.0,231724.0
North Northamptonshire,E06000061,Aged 18 - 24,20410.0,20502.0,21002.0,21469.0,21921.0,22883.0,23827.0,24140.0,24398.0,24178.0,24144.0,24512.0,24675.0,24868.0,25134.0,25427.0,25172.0,25123.0,24769.0,24376.0,24731.0,24235.0,24190.0,24137.0
North Northamptonshire,E06000061,Aged 65 and over,42412.0,42907.0,43421.0,43932.0,44575.0,44891.0,45609.0,46703.0,48008.0,49420.0,50834.0,53470.0,55590.0,57549.0,59066.0,60637.0,61908.0,63024.0,64225.0,64844.0,65623.0,66592.0,67543.0,68847.0
North Northamptonshire,E06000061,All ages,285093.0,287657.0,290977.0,293506.0,297012.0,301168.0,306155.0,309747.0,312196.0,314555.0,317959.0,322316.0,325788.0,330649.0,335250.0,341647.0,347704.0,351998.0,354848.0,356437.0,360418.0,363174.0,368282.0,373871.0
West Northamptonshire,E06000062,Aged 0 - 15,72817.0,72879.0,73084.0,72592.0,72436.0,72698.0,72827.0,73202.0,73793.0,74036.0,74589.0,75529.0,76347.0,76997.0,78118.0,79352.0,80801.0,81713.0,82261.0,82153.0,82212.0,83384.0,84658.0,85289.0
West Northamptonshire,E06000062,Aged 16 - 59/64,218239.0,220709.0,222234.0,223251.0,226822.0,230502.0,231928.0,232210.0,232528.0,232536.0,232858.0,234304.0,236316.0,239083.0,243246.0,247396.0,251214.0,254357.0,257105.0,256742.0,259133.0,259404.0,263633.0,264262.0
West Northamptonshire,E06000062,Aged 16 - 64,225841.0,228473.0,230345.0,231827.0,235833.0,240052.0,242533.0,243502.0,244117.0,244409.0,244963.0,245871.0,247532.0,250056.0,254007.0,258203.0,262066.0,265437.0,268521.0,268491.0,271189.0,271932.0,276535.0,277546.0
West Northamptonshire,E06000062,Aged 18 - 24,28594.0,29256.0,29796.0,30191.0,30737.0,31631.0,32117.0,31983.0,31803.0,31705.0,31897.0,32469.0,33067.0,33705.0,34572.0,35170.0,34966.0,34498.0,34435.0,33266.0,33331.0,32692.0,33516.0,33079.0
West Northamptonshire,E06000062,Aged 65 and over,47235.0,47771.0,48260.0,48691.0,49169.0,49685.0,50547.0,51750.0,53358.0,55011.0,56456.0,59427.0,61820.0,63971.0,65814.0,67464.0,68865.0,70092.0,71386.0,71915.0,73306.0,74366.0,75594.0,76976.0
West Northamptonshire,E06000062,All ages,345893.0,349123.0,351689.0,353110.0,357438.0,362435.0,365907.0,368454.0,371268.0,373456.0,376008.0,380827.0,385699.0,391024.0,397939.0,405019.0,411732.0,417242.0,422168.0,422559.0,426707.0,429682.0,436787.0,439811.0
Cumberland,E06000063,Aged 0 - 15,50108.0,49551.0,49502.0,49357.0,48877.0,48588.0,48054.0,47601.0,47158.0,46704.0,46645.0,46433.0,46122.0,46077.0,46086.0,46188.0,46207.0,46064.0,45771.0,45472.0,45433.0,45648.0,46067.0,46292.0
Cumberland,E06000063,Aged 16 - 59/64,159298.0,160414.0,161854.0,163714.0,164975.0,166334.0,167077.0,166353.0,165469.0,164768.0,164308.0,162851.0,161838.0,160894.0,160180.0,158996.0,157546.0,156598.0,155388.0,154409.0,154734.0,154745.0,155552.0,156083.0
Cumberland,E06000063,Aged 16 - 64,166848.0,167994.0,169502.0,171548.0,172925.0,174545.0,175889.0,175687.0,175042.0,174566.0,174317.0,172323.0,171054.0,169877.0,169022.0,167849.0,166583.0,165755.0,164865.0,164089.0,164668.0,164991.0,165996.0,166852.0
