region,region_code,year,metric,value
Northern Ireland,N92000002,2010,gdhi_per_head_gbp,13226
Northern Ireland,N92000002,2011,gdhi_per_head_gbp,13519
Northern Ireland,N92000002,2012,gdhi_per_head_gbp,13749
Northern Ireland,N92000002,2013,gdhi_per_head_gbp,14305
Northern Ireland,N92000002,2014,gdhi_per_head_gbp,14760
Northern Ireland,N92000002,2015,gdhi_per_head_gbp,15248
Northern Ireland,N92000002,2016,gdhi_per_head_gbp,15480
Northern Ireland,N92000002,2017,gdhi_per_head_gbp,15965
Northern Ireland,N92000002,2018,gdhi_per_head_gbp,16347
Northern Ireland,N92000002,2019,gdhi_per_head_gbp,16871
Northern Ireland,N92000002,2020,gdhi_per_head_gbp,16992
Northern Ireland,N92000002,2021,gdhi_per_head_gbp,17635
Northern Ireland,N92000002,2022,gdhi_per_head_gbp,18685
Northern Ireland,N92000002,1997,gdhi_total_mn_gbp,14318
Northern Ireland,N92000002,1998,gdhi_total_mn_gbp,14413
Northern Ireland,N92000002,1999,gdhi_total_mn_gbp,14975
Northern Ireland,N92000002,2000,gdhi_total_mn_gbp,15791
Northern Ireland,N92000002,2001,gdhi_total_mn_gbp,16281
Northern Ireland,N92000002,2002,gdhi_total_mn_gbp,17269
Northern Ireland,N92000002,2003,gdhi_total_mn_gbp,18145
Northern Ireland,N92000002,2004,gdhi_total_mn_gbp,19267
Northern Ireland,N92000002,2005,gdhi_total_mn_gbp,20412
Northern Ireland,N92000002,2006,gdhi_total_mn_gbp,21619
Northern Ireland,N92000002,2007,gdhi_total_mn_gbp,22301
Northern Ireland,N92000002,2008,gdhi_total_mn_gbp,22896
Northern Ireland,N92000002,2009,gdhi_total_mn_gbp,23387
Northern Ireland,N92000002,2010,gdhi_total_mn_gbp,23870
Northern Ireland,N92000002,2011,gdhi_total_mn_gbp,24528
Northern Ireland,N92000002,2012,gdhi_total_mn_gbp,25086
Northern Ireland,N92000002,2013,gdhi_total_mn_gbp,26203
Northern Ireland,N92000002,2014,gdhi_total_mn_gbp,27205
Northern Ireland,N92000002,2015,gdhi_total_mn_gbp,28284
Northern Ireland,N92000002,2016,gdhi_total_mn_gbp,28886
Northern Ireland,N92000002,2017,gdhi_total_mn_gbp,29937
Northern Ireland,N92000002,2018,gdhi_total_mn_gbp,30834
Northern Ireland,N92000002,2019,gdhi_total_mn_gbp,32030
Northern Ireland,N92000002,2020,gdhi_total_mn_gbp,32293
Northern Ireland,N92000002,2021,gdhi_total_mn_gbp,33587
Northern Ireland,N92000002,2022,gdhi_total_mn_gbp,35698
Scotland,S92000003,1997,gdhi_per_head_gbp,9581
Scotland,S92000003,1998,gdhi_per_head_gbp,9792
Scotland,S92000003,1999,gdhi_per_head_gbp,10156
Scotland,S92000003,2000,gdhi_per_head_gbp,10751
Scotland,S92000003,2001,gdhi_per_head_gbp,11286
Scotland,S92000003,2002,gdhi_per_head_gbp,11689
Scotland,S92000003,2003,gdhi_per_head_gbp,12081
Scotland,S92000003,2004,gdhi_per_head_gbp,12664
Scotland,S92000003,2005,gdhi_per_head_gbp,13089
Scotland,S92000003,2006,gdhi_per_head_gbp,13704
Scotland,S92000003,2007,gdhi_per_head_gbp,14415
Scotland,S92000003,2008,gdhi_per_head_gbp,15021
Scotland,S92000003,2009,gdhi_per_head_gbp,15214
Scotland,S92000003,2010,gdhi_per_head_gbp,15417
Scotland,S92000003,2011,gdhi_per_head_gbp,15711
Scotland,S92000003,2012,gdhi_per_head_gbp,16198
Scotland,S92000003,2013,gdhi_per_head_gbp,16777
Scotland,S92000003,2014,gdhi_per_head_gbp,17192
Scotland,S92000003,2015,gdhi_per_head_gbp,17717
Scotland,S92000003,2016,gdhi_per_head_gbp,17859
Scotland,S92000003,2017,gdhi_per_head_gbp,18199
Scotland,S92000003,2018,gdhi_per_head_gbp,18692
Scotland,S92000003,2019,gdhi_per_head_gbp,19391
Scotland,S92000003,2020,gdhi_per_head_gbp,19339
Scotland,S92000003,2021,gdhi_per_head_gbp,19872
Scotland,S92000003,2022,gdhi_per_head_gbp,20854
Scotland,S92000003,1997,gdhi_total_mn_gbp,48705
Scotland,S92000003,1998,gdhi_total_mn_gbp,49714
Scotland,S92000003,1999,gdhi_total_mn_gbp,51508
Scotland,S92000003,2000,gdhi_total_mn_gbp,54432
Scotland,S92000003,2001,gdhi_total_mn_gbp,57157
Scotland,S92000003,2002,gdhi_total_mn_gbp,59216
Scotland,S92000003,2003,gdhi_total_mn_gbp,61232
Scotland,S92000003,2004,gdhi_total_mn_gbp,64389
Scotland,S92000003,2005,gdhi_total_mn_gbp,66887
Scotland,S92000003,2006,gdhi_total_mn_gbp,70345
Scotland,S92000003,2007,gdhi_total_mn_gbp,74527
Scotland,S92000003,2008,gdhi_total_mn_gbp,78150
Scotland,S92000003,2009,gdhi_total_mn_gbp,79598
Scotland,S92000003,2010,gdhi_total_mn_gbp,81128
Scotland,S92000003,2011,gdhi_total_mn_gbp,83264
Scotland,S92000003,2012,gdhi_total_mn_gbp,85988
Scotland,S92000003,2013,gdhi_total_mn_gbp,89208
Scotland,S92000003,2014,gdhi_total_mn_gbp,91673
Scotland,S92000003,2015,gdhi_total_mn_gbp,94815
Scotland,S92000003,2016,gdhi_total_mn_gbp,95989
Scotland,S92000003,2017,gdhi_total_mn_gbp,98092
Scotland,S92000003,2018,gdhi_total_mn_gbp,100830
Scotland,S92000003,2019,gdhi_total_mn_gbp,104990
Scotland,S92000003,2020,gdhi_total_mn_gbp,104686
Scotland,S92000003,2021,gdhi_total_mn_gbp,107674
Scotland,S92000003,2022,gdhi_total_mn_gbp,113605
Wales,W92000004,1997,gdhi_per_head_gbp,9264
Wales,W92000004,1998,gdhi_per_head_gbp,9297
Wales,W92000004,1999,gdhi_per_head_gbp,9721
Wales,W92000004,2000,gdhi_per_head_gbp,10277
Wales,W92000004,2001,gdhi_per_head_gbp,10702
Wales,W92000004,2002,gdhi_per_head_gbp,10993
Wales,W92000004,2003,gdhi_per_head_gbp,11404
Wales,W92000004,2004,gdhi_per_head_gbp,11868
Wales,W92000004,2005,gdhi_per_head_gbp,12162
Wales,W92000004,2006,gdhi_per_head_gbp,12545
Wales,W92000004,2007,gdhi_per_head_gbp,12912
Wales,W92000004,2008,gdhi_per_head_gbp,13440
Wales,W92000004,2009,gdhi_per_head_gbp,13456
Wales,W92000004,2010,gdhi_per_head_gbp,13660
Wales,W92000004,2011,gdhi_per_head_gbp,13883
Wales,W92000004,2012,gdhi_per_head_gbp,14300
Wales,W92000004,2013,gdhi_per_head_gbp,14616
Wales,W92000004,2014,gdhi_per_head_gbp,15092
Wales,W92000004,2015,gdhi_per_head_gbp,15591
Wales,W92000004,2016,gdhi_per_head_gbp,15717
Wales,W92000004,2017,gdhi_per_head_gbp,16237
Wales,W92000004,2018,gdhi_per_head_gbp,16860
Wales,W92000004,2019,gdhi_per_head_gbp,17300
Wales,W92000004,2020,gdhi_per_head_gbp,17668
Wales,W92000004,2021,gdhi_per_head_gbp,18015
Wales,W92000004,2022,gdhi_per_head_gbp,18652
Wales,W92000004,1997,gdhi_total_mn_gbp,26817
Wales,W92000004,1998,gdhi_total_mn_gbp,26957
Wales,W92000004,1999,gdhi_total_mn_gbp,28198
Wales,W92000004,2000,gdhi_total_mn_gbp,29875
Wales,W92000004,2001,gdhi_total_mn_gbp,31146
Wales,W92000004,2002,gdhi_total_mn_gbp,32132
Wales,W92000004,2003,gdhi_total_mn_gbp,33503
Wales,W92000004,2004,gdhi_total_mn_gbp,35098
Wales,W92000004,2005,gdhi_total_mn_gbp,36114
Wales,W92000004,2006,gdhi_total_mn_gbp,37456
Wales,W92000004,2007,gdhi_total_mn_gbp,38819
Wales,W92000004,2008,gdhi_total_mn_gbp,40667
Wales,W92000004,2009,gdhi_total_mn_gbp,40892
Wales,W92000004,2010,gdhi_total_mn_gbp,41662
Wales,W92000004,2011,gdhi_total_mn_gbp,42535
Wales,W92000004,2012,gdhi_total_mn_gbp,43914
Wales,W92000004,2013,gdhi_total_mn_gbp,44886
Wales,W92000004,2014,gdhi_total_mn_gbp,46391
Wales,W92000004,2015,gdhi_total_mn_gbp,47906
Wales,W92000004,2016,gdhi_total_mn_gbp,48364
Wales,W92000004,2017,gdhi_total_mn_gbp,50033
Wales,W92000004,2018,gdhi_total_mn_gbp,51993
Wales,W92000004,2019,gdhi_total_mn_gbp,53419
Wales,W92000004,2020,gdhi_total_mn_gbp,54849
Wales,W92000004,2021,gdhi_total_mn_gbp,55948
Wales,W92000004,2022,gdhi_total_mn_gbp,58432
