region_code,region_name,period,data_type,emp_total_jobs,employment_rate_pct,gdhi_per_head_gbp,gdhi_total_mn_gbp,income_per_worker_gbp,nominal_gva_mn_gbp,population_total,productivity_gbp_per_job,unemployment_rate_pct
TLC3,Tees Valley,1991,historical,,,,,,,656181.0,,
TLC3,Tees Valley,1992,historical,,,,,,,656572.0,,
TLC3,Tees Valley,1993,historical,,,,,,,656208.0,,
TLC3,Tees Valley,1994,historical,,,,,,,656800.0,,
TLC3,Tees Valley,1995,historical,,,,,,,655641.0,,
TLC3,Tees Valley,1996,historical,,,,,,,654622.0,,
TLC3,Tees Valley,1997,historical,,,,5856.0,,,652274.0,,
TLC3,Tees Valley,1998,historical,,,,5745.0,,7567.0,652787.0,,
TLC3,Tees Valley,1999,historical,,,,6020.0,,7830.0,651261.0,,
TLC3,Tees Valley,2000,historical,,,,6331.0,,8114.0,651860.0,,
TLC3,Tees Valley,2001,historical,,,,6681.0,,8229.0,652233.0,,
TLC3,Tees Valley,2002,historical,,,,6788.0,,8650.0,652017.0,,
TLC3,Tees Valley,2003,historical,,,,6957.0,,9284.0,652359.0,,
TLC3,Tees Valley,2004,historical,,,,7272.0,,9881.0,652441.0,,
TLC3,Tees Valley,2005,historical,,68.8571246336733,,7546.0,,10199.0,653788.0,,5.857954107447674
TLC3,Tees Valley,2006,historical,,68.97920454718853,,7824.0,,10711.0,655350.0,,5.841515678644998
TLC3,Tees Valley,2007,historical,,69.05745308131354,,8030.0,,10999.0,656668.0,,6.774275432943284
TLC3,Tees Valley,2008,historical,,66.96318607642417,,8228.0,,11405.0,658509.0,,7.295195357998144
TLC3,Tees Valley,2009,historical,256000.0,65.78143817251211,,8617.0,,11444.0,659003.0,,9.24355655437077
TLC3,Tees Valley,2010,historical,260000.0,65.15765603788405,,8718.0,,11496.0,660753.0,,10.472597778595027
TLC3,Tees Valley,2011,historical,253000.0,63.87703747051406,,8896.0,,11635.0,663028.0,,11.190988615865393
TLC3,Tees Valley,2012,historical,253000.0,63.73386919737834,,9284.0,,11810.0,664161.0,,13.019325735777922
TLC3,Tees Valley,2013,historical,253000.0,64.4701949940262,,9468.0,,12107.0,665405.0,,12.89817885348021
TLC3,Tees Valley,2014,historical,260000.0,67.49388237303576,,9814.0,,12598.0,667432.0,,10.177463022450228
TLC3,Tees Valley,2015,historical,267000.0,68.07480590543824,,10109.0,,13243.0,668875.0,,8.529388002242571
TLC3,Tees Valley,2016,historical,258000.0,68.9714217577874,,10273.0,,13312.0,670923.0,,7.967358400293327
TLC3,Tees Valley,2017,historical,264000.0,69.16636474453314,,10517.0,,13254.0,672690.0,,6.883836685546091
TLC3,Tees Valley,2018,historical,257000.0,68.45971009931095,,10803.0,,13542.0,673541.0,,6.316964520348427
TLC3,Tees Valley,2019,historical,265000.0,68.6874204373979,,11224.0,,13906.0,674626.0,,7.065790823359906
TLC3,Tees Valley,2020,historical,260000.0,69.51813218829649,,11408.0,,13430.0,674447.0,,6.094407418225598
TLC3,Tees Valley,2021,historical,270000.0,70.33188622644151,,11715.0,,14304.0,678365.0,,5.952760829347033
TLC3,Tees Valley,2022,historical,266000.0,68.80853350546424,,12416.0,,15708.0,690947.0,,6.1671271457868695
TLC3,Tees Valley,2023,historical,270000.0,72.81133132779698,,13616.0,,16728.0,702389.0,,3.613086185810207
TLC3,Tees Valley,2024,forecast,,,,13762.52877637314,,17346.533360363617,,,
TLC3,Tees Valley,2024,historical,274000.0,70.4922851395369,,,,,712858.0,,6.935165907452719
TLC3,Tees Valley,2025,forecast,273905.2877613623,,20242.717105269163,14098.418426466005,51471.87387908018,18032.567613488627,696468.678248544,65835.04743873127,
TLC3,Tees Valley,2026,forecast,275779.1270537217,,20715.785351431467,14447.432254564552,52387.69303867655,18678.12055678814,697411.7567580526,67728.55058443073,
TLC3,Tees Valley,2027,forecast,277666.8404327207,,21366.23650258464,14924.274335915097,53748.85352769116,19348.181508715716,698498.040780824,69681.28235464913,
TLC3,Tees Valley,2028,forecast,279568.409713733,,22064.441615118525,15411.220148454328,55125.04136012651,20043.613672798165,698464.090652291,71694.8445402756,
TLC3,Tees Valley,2029,forecast,281483.8165438631,,22688.805818485747,15913.306550958572,56533.646396963755,20768.24120681009,701372.5922054996,73781.29748917132,
TLC3,Tees Valley,2030,forecast,283455.22781003773,,23342.315308313504,16430.978315275534,57966.74995984561,21520.491613968275,703913.8190984655,75922.01343483634,
TLC3,Tees Valley,2031,forecast,285446.0822962264,,24029.694321798976,16964.692408640465,59432.21315973457,22301.43489474061,705988.689720894,78128.36215981738,
TLC3,Tees Valley,2032,forecast,287457.5652033337,,24737.943516681673,17514.91830044099,60930.448249124274,23112.207345888528,708018.3641227114,80402.1537215069,
TLC3,Tees Valley,2033,forecast,289491.2012574715,,25467.95184683741,18082.138275890808,62461.788812049854,23954.023327928324,709995.7776202656,82745.25520595626,
TLC3,Tees Valley,2034,forecast,289114.31353729864,,26220.684275857173,18666.84775674408,64565.629865765426,24140.035895897596,711913.066812359,83496.50904704616,
TLC3,Tees Valley,2035,forecast,290508.9811009187,,26997.20599520675,19269.55562919096,66330.32671198894,24944.009592167702,713761.1067090497,85863.12718332968,
TLC3,Tees Valley,2036,forecast,291868.2886526484,,27798.717315814607,19890.784579070765,68149.8653755521,25776.92845353985,715528.8624685917,88316.98905192438,
TLC3,Tees Valley,2037,forecast,293200.4957316707,,28626.60502940197,20531.07143454687,70023.99973203443,26640.216268078893,717202.456018089,90860.06557253338,
TLC3,Tees Valley,2038,forecast,294515.28006356343,,29482.519656691602,21190.96751638601,71952.0138711054,27535.539001938057,718763.7882767027,93494.43260123966,
TLC3,Tees Valley,2039,forecast,295824.52567824913,,30368.470000147558,21871.02155252502,73932.41484079261,28457.342931123578,720188.4570549241,96196.69926243692,
TLC3,Tees Valley,2040,forecast,297039.16159248573,,31281.416306028288,22571.81320112303,75989.35130341425,29416.766338503607,721572.6097661756,99033.2930540017,
TLC3,Tees Valley,2041,forecast,298178.80958919285,,32225.50496468872,23293.93760174329,78120.70091042295,30433.251668585,722841.6630637054,102063.76405658579,
TLC3,Tees Valley,2042,forecast,299257.9138748801,,33198.94124927548,24038.00575210775,80325.38034117973,31486.266582728695,724059.4081485157,105214.4826348456,
TLC3,Tees Valley,2043,forecast,300287.2173832478,,34200.63788214111,24804.644892985736,82603.06618822303,32575.28942404095,725268.4870517642,108480.43985324244,
TLC3,Tees Valley,2044,forecast,301274.8094173432,,35230.01973763295,25594.498901367515,84953.9958248303,33701.53561527003,726496.8652296069,111863.1049188873,
TLC3,Tees Valley,2045,forecast,302226.86867066915,,36286.88378206132,26408.22869207599,87378.82508008425,34866.261034634605,727762.3741593123,115364.53124764266,
TLC3,Tees Valley,2046,forecast,300785.9444876904,,37371.29866006746,27246.51262797347,90584.3944083914,36070.76334280738,729075.8845661235,119921.70513234726,
TLC3,Tees Valley,2047,forecast,298365.24433532386,,38483.532738462105,28110.046938918636,94213.5435430495,37316.38335279463,730443.5154110538,125069.4712647424,
TLC3,Tees Valley,2048,forecast,295959.5914322427,,39624.002577423395,28999.546149638416,97984.8161341904,38604.506444077706,731868.167355751,130438.43673813106,
TLC3,Tees Valley,2049,forecast,293569.84034947626,,40793.23606580382,29915.743516675593,101903.32726639358,39936.564022431616,733350.5846022689,136037.69370480863,
TLC3,Tees Valley,2050,forecast,298907.5509958688,,,,,,734890.0882505344,,
TLC4,"Northumberland, Durham and Tyne & Wear",1991,historical,,,,,,,1930805.0,,
TLC4,"Northumberland, Durham and Tyne & Wear",1992,historical,,,,,,,1934761.0,,
TLC4,"Northumberland, Durham and Tyne & Wear",1993,historical,,,,,,,1937740.0,,
TLC4,"Northumberland, Durham and Tyne & Wear",1994,historical,,,,,,,1931861.0,,
TLC4,"Northumberland, Durham and Tyne & Wear",1995,historical,,,,,,,1927074.0,,
TLC4,"Northumberland, Durham and Tyne & Wear",1996,historical,,,,,,,1921828.0,,
TLC4,"Northumberland, Durham and Tyne & Wear",1997,historical,,,,17441.0,,,1915792.0,,
TLC4,"Northumberland, Durham and Tyne & Wear",1998,historical,,,,17651.0,,21250.0,1908096.0,,
TLC4,"Northumberland, Durham and Tyne & Wear",1999,historical,,,,18167.0,,21422.0,1899053.0,,
TLC4,"Northumberland, Durham and Tyne & Wear",2000,historical,,,,19032.0,,22025.0,1891561.0,,
TLC4,"Northumberland, Durham and Tyne & Wear",2001,historical,,,,19833.0,,23181.0,1887857.0,,
TLC4,"Northumberland, Durham and Tyne & Wear",2002,historical,,,,20209.0,,24886.0,1888583.0,,
TLC4,"Northumberland, Durham and Tyne & Wear",2003,historical,,,,20862.0,,26178.0,1888102.0,,
TLC4,"Northumberland, Durham and Tyne & Wear",2004,historical,,,,21825.0,,28533.0,1888061.0,,
TLC4,"Northumberland, Durham and Tyne & Wear",2005,historical,,68.71984156033335,,22233.0,,30032.0,1893339.0,,5.786991236117779
TLC4,"Northumberland, Durham and Tyne & Wear",2006,historical,,68.88011288107113,,23083.0,,31670.0,1897218.0,,6.223792785014689
TLC4,"Northumberland, Durham and Tyne & Wear",2007,historical,,69.71119090867582,,23779.0,,32250.0,1905377.0,,6.65740176353551
TLC4,"Northumberland, Durham and Tyne & Wear",2008,historical,,69.45395223892783,,24443.0,,33018.0,1910803.0,,6.282658651886144
TLC4,"Northumberland, Durham and Tyne & Wear",2009,historical,754000.0,68.27290499353488,,25575.0,,32774.0,1916438.0,,8.550384097998474
TLC4,"Northumberland, Durham and Tyne & Wear",2010,historical,751000.0,66.63801122985907,,26200.0,,33341.0,1926115.0,,9.603739652097616
TLC4,"Northumberland, Durham and Tyne & Wear",2011,historical,753000.0,66.47702249855567,,26503.0,,33985.0,1933413.0,,9.233585426393637
TLC4,"Northumberland, Durham and Tyne & Wear",2012,historical,748000.0,65.83168040702684,,27667.0,,34962.0,1934811.0,,10.601086204285586
TLC4,"Northumberland, Durham and Tyne & Wear",2013,historical,755000.0,67.23931308936402,,28425.0,,35340.0,1937894.0,,8.992855181965577
TLC4,"Northumberland, Durham and Tyne & Wear",2014,historical,773000.0,67.83767587040992,,29222.0,,36267.0,1943050.0,,9.03283044697769
TLC4,"Northumberland, Durham and Tyne & Wear",2015,historical,795000.0,69.1923171665048,,30399.0,,37326.0,1942929.0,,7.297337885223804
TLC4,"Northumberland, Durham and Tyne & Wear",2016,historical,780000.0,69.63330134081023,,30864.0,,38007.0,1947330.0,,7.641004657659463
TLC4,"Northumberland, Durham and Tyne & Wear",2017,historical,801000.0,70.68517459665,,31535.0,,39464.0,1951097.0,,6.427799847982955
TLC4,"Northumberland, Durham and Tyne & Wear",2018,historical,796000.0,71.40865464258032,,32411.0,,40003.0,1955852.0,,5.120361407713876
TLC4,"Northumberland, Durham and Tyne & Wear",2019,historical,805000.0,72.28272271348844,,33591.0,,42152.0,1962050.0,,5.240397390484442
TLC4,"Northumberland, Durham and Tyne & Wear",2020,historical,779000.0,72.00100739743013,,33984.0,,39265.0,1962979.0,,5.525973125540314
TLC4,"Northumberland, Durham and Tyne & Wear",2021,historical,816000.0,70.66101726246337,,35035.0,,42936.0,1969128.0,,6.808945990306369
TLC4,"Northumberland, Durham and Tyne & Wear",2022,historical,804000.0,71.28033204607253,,36985.0,,46655.0,1993639.0,,4.9639614293259715
TLC4,"Northumberland, Durham and Tyne & Wear",2023,historical,833000.0,70.66622317070276,,40549.0,,52162.0,2022416.0,,4.613099993673835
TLC4,"Northumberland, Durham and Tyne & Wear",2024,forecast,,,,40985.9863631091,,53404.89947783365,,,
TLC4,"Northumberland, Durham and Tyne & Wear",2024,historical,840000.0,71.0382276274282,,,,,2047820.0,,4.545255210565627
TLC4,"Northumberland, Durham and Tyne & Wear",2025,forecast,845386.7009979599,,21036.850879757425,41986.92724708485,49665.94245866446,55688.32873257498,1995875.1187178164,65873.20177480455,
TLC4,"Northumberland, Durham and Tyne & Wear",2026,forecast,853673.8567237103,,21583.510291658837,43026.98439529203,50402.134323784994,57852.591699284494,1993511.8900432168,67768.96263558457,
TLC4,"Northumberland, Durham and Tyne & Wear",2027,forecast,862016.5706144762,,22320.08496941649,44447.773556253655,51562.55119848763,60098.180351758056,1991380.1232010114,69718.12654241429,
TLC4,"Northumberland, Durham and Tyne & Wear",2028,forecast,870414.9981647212,,23112.140943734095,45898.69712405224,52731.96948677367,62428.16464824869,1985912.8254622286,71722.29888028021,
TLC4,"Northumberland, Durham and Tyne & Wear",2029,forecast,878869.290105893,,23832.23115124952,47394.708745154334,53926.91413696324,64842.797572135205,1988681.145477621,73779.7967253156,
TLC4,"Northumberland, Durham and Tyne & Wear",2030,forecast,887337.4069303105,,24583.26851518256,48937.130212876196,55150.532177124376,67347.87792342246,1990668.1726497335,75898.83780106637,
TLC4,"Northumberland, Durham and Tyne & Wear",2031,forecast,895856.0321663372,,25374.031714659297,50527.31940671174,56401.15999947872,69946.71653277687,1991300.3962047023,78078.0773040434,
TLC4,"Northumberland, Durham and Tyne & Wear",2032,forecast,904424.0977913137,,26190.705637497165,52166.67119270635,57679.435256205725,72642.71801782359,1991800.9050515792,80319.30838112756,
TLC4,"Northumberland, Durham and Tyne & Wear",2033,forecast,913040.1910565689,,27034.00811818323,53856.61834380358,58986.032456556786,75439.37476708066,1992180.297807165,82624.37459602114,
TLC4,"Northumberland, Durham and Tyne & Wear",2034,forecast,914005.50075109,,27904.65742989812,55598.63248053382,60829.64756212658,76168.92251920716,1992449.920598678,83335.29990422908,
TLC4,"Northumberland, Durham and Tyne & Wear",2035,forecast,920507.9506682986,,28803.363377074358,57394.2250324397,62350.60217651665,78845.16396506109,1992622.3295895315,85653.97388237512,
TLC4,"Northumberland, Durham and Tyne & Wear",2036,forecast,926833.479761219,,29730.81410408153,59244.94822061926,63921.890516819265,81611.81952911452,1992711.93897398,88054.45779768363,
TLC4,"Northumberland, Durham and Tyne & Wear",2037,forecast,932988.2606019737,,30687.6563019396,61152.39606179092,65544.6575740779,84471.50709910603,1992735.9541603639,90538.66020200955,
TLC4,"Northumberland, Durham and Tyne & Wear",2038,forecast,938976.0745702069,,31674.465067406174,63118.20539427841,67220.24884730871,87426.73735560798,1992715.7494201423,93108.58894421288,
TLC4,"Northumberland, Durham and Tyne & Wear",2039,forecast,944797.5766123914,,32691.705993201977,65144.07436978837,68950.29790758461,90487.38008192652,1992678.9499249337,95774.35666841203,
TLC4,"Northumberland, Durham and Tyne & Wear",2040,forecast,950553.5083555068,,33741.84747334363,67231.73036735204,70729.03290175158,93646.757052765,1992532.5790315934,98518.13309781729,
TLC4,"Northumberland, Durham and Tyne & Wear",2041,forecast,956235.1007211456,,34824.602011144845,69382.94691035345,72558.46063172983,96890.03461373987,1992354.3386985147,101324.49074570695,
TLC4,"Northumberland, Durham and Tyne & Wear",2042,forecast,961837.9930152474,,35942.03989733355,71599.5447897879,74440.33746819657,100242.50751381728,1992083.5042837872,104219.74203739756,
TLC4,"Northumberland, Durham and Tyne & Wear",2043,forecast,967360.8035477578,,37096.00768057139,73883.39321177943,76376.25272888357,103709.61848634663,1991680.4484185777,107208.82850121245,
TLC4,"Northumberland, Durham and Tyne & Wear",2044,forecast,972804.1269665661,,38288.201873254045,76236.41096980778,78367.68868110274,107295.23706040195,1991120.1686141912,110294.80044967936,
TLC4,"Northumberland, Durham and Tyne & Wear",2045,forecast,978169.834187455,,39520.22305363142,78660.56764210147,80416.06364547435,111003.36156272802,1990387.7449111093,113480.6632581715,
TLC4,"Northumberland, Durham and Tyne & Wear",2046,forecast,975797.0878774235,,40793.61540340314,81157.88481466564,83170.86187580468,114838.12334244474,1989475.1669374018,117686.4788480188,
TLC4,"Northumberland, Durham and Tyne & Wear",2047,forecast,970218.1170041416,,42109.8955764555,83730.4373304075,86300.63267520914,118803.79113231858,1988379.1252434948,122450.60059191973,
TLC4,"Northumberland, Durham and Tyne & Wear",2048,forecast,964647.2098686156,,43470.57382519122,86380.35456485073,89546.05754430749,122904.77555095062,1987099.4781944486,127409.04062500755,
TLC4,"Northumberland, Durham and Tyne & Wear",2049,forecast,959083.6266600558,,44877.16954396984,89109.82172891893,92911.42008047608,127145.63375038622,1985638.190519363,132569.91383865275,
TLC4,"Northumberland, Durham and Tyne & Wear",2050,forecast,978776.8265409087,,,,,,1983998.6003725803,,
TLD1,Cumbria,1991,historical,,,,,,,486263.0,,
TLD1,Cumbria,1992,historical,,,,,,,487245.0,,
TLD1,Cumbria,1993,historical,,,,,,,487165.0,,
TLD1,Cumbria,1994,historical,,,,,,,487002.0,,
TLD1,Cumbria,1995,historical,,,,,,,486791.0,,
TLD1,Cumbria,1996,historical,,,,,,,486746.0,,
TLD1,Cumbria,1997,historical,,,,4750.0,,,488170.0,,
TLD1,Cumbria,1998,historical,,,,4949.0,,6549.0,489033.0,,
TLD1,Cumbria,1999,historical,,,,5084.0,,6757.0,488145.0,,
TLD1,Cumbria,2000,historical,,,,5264.0,,6701.0,487602.0,,
TLD1,Cumbria,2001,historical,,,,5625.0,,6731.0,487795.0,,
TLD1,Cumbria,2002,historical,,,,5763.0,,7150.0,488681.0,,
TLD1,Cumbria,2003,historical,,,,6002.0,,7660.0,491329.0,,
TLD1,Cumbria,2004,historical,,,,6307.0,,7911.0,494918.0,,
TLD1,Cumbria,2005,historical,,73.61430226943504,,6538.0,,8295.0,497040.0,,3.7618992435216483
TLD1,Cumbria,2006,historical,,74.84488876593032,,6824.0,,8968.0,498813.0,,3.5
TLD1,Cumbria,2007,historical,,74.20630397840165,,7139.0,,9209.0,500779.0,,4.364054403239752
TLD1,Cumbria,2008,historical,,76.4526966597194,,7271.0,,9878.0,500916.0,,3.3337753236071515
TLD1,Cumbria,2009,historical,219000.0,74.54539064590463,,7585.0,,9636.0,500786.0,,5.220724820582045
TLD1,Cumbria,2010,historical,221000.0,73.33087681065248,,7773.0,,9856.0,500165.0,,5.414358261773614
TLD1,Cumbria,2011,historical,216000.0,74.0943637371278,,7790.0,,9779.0,499817.0,,6.498586082506198
TLD1,Cumbria,2012,historical,218000.0,75.03050607916445,,8137.0,,10167.0,498835.0,,5.769493920835547
TLD1,Cumbria,2013,historical,219000.0,75.06505300353359,,8413.0,,10516.0,498080.0,,4.900353356890459
TLD1,Cumbria,2014,historical,227000.0,73.66446278669805,,8661.0,,11014.0,498303.0,,5.695421059074499
TLD1,Cumbria,2015,historical,233000.0,76.22987981183756,,9028.0,,11425.0,498718.0,,4.7952203449644895
TLD1,Cumbria,2016,historical,235000.0,76.32614391136516,,9088.0,,11300.0,498946.0,,3.959450922544724
TLD1,Cumbria,2017,historical,231000.0,78.20341813500491,,9268.0,,11494.0,498693.0,,4.4
TLD1,Cumbria,2018,historical,235000.0,77.6401321999996,,9460.0,,11761.0,498941.0,,3.2
TLD1,Cumbria,2019,historical,238000.0,79.69061503973589,,9759.0,,12423.0,499171.0,,
TLD1,Cumbria,2020,historical,226000.0,79.65591336151465,,9814.0,,11406.0,498439.0,,3.6
TLD1,Cumbria,2021,historical,231000.0,74.37047604592503,,10027.0,,11980.0,500729.0,,4.584201833726428
TLD1,Cumbria,2022,historical,231000.0,78.53705872883695,,10549.0,,13736.0,503177.0,,
TLD1,Cumbria,2023,historical,234000.0,77.08778408418127,,11652.0,,15056.0,506716.0,,5.2
TLD1,Cumbria,2024,forecast,,,,11326.763420691934,,14680.497001781117,,,
TLD1,Cumbria,2024,historical,238000.0,78.99433206704786,,,,,510680.0,,
TLD1,Cumbria,2025,forecast,240992.50501674964,,22768.174591755644,11530.483591922623,47845.81823870922,13747.525866997594,506429.86531286576,57045.44988252685,
TLD1,Cumbria,2026,forecast,243034.04891672859,,23103.184821707277,11622.242810094303,47821.45901735959,13824.720694009035,503058.037226724,56883.88419495014,
TLD1,Cumbria,2027,forecast,245120.67998732216,,23670.594131326634,11824.451925761246,48239.307782488264,13978.509376535614,499541.8306848615,57027.050419648775,
TLD1,Cumbria,2028,forecast,247252.31001243365,,24333.94491060913,12046.25158098031,48720.48144009064,14137.621500806765,495038.99286499893,57178.92585147464,
TLD1,Cumbria,2029,forecast,249428.87718500727,,25029.717874862305,12267.100811808596,49180.75625505782,14332.536133315085,490101.44153996307,57461.414632774475,
TLD1,Cumbria,2030,forecast,251771.52099346588,,25740.53774637136,12495.923786214451,49631.99863474135,14547.006894875536,485456.98265281966,57778.60354290455,
TLD1,Cumbria,2031,forecast,254174.23424208898,,26378.066804656297,12746.26096173758,50147.73035412144,14781.967878069767,483214.3710958981,58156.830577841494,
TLD1,Cumbria,2032,forecast,256640.39145532108,,27049.28537812432,13009.132882546943,50690.122504787876,15038.697562001242,480941.83268397435,58598.32693023051,
TLD1,Cumbria,2033,forecast,259174.33918965224,,27753.97015967119,13284.94744770825,51258.72989295795,15318.894012038036,478668.36244611867,59106.52289086518,
TLD1,Cumbria,2034,forecast,259595.6517653608,,28494.15623229162,13575.268866958915,52293.89928005849,15191.720835038703,476422.9112906473,58520.7060739598,
TLD1,Cumbria,2035,forecast,261655.82611336745,,29272.501019072224,13882.070966555239,53054.698505129265,15468.106365114409,474235.9034340969,59116.231405497354,
TLD1,Cumbria,2036,forecast,263743.0382615045,,30092.102420471467,14207.720655886955,53869.55708684839,15774.08121466147,472141.1770226308,59808.521652887284,
TLD1,Cumbria,2037,forecast,265872.8299452426,,30955.549524895774,14555.106995349415,54744.61981823072,16123.779033517749,470193.7849187131,60644.703848973564,
TLD1,Cumbria,2038,forecast,268065.2817579036,,31856.36348435378,14927.865530237417,55687.42595961809,16519.44811235216,468599.1713262948,61624.72068005913,
TLD1,Cumbria,2039,forecast,270347.2102572957,,32739.438964005105,15303.564768005133,56607.07485548076,16900.916403555955,467435.15626002057,62515.593881923036,
TLD1,Cumbria,2040,forecast,272464.20638043655,,33655.137839062234,15687.94320884268,57577.99682112338,17290.823724701353,466138.13569452334,63460.899889941895,
TLD1,Cumbria,2041,forecast,274464.6613714907,,34602.121489079276,16080.786625331702,58589.643362378796,17699.50119734504,464734.1241896667,64487.359170033866,
TLD1,Cumbria,2042,forecast,276383.36185917543,,35579.394654468175,16481.91144281121,59634.238949626706,18133.395968510544,463243.1665259196,65609.57883474181,
TLD1,Cumbria,2043,forecast,278245.40737583407,,36586.209931564095,16891.153922851638,60705.957672955476,18619.544377652244,461680.8889045131,66917.7060396267,
TLD1,Cumbria,2044,forecast,280068.99103279586,,37621.99851829671,17308.362276988508,61800.35216737618,19153.726632854985,460059.61827282864,68389.31565477057,
TLD1,Cumbria,2045,forecast,281867.374531695,,38715.18650443336,17746.623110575485,62960.89833050167,19733.411464908266,458389.1933090205,70009.56211301181,
TLD1,Cumbria,2046,forecast,281439.9809957423,,39891.45023567454,18217.529973390738,64729.715760129824,20357.260165629425,456677.5553599447,72332.50973655158,
TLD1,Cumbria,2047,forecast,280095.27356347506,,41143.6771487891,18717.541682996605,66825.624884223,21024.797605721637,454931.1821427094,75063.02172912963,
TLD1,Cumbria,2048,forecast,278763.51492199104,,42467.34446660977,19244.306841501595,69034.52500549401,21736.190420076975,453155.4087784452,77973.5842624872,
TLD1,Cumbria,2049,forecast,277447.069590092,,43859.75688867451,19796.305998340005,71351.64926264176,22492.09571512549,451354.6677558493,81068.0601109103,
TLD1,Cumbria,2050,forecast,283459.9023883275,,,,,,449532.6702376655,,
TLD3,Greater Manchester,1991,historical,,,,,,,2553564.0,,
TLD3,Greater Manchester,1992,historical,,,,,,,2551179.0,,
TLD3,Greater Manchester,1993,historical,,,,,,,2551015.0,,
TLD3,Greater Manchester,1994,historical,,,,,,,2545656.0,,
TLD3,Greater Manchester,1995,historical,,,,,,,2540184.0,,
TLD3,Greater Manchester,1996,historical,,,,,,,2531355.0,,
TLD3,Greater Manchester,1997,historical,,,,23870.0,,,2521923.0,,
TLD3,Greater Manchester,1998,historical,,,,24140.0,,33212.0,2521915.0,,
TLD3,Greater Manchester,1999,historical,,,,25608.0,,34844.0,2515488.0,,
TLD3,Greater Manchester,2000,historical,,,,26793.0,,35793.0,2516339.0,,
TLD3,Greater Manchester,2001,historical,,,,27605.0,,37988.0,2516096.0,,
TLD3,Greater Manchester,2002,historical,,,,28298.0,,39777.0,2523214.0,,
TLD3,Greater Manchester,2003,historical,,,,29200.0,,41540.0,2538555.0,,
TLD3,Greater Manchester,2004,historical,,,,30319.0,,43838.0,2549752.0,,
TLD3,Greater Manchester,2005,historical,,70.65442418356861,,31387.0,,46723.0,2564055.0,,4.719576062135952
TLD3,Greater Manchester,2006,historical,,70.14297723699396,,32685.0,,49229.0,2582260.0,,6.046566070031678
TLD3,Greater Manchester,2007,historical,,70.60223118510255,,34066.0,,51617.0,2598619.0,,5.61539121356382
TLD3,Greater Manchester,2008,historical,,69.24592869408364,,34743.0,,52489.0,2620007.0,,6.740363441777063
TLD3,Greater Manchester,2009,historical,1165000.0,68.14673693373786,,36093.0,,52791.0,2639833.0,,8.396231087345297
TLD3,Greater Manchester,2010,historical,1152000.0,66.82615824912156,,36642.0,,53671.0,2661841.0,,9.520042744852153
TLD3,Greater Manchester,2011,historical,1145000.0,66.72528802190821,,37303.0,,53699.0,2685386.0,,8.888978567699391
TLD3,Greater Manchester,2012,historical,1152000.0,66.5707298230098,,38747.0,,56086.0,2700093.0,,10.010905328075737
TLD3,Greater Manchester,2013,historical,1173000.0,67.68338847230785,,40109.0,,58443.0,2714958.0,,9.242101461606405
TLD3,Greater Manchester,2014,historical,1193000.0,68.23910914647416,,41375.0,,60047.0,2733895.0,,8.634082984167277
TLD3,Greater Manchester,2015,historical,1223000.0,69.64941743847031,,43559.0,,62568.0,2756962.0,,6.827633677939702
TLD3,Greater Manchester,2016,historical,1265000.0,70.62111858724124,,44281.0,,64644.0,2784566.0,,6.565885599407592
TLD3,Greater Manchester,2017,historical,1307000.0,71.12483465470497,,45972.0,,69228.0,2804283.0,,5.531435236743225
TLD3,Greater Manchester,2018,historical,1331000.0,72.8493335406133,,47678.0,,72244.0,2823878.0,,4.569617313495838
TLD3,Greater Manchester,2019,historical,1358000.0,72.48078725852444,,49779.0,,75381.0,2847959.0,,4.779038111152583
TLD3,Greater Manchester,2020,historical,1322000.0,72.99933153835111,,50509.0,,75491.0,2856110.0,,4.904958317431752
TLD3,Greater Manchester,2021,historical,1387000.0,71.82798847616561,,52309.0,,80452.0,2869531.0,,5.665466482153355
TLD3,Greater Manchester,2022,historical,1425000.0,71.88619792175139,,55999.0,,91098.0,2919285.0,,4.9661085162976555
TLD3,Greater Manchester,2023,historical,1470000.0,73.2212149128072,,61371.0,,100350.0,2965612.0,,5.159669381723202
TLD3,Greater Manchester,2024,forecast,,,,62577.132333609705,,105834.75748880772,,,
TLD3,Greater Manchester,2024,historical,1476000.0,70.58703616084719,,,,,3009664.0,,6.4294784433947685
TLD3,Greater Manchester,2025,forecast,1509870.3898514707,,21445.990657595365,64509.65415284859,42725.29257242706,107199.28665304849,3008005.327559988,70998.99923436072,
TLD3,Greater Manchester,2026,forecast,1540001.3707791811,,21899.24026874943,65988.6882296678,42849.75941046083,112526.98588815829,3013286.6446437743,73069.4063156736,
TLD3,Greater Manchester,2027,forecast,1570521.7803933572,,22611.920748578304,68267.91778603918,43468.30374357534,118175.611451484,3019111.845698974,75246.08249742669,
TLD3,Greater Manchester,2028,forecast,1601438.8526486433,,23459.333208585507,70847.7811893421,44240.07889665342,124191.14042619897,3020025.35875204,77549.72362559919,
TLD3,Greater Manchester,2029,forecast,1632759.8015294157,,24350.448642778665,73514.05684696474,45024.41619281886,130521.2929518892,3019002.15168175,79939.06564188385,
TLD3,Greater Manchester,2030,forecast,1664081.921856341,,25272.041737919033,76275.63930281847,45836.4689268004,137161.00608491286,3018182.7053716793,82424.43132361237,
TLD3,Greater Manchester,2031,forecast,1695770.94994222,,26120.738403895204,79207.96508667899,46709.11781415871,144116.84088429893,3032378.4826414883,84986.03003501706,
