region_code,metric,year,value,ci_lower,ci_upper,ci_width,cv
TLC31,emp_total_jobs,2025,112919.55433315506,112919.55433315506,112919.55433315506,0.0,0.0
TLC31,emp_total_jobs,2026,112677.77214896734,112677.77214896734,112677.77214896734,0.0,0.0
TLC31,emp_total_jobs,2027,112766.45619179144,112766.45619179144,112766.45619179144,0.0,0.0
TLC31,emp_total_jobs,2028,113130.10960884078,113130.10960884078,113130.10960884078,0.0,0.0
TLC31,emp_total_jobs,2029,113540.28277307826,113540.28277307826,113540.28277307826,0.0,0.0
TLC31,emp_total_jobs,2030,113757.46619262134,113757.46619262134,113757.46619262134,0.0,0.0
TLC31,emp_total_jobs,2031,113686.9588476613,113686.9588476613,113686.9588476613,0.0,0.0
TLC31,emp_total_jobs,2032,113426.68203196446,113426.68203196446,113426.68203196446,0.0,0.0
TLC31,emp_total_jobs,2033,113183.85627452472,113183.85627452472,113183.85627452472,0.0,0.0
TLC31,emp_total_jobs,2034,113130.59198004892,113130.59198004892,113130.59198004892,0.0,0.0
TLC31,emp_total_jobs,2035,113299.28827307526,113299.28827307526,113299.28827307526,0.0,0.0
TLC31,emp_total_jobs,2036,113577.1544924253,113577.1544924253,113577.1544924253,0.0,0.0
TLC31,emp_total_jobs,2037,113791.31610886006,113791.31610886006,113791.31610886006,0.0,0.0
TLC31,emp_total_jobs,2038,113823.54250234348,113823.54250234348,113823.54250234348,0.0,0.0
TLC31,emp_total_jobs,2039,113679.76869308956,113679.76869308956,113679.76869308956,0.0,0.0
TLC31,emp_total_jobs,2040,113473.46946642031,113473.46946642031,113473.46946642031,0.0,0.0
TLC31,emp_total_jobs,2041,113342.51097904885,113342.51097904885,113342.51097904885,0.0,0.0
TLC31,emp_total_jobs,2042,113360.49997238789,113360.49997238789,113360.49997238789,0.0,0.0
TLC31,emp_total_jobs,2043,113498.54595529035,113498.54595529035,113498.54595529035,0.0,0.0
TLC31,emp_total_jobs,2044,113654.5002500846,113654.5002500846,113654.5002500846,0.0,0.0
TLC31,emp_total_jobs,2045,113724.13433578578,113724.13433578578,113724.13433578578,0.0,0.0
TLC31,emp_total_jobs,2046,113665.92703025098,113665.92703025098,113665.92703025098,0.0,0.0
TLC31,emp_total_jobs,2047,113519.51934098199,113519.51934098199,113519.51934098199,0.0,0.0
TLC31,emp_total_jobs,2048,113371.41052442859,113371.41052442859,113371.41052442859,0.0,0.0
TLC31,emp_total_jobs,2049,113295.98533913585,113295.98533913585,113295.98533913585,0.0,0.0
TLC31,emp_total_jobs,2050,113311.61943434781,113311.61943434781,113311.61943434781,0.0,0.0
TLC31,gdhi_total_mn_gbp,2024,5942.547814857853,5638.14019889968,6258.94472273806,620.8045238383793,0.052233868635117496
TLC31,gdhi_total_mn_gbp,2025,6198.688562661772,5755.294520715731,6671.503188774185,916.2086680584544,0.0739034280232516
TLC31,gdhi_total_mn_gbp,2026,6416.175258206313,5859.149401326769,7021.169887346592,1162.0204860198228,0.09055398576695627
TLC31,gdhi_total_mn_gbp,2027,6640.046247509611,5979.318226943202,7368.552088954603,1389.2338620114015,0.10461025497619403
TLC31,gdhi_total_mn_gbp,2028,6870.411068931162,6110.94880152894,7718.775629875312,1607.8268283463722,0.11701096282412864
TLC31,gdhi_total_mn_gbp,2029,7107.382402134388,6251.649770227322,8074.513082673825,1822.8633124465032,0.1282373178555221
TLC31,gdhi_total_mn_gbp,2030,7351.076074563158,6400.061502984338,8437.412929990463,2037.351427006125,0.13857504713193952
TLC31,gdhi_total_mn_gbp,2031,7601.611064294334,6555.341315809499,8808.614393531296,2253.2730777217967,0.14821023192739277
TLC31,gdhi_total_mn_gbp,2032,7859.109501802122,6716.93709151462,9188.973861484752,2472.036769970132,0.1572720655821938
TLC31,gdhi_total_mn_gbp,2033,8123.696672209314,6884.473889467274,9579.178327998721,2694.7044385314475,0.16585457010906574
TLC31,gdhi_total_mn_gbp,2034,8395.501018939625,7057.691632082159,9979.807758859744,2922.116126777585,0.17402869228325438
TLC31,gdhi_total_mn_gbp,2035,8674.654149245987,7236.4083834653675,10391.371868951139,3154.9634854857713,0.1818495257104864
TLC31,gdhi_total_mn_gbp,2036,8961.290841798695,7420.497493039322,10814.333039072731,3393.8355460334096,0.18936086362710916
TLC31,gdhi_total_mn_gbp,2037,9255.54905633831,7609.8727278267,11249.121248493482,3639.2485206667825,0.196598197390277
TLC31,gdhi_total_mn_gbp,2038,9557.56994529038,7804.478243159148,11696.14417330123,3891.6659301420823,0.2035907637829924
TLC31,gdhi_total_mn_gbp,2039,9867.497867182494,8004.281607527376,12155.794234545076,4151.5126270177,0.2103629857790432
TLC31,gdhi_total_mn_gbp,2040,10185.480401680603,8209.268823655362,12628.453653747994,4419.184830092632,0.21693551289752946
TLC31,gdhi_total_mn_gbp,2041,10511.668366058617,8419.440693799352,13114.498167439859,4695.057473640507,0.22332598927875677
TLC31,gdhi_total_mn_gbp,2042,10846.215832924683,8634.810113878331,13614.29981576963,4979.489701891298,0.22954963180686486
TLC31,gdhi_total_mn_gbp,2043,11189.280149046162,8855.400024051314,14128.229077281716,5272.829053230402,0.23561967271325704
TLC31,gdhi_total_mn_gbp,2044,11541.02195513366,9081.241832563286,14656.656532769059,5575.4147002057725,0.24154770356908148
