region_code,region_name,region_level,metric_id,period,value,unit,freq,source,vintage,geo_hierarchy,metric,year,region,data_type,ci_lower,ci_upper,method,quality_metrics,itl1_code
TLN0,Northern Ireland,ITL2,gdhi_total_mn_gbp,2019.0,31885.0,GBP_m,A,NOMIS_LAD_aggregated,2025-11-19T17:35:15Z,ITL2>ITL1,gdhi_total_mn_gbp,2019,Northern Ireland,historical,,,,,N92000002
TLN0,Northern Ireland,ITL2,gdhi_total_mn_gbp,2020.0,32255.0,GBP_m,A,NOMIS_LAD_aggregated,2025-11-19T17:35:15Z,ITL2>ITL1,gdhi_total_mn_gbp,2020,Northern Ireland,historical,,,,,N92000002
TLN0,Northern Ireland,ITL2,gdhi_total_mn_gbp,2021.0,33913.0,GBP_m,A,NOMIS_LAD_aggregated,2025-11-19T17:35:15Z,ITL2>ITL1,gdhi_total_mn_gbp,2021,Northern Ireland,historical,,,,,N92000002
TLN0,Northern Ireland,ITL2,gdhi_total_mn_gbp,2022.0,36115.0,GBP_m,A,NOMIS_LAD_aggregated,2025-11-19T17:35:15Z,ITL2>ITL1,gdhi_total_mn_gbp,2022,Northern Ireland,historical,,,,,N92000002
TLN0,Northern Ireland,ITL2,gdhi_total_mn_gbp,2023.0,39181.0,GBP_m,A,NOMIS_LAD_aggregated,2025-11-19T17:35:15Z,ITL2>ITL1,gdhi_total_mn_gbp,2023,Northern Ireland,historical,,,,,N92000002
TLC3,,,,,273557.1226790833,,,model,,,emp_total_jobs,2025,Tees Valley,forecast,273557.1226790833,273557.1226790833,Ensemble(2),"{'history_years': 16, 'method': 'Ensemble(2)', 'system_metrics': ['emp_total_jobs'], 'aic': None, 'component_methods': ['ARIMA(0, 1, 1)', 'Linear'], 'weights': [0.5, 0.5]}",E12000001
TLC3,,,,,275027.843321776,,,model,,,emp_total_jobs,2026,Tees Valley,forecast,275027.843321776,275027.843321776,Ensemble(2),"{'history_years': 16, 'method': 'Ensemble(2)', 'system_metrics': ['emp_total_jobs'], 'aic': None, 'component_methods': ['ARIMA(0, 1, 1)', 'Linear'], 'weights': [0.5, 0.5]}",E12000001
TLC3,,,,,276499.7334470705,,,model,,,emp_total_jobs,2027,Tees Valley,forecast,276499.7334470705,276499.7334470705,Ensemble(2),"{'history_years': 16, 'method': 'Ensemble(2)', 'system_metrics': ['emp_total_jobs'], 'aic': None, 'component_methods': ['ARIMA(0, 1, 1)', 'Linear'], 'weights': [0.5, 0.5]}",E12000001
TLC3,,,,,277972.7110141733,,,model,,,emp_total_jobs,2028,Tees Valley,forecast,277972.7110141733,277972.7110141733,Ensemble(2),"{'history_years': 16, 'method': 'Ensemble(2)', 'system_metrics': ['emp_total_jobs'], 'aic': None, 'component_methods': ['ARIMA(0, 1, 1)', 'Linear'], 'weights': [0.5, 0.5]}",E12000001
TLC3,,,,,279446.693253406,,,model,,,emp_total_jobs,2029,Tees Valley,forecast,279446.693253406,279446.693253406,Ensemble(2),"{'history_years': 16, 'method': 'Ensemble(2)', 'system_metrics': ['emp_total_jobs'], 'aic': None, 'component_methods': ['ARIMA(0, 1, 1)', 'Linear'], 'weights': [0.5, 0.5]}",E12000001
TLC3,,,,,280921.5966733171,,,model,,,emp_total_jobs,2030,Tees Valley,forecast,280921.5966733171,280921.5966733171,Ensemble(2),"{'history_years': 16, 'method': 'Ensemble(2)', 'system_metrics': ['emp_total_jobs'], 'aic': None, 'component_methods': ['ARIMA(0, 1, 1)', 'Linear'], 'weights': [0.5, 0.5]}",E12000001
TLC3,,,,,282397.33706804796,,,model,,,emp_total_jobs,2031,Tees Valley,forecast,282397.33706804796,282397.33706804796,Ensemble(2),"{'history_years': 16, 'method': 'Ensemble(2)', 'system_metrics': ['emp_total_jobs'], 'aic': None, 'component_methods': ['ARIMA(0, 1, 1)', 'Linear'], 'weights': [0.5, 0.5]}",E12000001
TLC3,,,,,283873.82952494745,,,model,,,emp_total_jobs,2032,Tees Valley,forecast,283873.82952494745,283873.82952494745,Ensemble(2),"{'history_years': 16, 'method': 'Ensemble(2)', 'system_metrics': ['emp_total_jobs'], 'aic': None, 'component_methods': ['ARIMA(0, 1, 1)', 'Linear'], 'weights': [0.5, 0.5]}",E12000001
TLC3,,,,,285350.98843243544,,,model,,,emp_total_jobs,2033,Tees Valley,forecast,285350.98843243544,285350.98843243544,Ensemble(2),"{'history_years': 16, 'method': 'Ensemble(2)', 'system_metrics': ['emp_total_jobs'], 'aic': None, 'component_methods': ['ARIMA(0, 1, 1)', 'Linear'], 'weights': [0.5, 0.5]}",E12000001
TLC3,,,,,284433.48406675964,,,model,,,emp_total_jobs,2034,Tees Valley,forecast,284433.48406675964,284433.48406675964,Ensemble(2),"{'history_years': 16, 'method': 'Ensemble(2)', 'system_metrics': ['emp_total_jobs'], 'aic': None, 'component_methods': ['ARIMA(0, 1, 1)', 'Linear'], 'weights': [0.5, 0.5]}",E12000001
TLC3,,,,,285239.11971305456,,,model,,,emp_total_jobs,2035,Tees Valley,forecast,285239.11971305456,285239.11971305456,Ensemble(2),"{'history_years': 16, 'method': 'Ensemble(2)', 'system_metrics': ['emp_total_jobs'], 'aic': None, 'component_methods': ['ARIMA(0, 1, 1)', 'Linear'], 'weights': [0.5, 0.5]}",E12000001
TLC3,,,,,285983.8418960205,,,model,,,emp_total_jobs,2036,Tees Valley,forecast,285983.8418960205,285983.8418960205,Ensemble(2),"{'history_years': 16, 'method': 'Ensemble(2)', 'system_metrics': ['emp_total_jobs'], 'aic': None, 'component_methods': ['ARIMA(0, 1, 1)', 'Linear'], 'weights': [0.5, 0.5]}",E12000001
TLC3,,,,,286671.635296639,,,model,,,emp_total_jobs,2037,Tees Valley,forecast,286671.635296639,286671.635296639,Ensemble(2),"{'history_years': 16, 'method': 'Ensemble(2)', 'system_metrics': ['emp_total_jobs'], 'aic': None, 'component_methods': ['ARIMA(0, 1, 1)', 'Linear'], 'weights': [0.5, 0.5]}",E12000001
TLC3,,,,,287306.2048635651,,,model,,,emp_total_jobs,2038,Tees Valley,forecast,287306.2048635651,287306.2048635651,Ensemble(2),"{'history_years': 16, 'method': 'Ensemble(2)', 'system_metrics': ['emp_total_jobs'], 'aic': None, 'component_methods': ['ARIMA(0, 1, 1)', 'Linear'], 'weights': [0.5, 0.5]}",E12000001
TLC3,,,,,287890.99262357294,,,model,,,emp_total_jobs,2039,Tees Valley,forecast,287890.99262357294,287890.99262357294,Ensemble(2),"{'history_years': 16, 'method': 'Ensemble(2)', 'system_metrics': ['emp_total_jobs'], 'aic': None, 'component_methods': ['ARIMA(0, 1, 1)', 'Linear'], 'weights': [0.5, 0.5]}",E12000001
TLC3,,,,,288429.19393527857,,,model,,,emp_total_jobs,2040,Tees Valley,forecast,288429.19393527857,288429.19393527857,Ensemble(2),"{'history_years': 16, 'method': 'Ensemble(2)', 'system_metrics': ['emp_total_jobs'], 'aic': None, 'component_methods': ['ARIMA(0, 1, 1)', 'Linear'], 'weights': [0.5, 0.5]}",E12000001
TLC3,,,,,288923.7731210124,,,model,,,emp_total_jobs,2041,Tees Valley,forecast,288923.7731210124,288923.7731210124,Ensemble(2),"{'history_years': 16, 'method': 'Ensemble(2)', 'system_metrics': ['emp_total_jobs'], 'aic': None, 'component_methods': ['ARIMA(0, 1, 1)', 'Linear'], 'weights': [0.5, 0.5]}",E12000001
TLC3,,,,,289377.4784318021,,,model,,,emp_total_jobs,2042,Tees Valley,forecast,289377.4784318021,289377.4784318021,Ensemble(2),"{'history_years': 16, 'method': 'Ensemble(2)', 'system_metrics': ['emp_total_jobs'], 'aic': None, 'component_methods': ['ARIMA(0, 1, 1)', 'Linear'], 'weights': [0.5, 0.5]}",E12000001
TLC3,,,,,289792.85631706595,,,model,,,emp_total_jobs,2043,Tees Valley,forecast,289792.85631706595,289792.85631706595,Ensemble(2),"{'history_years': 16, 'method': 'Ensemble(2)', 'system_metrics': ['emp_total_jobs'], 'aic': None, 'component_methods': ['ARIMA(0, 1, 1)', 'Linear'], 'weights': [0.5, 0.5]}",E12000001
TLC3,,,,,290172.2649841386,,,model,,,emp_total_jobs,2044,Tees Valley,forecast,290172.2649841386,290172.2649841386,Ensemble(2),"{'history_years': 16, 'method': 'Ensemble(2)', 'system_metrics': ['emp_total_jobs'], 'aic': None, 'component_methods': ['ARIMA(0, 1, 1)', 'Linear'], 'weights': [0.5, 0.5]}",E12000001
TLC3,,,,,290517.8872437651,,,model,,,emp_total_jobs,2045,Tees Valley,forecast,290517.8872437651,290517.8872437651,Ensemble(2),"{'history_years': 16, 'method': 'Ensemble(2)', 'system_metrics': ['emp_total_jobs'], 'aic': None, 'component_methods': ['ARIMA(0, 1, 1)', 'Linear'], 'weights': [0.5, 0.5]}",E12000001
TLC3,,,,,288565.4712723269,,,model,,,emp_total_jobs,2046,Tees Valley,forecast,288565.4712723269,288565.4712723269,Ensemble(2),"{'history_years': 16, 'method': 'Ensemble(2)', 'system_metrics': ['emp_total_jobs'], 'aic': None, 'component_methods': ['ARIMA(0, 1, 1)', 'Linear'], 'weights': [0.5, 0.5]}",E12000001
TLC3,,,,,285679.76337477,,,model,,,emp_total_jobs,2047,Tees Valley,forecast,285679.76337477,285679.76337477,Ensemble(2),"{'history_years': 16, 'method': 'Ensemble(2)', 'system_metrics': ['emp_total_jobs'], 'aic': None, 'component_methods': ['ARIMA(0, 1, 1)', 'Linear'], 'weights': [0.5, 0.5]}",E12000001
TLC3,,,,,282815.6853723381,,,model,,,emp_total_jobs,2048,Tees Valley,forecast,282815.6853723381,282815.6853723381,Ensemble(2),"{'history_years': 16, 'method': 'Ensemble(2)', 'system_metrics': ['emp_total_jobs'], 'aic': None, 'component_methods': ['ARIMA(0, 1, 1)', 'Linear'], 'weights': [0.5, 0.5]}",E12000001
TLC3,,,,,279973.1511008423,,,model,,,emp_total_jobs,2049,Tees Valley,forecast,279973.1511008423,279973.1511008423,Ensemble(2),"{'history_years': 16, 'method': 'Ensemble(2)', 'system_metrics': ['emp_total_jobs'], 'aic': None, 'component_methods': ['ARIMA(0, 1, 1)', 'Linear'], 'weights': [0.5, 0.5]}",E12000001
TLC3,,,,,284491.20069844445,,,model,,,emp_total_jobs,2050,Tees Valley,forecast,284491.20069844445,284491.20069844445,Ensemble(2),"{'history_years': 16, 'method': 'Ensemble(2)', 'system_metrics': ['emp_total_jobs'], 'aic': None, 'component_methods': ['ARIMA(0, 1, 1)', 'Linear'], 'weights': [0.5, 0.5]}",E12000001
TLC3,,,,,13728.273709060924,,,model,,,gdhi_total_mn_gbp,2024,Tees Valley,forecast,13025.041492645607,14459.203183657659,Ensemble(3),"{'history_years': 27, 'method': 'Ensemble(3)', 'system_metrics': ['gdhi_total_mn_gbp'], 'aic': None, 'component_methods': ['ARIMA(1, 1, 1)', 'ETS(mul,False)', 'Linear'], 'weights': [0.3160673905835593, 0.053740971693777506, 0.6301916377226633]}",E12000001
TLC3,,,,,14214.362908636722,,,model,,,gdhi_total_mn_gbp,2025,Tees Valley,forecast,13197.605289660307,15298.585581889929,Ensemble(3),"{'history_years': 27, 'method': 'Ensemble(3)', 'system_metrics': ['gdhi_total_mn_gbp'], 'aic': None, 'component_methods': ['ARIMA(1, 1, 1)', 'ETS(mul,False)', 'Linear'], 'weights': [0.3160673905835593, 0.053740971693777506, 0.6301916377226633]}",E12000001
TLC3,,,,,14596.707025820033,,,model,,,gdhi_total_mn_gbp,2026,Tees Valley,forecast,13329.481161271242,15973.061161792317,Ensemble(3),"{'history_years': 27, 'method': 'Ensemble(3)', 'system_metrics': ['gdhi_total_mn_gbp'], 'aic': None, 'component_methods': ['ARIMA(1, 1, 1)', 'ETS(mul,False)', 'Linear'], 'weights': [0.3160673905835593, 0.053740971693777506, 0.6301916377226633]}",E12000001
TLC3,,,,,15106.435594365303,,,model,,,gdhi_total_mn_gbp,2027,Tees Valley,forecast,13603.246472478919,16763.822631094936,Ensemble(3),"{'history_years': 27, 'method': 'Ensemble(3)', 'system_metrics': ['gdhi_total_mn_gbp'], 'aic': None, 'component_methods': ['ARIMA(1, 1, 1)', 'ETS(mul,False)', 'Linear'], 'weights': [0.3160673905835593, 0.053740971693777506, 0.6301916377226633]}",E12000001
TLC3,,,,,15624.715049696704,,,model,,,gdhi_total_mn_gbp,2028,Tees Valley,forecast,13897.543065356858,17554.06896899219,Ensemble(3),"{'history_years': 27, 'method': 'Ensemble(3)', 'system_metrics': ['gdhi_total_mn_gbp'], 'aic': None, 'component_methods': ['ARIMA(1, 1, 1)', 'ETS(mul,False)', 'Linear'], 'weights': [0.3160673905835593, 0.053740971693777506, 0.6301916377226633]}",E12000001
TLC3,,,,,16156.50568538078,,,model,,,gdhi_total_mn_gbp,2029,Tees Valley,forecast,14211.253783862094,18354.987693883544,Ensemble(3),"{'history_years': 27, 'method': 'Ensemble(3)', 'system_metrics': ['gdhi_total_mn_gbp'], 'aic': None, 'component_methods': ['ARIMA(1, 1, 1)', 'ETS(mul,False)', 'Linear'], 'weights': [0.3160673905835593, 0.053740971693777506, 0.6301916377226633]}",E12000001
TLC3,,,,,16702.13587883267,,,model,,,gdhi_total_mn_gbp,2030,Tees Valley,forecast,14541.367246302474,19170.365779529064,Ensemble(3),"{'history_years': 27, 'method': 'Ensemble(3)', 'system_metrics': ['gdhi_total_mn_gbp'], 'aic': None, 'component_methods': ['ARIMA(1, 1, 1)', 'ETS(mul,False)', 'Linear'], 'weights': [0.3160673905835593, 0.053740971693777506, 0.6301916377226633]}",E12000001
TLC3,,,,,17261.94251101699,,,model,,,gdhi_total_mn_gbp,2031,Tees Valley,forecast,14886.045073407426,20002.83807955773,Ensemble(3),"{'history_years': 27, 'method': 'Ensemble(3)', 'system_metrics': ['gdhi_total_mn_gbp'], 'aic': None, 'component_methods': ['ARIMA(1, 1, 1)', 'ETS(mul,False)', 'Linear'], 'weights': [0.3160673905835593, 0.053740971693777506, 0.6301916377226633]}",E12000001
TLC3,,,,,17836.27111687316,,,model,,,gdhi_total_mn_gbp,2032,Tees Valley,forecast,15244.107619541943,20854.402021211277,Ensemble(3),"{'history_years': 27, 'method': 'Ensemble(3)', 'system_metrics': ['gdhi_total_mn_gbp'], 'aic': None, 'component_methods': ['ARIMA(1, 1, 1)', 'ETS(mul,False)', 'Linear'], 'weights': [0.3160673905835593, 0.053740971693777506, 0.6301916377226633]}",E12000001
TLC3,,,,,18425.476040288755,,,model,,,gdhi_total_mn_gbp,2033,Tees Valley,forecast,15614.776599712066,21726.67541514603,Ensemble(3),"{'history_years': 27, 'method': 'Ensemble(3)', 'system_metrics': ['gdhi_total_mn_gbp'], 'aic': None, 'component_methods': ['ARIMA(1, 1, 1)', 'ETS(mul,False)', 'Linear'], 'weights': [0.3160673905835593, 0.053740971693777506, 0.6301916377226633]}",E12000001
TLC3,,,,,19029.920593620747,,,model,,,gdhi_total_mn_gbp,2034,Tees Valley,forecast,15997.533801710917,22621.038192034895,Ensemble(3),"{'history_years': 27, 'method': 'Ensemble(3)', 'system_metrics': ['gdhi_total_mn_gbp'], 'aic': None, 'component_methods': ['ARIMA(1, 1, 1)', 'ETS(mul,False)', 'Linear'], 'weights': [0.3160673905835593, 0.053740971693777506, 0.6301916377226633]}",E12000001
TLC3,,,,,19649.977221774006,,,model,,,gdhi_total_mn_gbp,2035,Tees Valley,forecast,16392.037936741115,23538.716012744044,Ensemble(3),"{'history_years': 27, 'method': 'Ensemble(3)', 'system_metrics': ['gdhi_total_mn_gbp'], 'aic': None, 'component_methods': ['ARIMA(1, 1, 1)', 'ETS(mul,False)', 'Linear'], 'weights': [0.3160673905835593, 0.053740971693777506, 0.6301916377226633]}",E12000001
TLC3,,,,,20286.027670840045,,,model,,,gdhi_total_mn_gbp,2036,Tees Valley,forecast,16798.07297103419,24480.832409661598,Ensemble(3),"{'history_years': 27, 'method': 'Ensemble(3)', 'system_metrics': ['gdhi_total_mn_gbp'], 'aic': None, 'component_methods': ['ARIMA(1, 1, 1)', 'ETS(mul,False)', 'Linear'], 'weights': [0.3160673905835593, 0.053740971693777506, 0.6301916377226633]}",E12000001
TLC3,,,,,20938.463161307627,,,model,,,gdhi_total_mn_gbp,2037,Tees Valley,forecast,17215.514585244586,25448.442812516187,Ensemble(3),"{'history_years': 27, 'method': 'Ensemble(3)', 'system_metrics': ['gdhi_total_mn_gbp'], 'aic': None, 'component_methods': ['ARIMA(1, 1, 1)', 'ETS(mul,False)', 'Linear'], 'weights': [0.3160673905835593, 0.053740971693777506, 0.6301916377226633]}",E12000001
TLC3,,,,,21607.684565854626,,,model,,,gdhi_total_mn_gbp,2038,Tees Valley,forecast,17644.307605863367,26442.557614552003,Ensemble(3),"{'history_years': 27, 'method': 'Ensemble(3)', 'system_metrics': ['gdhi_total_mn_gbp'], 'aic': None, 'component_methods': ['ARIMA(1, 1, 1)', 'ETS(mul,False)', 'Linear'], 'weights': [0.3160673905835593, 0.053740971693777506, 0.6301916377226633]}",E12000001
TLC3,,,,,22294.10259173495,,,model,,,gdhi_total_mn_gbp,2039,Tees Valley,forecast,18084.450357454756,27464.158330378094,Ensemble(3),"{'history_years': 27, 'method': 'Ensemble(3)', 'system_metrics': ['gdhi_total_mn_gbp'], 'aic': None, 'component_methods': ['ARIMA(1, 1, 1)', 'ETS(mul,False)', 'Linear'], 'weights': [0.3160673905835593, 0.053740971693777506, 0.6301916377226633]}",E12000001
TLC3,,,,,22998.137967777875,,,model,,,gdhi_total_mn_gbp,2040,Tees Valley,forecast,18535.98353493979,28514.20924639587,Ensemble(3),"{'history_years': 27, 'method': 'Ensemble(3)', 'system_metrics': ['gdhi_total_mn_gbp'], 'aic': None, 'component_methods': ['ARIMA(1, 1, 1)', 'ETS(mul,False)', 'Linear'], 'weights': [0.3160673905835593, 0.053740971693777506, 0.6301916377226633]}",E12000001
TLC3,,,,,23720.22163601893,,,model,,,gdhi_total_mn_gbp,2041,Tees Valley,forecast,18998.98211715748,29593.666042708075,Ensemble(3),"{'history_years': 27, 'method': 'Ensemble(3)', 'system_metrics': ['gdhi_total_mn_gbp'], 'aic': None, 'component_methods': ['ARIMA(1, 1, 1)', 'ETS(mul,False)', 'Linear'], 'weights': [0.3160673905835593, 0.053740971693777506, 0.6301916377226633]}",E12000001
TLC3,,,,,24460.79494798397,,,model,,,gdhi_total_mn_gbp,2042,Tees Valley,forecast,19473.549380162207,30703.482328188085,Ensemble(3),"{'history_years': 27, 'method': 'Ensemble(3)', 'system_metrics': ['gdhi_total_mn_gbp'], 'aic': None, 'component_methods': ['ARIMA(1, 1, 1)', 'ETS(mul,False)', 'Linear'], 'weights': [0.3160673905835593, 0.053740971693777506, 0.6301916377226633]}",E12000001
TLC3,,,,,25220.30986565439,,,model,,,gdhi_total_mn_gbp,2043,Tees Valley,forecast,19959.812393287506,31844.614705832337,Ensemble(3),"{'history_years': 27, 'method': 'Ensemble(3)', 'system_metrics': ['gdhi_total_mn_gbp'], 'aic': None, 'component_methods': ['ARIMA(1, 1, 1)', 'ETS(mul,False)', 'Linear'], 'weights': [0.3160673905835593, 0.053740971693777506, 0.6301916377226633]}",E12000001
TLC3,,,,,25999.229167140948,,,model,,,gdhi_total_mn_gbp,2044,Tees Valley,forecast,20457.91858337259,33018.02678315094,Ensemble(3),"{'history_years': 27, 'method': 'Ensemble(3)', 'system_metrics': ['gdhi_total_mn_gbp'], 'aic': None, 'component_methods': ['ARIMA(1, 1, 1)', 'ETS(mul,False)', 'Linear'], 'weights': [0.3160673905835593, 0.053740971693777506, 0.6301916377226633]}",E12000001
TLC3,,,,,26798.02665709912,,,model,,,gdhi_total_mn_gbp,2045,Tees Valley,forecast,20968.03308226549,34224.692412646924,Ensemble(3),"{'history_years': 27, 'method': 'Ensemble(3)', 'system_metrics': ['gdhi_total_mn_gbp'], 'aic': None, 'component_methods': ['ARIMA(1, 1, 1)', 'ETS(mul,False)', 'Linear'], 'weights': [0.3160673905835593, 0.053740971693777506, 0.6301916377226633]}",E12000001
TLC3,,,,,27617.187381923104,,,model,,,gdhi_total_mn_gbp,2046,Tees Valley,forecast,21490.33665792926,35465.59836223093,Ensemble(3),"{'history_years': 27, 'method': 'Ensemble(3)', 'system_metrics': ['gdhi_total_mn_gbp'], 'aic': None, 'component_methods': ['ARIMA(1, 1, 1)', 'ETS(mul,False)', 'Linear'], 'weights': [0.3160673905835593, 0.053740971693777506, 0.6301916377226633]}",E12000001
TLC3,,,,,28457.207849753904,,,model,,,gdhi_total_mn_gbp,2047,Tees Valley,forecast,22025.02408668744,36741.74655820621,Ensemble(3),"{'history_years': 27, 'method': 'Ensemble(3)', 'system_metrics': ['gdhi_total_mn_gbp'], 'aic': None, 'component_methods': ['ARIMA(1, 1, 1)', 'ETS(mul,False)', 'Linear'], 'weights': [0.3160673905835593, 0.053740971693777506, 0.6301916377226633]}",E12000001
TLC3,,,,,29318.59625534873,,,model,,,gdhi_total_mn_gbp,2048,Tees Valley,forecast,22572.30286332922,38054.15600429991,Ensemble(3),"{'history_years': 27, 'method': 'Ensemble(3)', 'system_metrics': ['gdhi_total_mn_gbp'], 'aic': None, 'component_methods': ['ARIMA(1, 1, 1)', 'ETS(mul,False)', 'Linear'], 'weights': [0.3160673905835593, 0.053740971693777506, 0.6301916377226633]}",E12000001
TLC3,,,,,30201.872709853633,,,model,,,gdhi_total_mn_gbp,2049,Tees Valley,forecast,23132.39217309605,39403.864452905545,Ensemble(3),"{'history_years': 27, 'method': 'Ensemble(3)', 'system_metrics': ['gdhi_total_mn_gbp'], 'aic': None, 'component_methods': ['ARIMA(1, 1, 1)', 'ETS(mul,False)', 'Linear'], 'weights': [0.3160673905835593, 0.053740971693777506, 0.6301916377226633]}",E12000001
TLC3,,,,,31107.569475528802,,,model,,,gdhi_total_mn_gbp,2050,Tees Valley,forecast,23705.522068919512,40791.92988536977,Ensemble(3),"{'history_years': 27, 'method': 'Ensemble(3)', 'system_metrics': ['gdhi_total_mn_gbp'], 'aic': None, 'component_methods': ['ARIMA(1, 1, 1)', 'ETS(mul,False)', 'Linear'], 'weights': [0.3160673905835593, 0.053740971693777506, 0.6301916377226633]}",E12000001
TLC3,,,,,17096.17760739268,,,model,,,nominal_gva_mn_gbp,2024,Tees Valley,forecast,15818.988439922696,18448.082694841803,Ensemble(3),"{'history_years': 26, 'method': 'Ensemble(3)', 'system_metrics': ['nominal_gva_mn_gbp'], 'aic': None, 'component_methods': ['ARIMA(1, 1, 0)', 'ETS(add,False)', 'Linear'], 'weights': [0.4945911122758928, 0.10086007245999215, 0.4045488152641149]}",E12000001
TLC3,,,,,17531.24904538552,,,model,,,nominal_gva_mn_gbp,2025,Tees Valley,forecast,15713.15894792474,19529.634631732966,Ensemble(3),"{'history_years': 26, 'method': 'Ensemble(3)', 'system_metrics': ['nominal_gva_mn_gbp'], 'aic': None, 'component_methods': ['ARIMA(1, 1, 0)', 'ETS(add,False)', 'Linear'], 'weights': [0.4945911122758928, 0.10086007245999215, 0.4045488152641149]}",E12000001
TLC3,,,,,17953.767124210015,,,model,,,nominal_gva_mn_gbp,2026,Tees Valley,forecast,15703.441244301446,20495.01521267625,Ensemble(3),"{'history_years': 26, 'method': 'Ensemble(3)', 'system_metrics': ['nominal_gva_mn_gbp'], 'aic': None, 'component_methods': ['ARIMA(1, 1, 0)', 'ETS(add,False)', 'Linear'], 'weights': [0.4945911122758928, 0.10086007245999215, 0.4045488152641149]}",E12000001
TLC3,,,,,18425.458623577215,,,model,,,nominal_gva_mn_gbp,2027,Tees Valley,forecast,15787.44062784236,21471.223189304117,Ensemble(3),"{'history_years': 26, 'method': 'Ensemble(3)', 'system_metrics': ['nominal_gva_mn_gbp'], 'aic': None, 'component_methods': ['ARIMA(1, 1, 0)', 'ETS(add,False)', 'Linear'], 'weights': [0.4945911122758928, 0.10086007245999215, 0.4045488152641149]}",E12000001
TLC3,,,,,18945.162362847466,,,model,,,nominal_gva_mn_gbp,2028,Tees Valley,forecast,15940.807874030264,22481.13529101746,Ensemble(3),"{'history_years': 26, 'method': 'Ensemble(3)', 'system_metrics': ['nominal_gva_mn_gbp'], 'aic': None, 'component_methods': ['ARIMA(1, 1, 0)', 'ETS(add,False)', 'Linear'], 'weights': [0.4945911122758928, 0.10086007245999215, 0.4045488152641149]}",E12000001
TLC3,,,,,19512.026286587214,,,model,,,nominal_gva_mn_gbp,2029,Tees Valley,forecast,16150.61308050997,23536.811835380642,Ensemble(3),"{'history_years': 26, 'method': 'Ensemble(3)', 'system_metrics': ['nominal_gva_mn_gbp'], 'aic': None, 'component_methods': ['ARIMA(1, 1, 0)', 'ETS(add,False)', 'Linear'], 'weights': [0.4945911122758928, 0.10086007245999215, 0.4045488152641149]}",E12000001
TLC3,,,,,20125.47573569908,,,model,,,nominal_gva_mn_gbp,2030,Tees Valley,forecast,16408.93350842544,24645.85328141843,Ensemble(3),"{'history_years': 26, 'method': 'Ensemble(3)', 'system_metrics': ['nominal_gva_mn_gbp'], 'aic': None, 'component_methods': ['ARIMA(1, 1, 0)', 'ETS(add,False)', 'Linear'], 'weights': [0.4945911122758928, 0.10086007245999215, 0.4045488152641149]}",E12000001
TLC3,,,,,20785.186072147077,,,model,,,nominal_gva_mn_gbp,2031,Tees Valley,forecast,16710.492650927103,25813.71335721152,Ensemble(3),"{'history_years': 26, 'method': 'Ensemble(3)', 'system_metrics': ['nominal_gva_mn_gbp'], 'aic': None, 'component_methods': ['ARIMA(1, 1, 0)', 'ETS(add,False)', 'Linear'], 'weights': [0.4945911122758928, 0.10086007245999215, 0.4045488152641149]}",E12000001
TLC3,,,,,21491.05930504261,,,model,,,nominal_gva_mn_gbp,2032,Tees Valley,forecast,17051.59395334158,27044.72479218342,Ensemble(3),"{'history_years': 26, 'method': 'Ensemble(3)', 'system_metrics': ['nominal_gva_mn_gbp'], 'aic': None, 'component_methods': ['ARIMA(1, 1, 0)', 'ETS(add,False)', 'Linear'], 'weights': [0.4945911122758928, 0.10086007245999215, 0.4045488152641149]}",E12000001
TLC3,,,,,22243.204291103168,,,model,,,nominal_gva_mn_gbp,2033,Tees Valley,forecast,17429.56970417002,28342.61641987907,Ensemble(3),"{'history_years': 26, 'method': 'Ensemble(3)', 'system_metrics': ['nominal_gva_mn_gbp'], 'aic': None, 'component_methods': ['ARIMA(1, 1, 0)', 'ETS(add,False)', 'Linear'], 'weights': [0.4945911122758928, 0.10086007245999215, 0.4045488152641149]}",E12000001
TLC3,,,,,22403.273901872428,,,model,,,nominal_gva_mn_gbp,2034,Tees Valley,forecast,17347.93273121325,28887.313273125746,Ensemble(3),"{'history_years': 26, 'method': 'Ensemble(3)', 'system_metrics': ['nominal_gva_mn_gbp'], 'aic': None, 'component_methods': ['ARIMA(1, 1, 0)', 'ETS(add,False)', 'Linear'], 'weights': [0.4945911122758928, 0.10086007245999215, 0.4045488152641149]}",E12000001
TLC3,,,,,23152.446257411404,,,model,,,nominal_gva_mn_gbp,2035,Tees Valley,forecast,17725.946142082896,30193.693879804934,Ensemble(3),"{'history_years': 26, 'method': 'Ensemble(3)', 'system_metrics': ['nominal_gva_mn_gbp'], 'aic': None, 'component_methods': ['ARIMA(1, 1, 0)', 'ETS(add,False)', 'Linear'], 'weights': [0.4945911122758928, 0.10086007245999215, 0.4045488152641149]}",E12000001
TLC3,,,,,23942.83264473109,,,model,,,nominal_gva_mn_gbp,2036,Tees Valley,forecast,18132.830205342187,31565.84128076168,Ensemble(3),"{'history_years': 26, 'method': 'Ensemble(3)', 'system_metrics': ['nominal_gva_mn_gbp'], 'aic': None, 'component_methods': ['ARIMA(1, 1, 0)', 'ETS(add,False)', 'Linear'], 'weights': [0.4945911122758928, 0.10086007245999215, 0.4045488152641149]}",E12000001
