region_code,metric,year,value,ci_lower,ci_upper,ci_width
E12000005,emp_total_jobs,2031,2851179.9953600154,2839638.8729394283,2862721.1177806035,23082.244841175154
E12000005,emp_total_jobs,2032,2858150.1102143843,2845781.9694262356,2870518.2510025296,24736.281576293986
E12000005,emp_total_jobs,2033,2864315.243547943,2851168.5523631545,2877461.934732727,26293.382369572297
E12000005,emp_total_jobs,2034,2873988.848414519,2860084.2173155183,2887893.479513522,27809.262198003475
E12000005,emp_total_jobs,2035,2888767.555079179,2874109.2642940185,2903425.84586434,29316.581570321694
E12000005,emp_total_jobs,2036,2906774.2400286323,2891368.7215823485,2922179.758474919,30811.036892570555
E12000005,emp_total_jobs,2037,2924258.6032931544,2908127.582724769,2940389.623861536,32262.041136766784
E12000005,emp_total_jobs,2038,2938279.2921208465,2921459.079367743,2955099.5048739538,33640.425506210886
E12000005,emp_total_jobs,2039,2948591.7238091826,2931120.043913374,2966063.4037049892,34943.35979161505
E12000005,emp_total_jobs,2040,2957525.4655957287,2939426.119836487,2975624.8113549715,36198.691518484615
E12000005,emp_total_jobs,2041,2968231.784055397,2949507.8689038097,2986955.699206981,37447.830303171184
E12000005,emp_total_jobs,2042,2982513.8248966434,2963154.37063438,3001873.2791589084,38718.90852452861
E12000005,emp_total_jobs,2043,2999819.7274812153,2979814.368457263,3019825.086505166,40010.71804790292
E12000005,emp_total_jobs,2044,3017833.9407441313,2997185.620418947,3038482.2610693146,41296.640650367364
E12000005,emp_total_jobs,2045,3034130.5909157335,3012858.1018527043,3055403.079978766,42544.978126061615
E12000005,emp_total_jobs,2046,3047730.8871995267,3025860.2040232313,3069601.5703758216,43741.36635259027
E12000005,emp_total_jobs,2047,3059566.501201637,3037117.4387685084,3082015.5636347667,44898.12486625835
E12000005,emp_total_jobs,2048,3071660.2004375006,3048637.663206771,3094682.73766823,46045.07446145918
E12000005,emp_total_jobs,2049,3085700.863043703,3062096.177522187,3109305.5485652215,47209.37104303436
E12000005,emp_total_jobs,2050,3101998.20053994,3077798.911434548,3126197.489645331,48398.57821078319
E12000005,employment_rate_pct,2026,74.28619047619046,70.94441069308267,77.62797025929824,6.683559566215564
E12000005,employment_rate_pct,2027,74.55463203463202,69.82864174289678,79.28062232636726,9.451980583470487
E12000005,employment_rate_pct,2028,74.82307359307357,69.0349412210244,80.61120596512275,11.576264744098353
E12000005,employment_rate_pct,2029,75.09151515151514,68.40795558529958,81.7750747177307,13.367119132431128
E12000005,employment_rate_pct,2030,75.35995670995669,67.88750994909319,82.8324034708202,14.94489352172701
E12000005,employment_rate_pct,2031,75.62839826839826,67.44274296703556,83.81405356976096,16.3713106027254
E12000005,employment_rate_pct,2032,75.89683982683981,67.05532158439325,84.73835806928636,17.68303648489311
E12000005,employment_rate_pct,2033,76.16528138528136,66.71330080181087,85.61726196875185,18.903961166940974
E12000005,employment_rate_pct,2034,76.43372294372293,66.4083835943996,86.45906229304626,20.050678698646664
E12000005,employment_rate_pct,2035,76.70216450216448,66.13452894884041,87.26980005548855,21.135271106648133
E12000005,employment_rate_pct,2036,76.97060606060604,65.88717638804229,88.0540357331698,22.166859345127506
E12000005,employment_rate_pct,2037,77.2390476190476,65.66278287494924,88.81531236314595,23.152529488196706
E12000005,employment_rate_pct,2038,77.50748917748916,65.45853081818514,89.55644753679319,24.097916718608047
E12000005,employment_rate_pct,2039,77.77593073593071,65.27213572549367,90.27972574636776,25.00759002087409
E12000005,employment_rate_pct,2040,78.04437229437227,65.1017148477032,90.98702974104133,25.88531489333812
E12000005,employment_rate_pct,2041,78.31281385281383,64.94569472038272,91.67993298524495,26.734238264862228
E12000005,employment_rate_pct,2042,78.58125541125538,64.80274438794834,92.35976643456243,27.557022046614094
E12000005,employment_rate_pct,2043,78.84969696969695,64.67172609449122,93.02766784490268,28.35594175041146
E12000005,employment_rate_pct,2044,79.1181385281385,64.55165816200441,93.68461889427259,29.132960732268174
E12000005,employment_rate_pct,2045,79.38658008658007,64.44168656485307,94.33147360830706,29.889787043453993
E12000005,employment_rate_pct,2046,79.65502164502162,64.34106283305711,94.96898045698613,30.627917623929022
E12000005,employment_rate_pct,2047,79.92346320346317,64.24912664291512,95.59779976401123,31.348673121096112
E12000005,employment_rate_pct,2048,80.19190476190474,64.1652919341073,96.21851758970217,32.05322565559487
E12000005,employment_rate_pct,2049,80.46034632034629,64.08903571762089,96.83165692307169,32.7426212054508
E12000005,employment_rate_pct,2050,80.72878787878786,64.01988896324896,97.43768679432675,33.41779783107779
E12000005,gdhi_total_mn_gbp,2024,127854.08252002264,123618.61679536481,132234.66530204445,8616.04850667964
E12000005,gdhi_total_mn_gbp,2025,132411.1490300293,126250.64084968454,138872.26448479798,12621.623635113443
E12000005,gdhi_total_mn_gbp,2026,137124.11084752792,129351.85872022611,145363.36749821278,16011.508777986674
E12000005,gdhi_total_mn_gbp,2027,141998.05460406916,132745.85039930767,151895.12478685638,19149.274387548707
E12000005,gdhi_total_mn_gbp,2028,147038.223897704,136368.78249586196,158542.43831536293,22173.65581950097
E12000005,gdhi_total_mn_gbp,2029,152250.02382216047,140190.8180883761,165346.56170731343,25155.743618937326
E12000005,gdhi_total_mn_gbp,2030,157639.02561639427,144196.4254233168,172334.8018117231,28138.376388406294
E12000005,gdhi_total_mn_gbp,2031,163210.97143739957,148377.2862357762,179527.6209271769,31150.334691400698
E12000005,gdhi_total_mn_gbp,2032,168971.7792592374,152729.17873754472,186941.76464535508,34212.58590781037
E12000005,gdhi_total_mn_gbp,2033,174927.547901308,157250.41800063316,194591.8325930377,37341.41459240453
E12000005,gdhi_total_mn_gbp,2034,181084.5621889301,161941.00045769138,202491.1453583592,40550.14490066783
E12000005,gdhi_total_mn_gbp,2035,187449.298249398,166802.10125607974,210652.258872015,43850.157615935255
E12000005,gdhi_total_mn_gbp,2036,194028.4289467107,171835.76281279678,219087.28790375614,47251.52509095936
E12000005,gdhi_total_mn_gbp,2037,200828.82945827028,177044.69356377667,227808.11968843435,50763.42612465768
E12000005,gdhi_total_mn_gbp,2038,207857.58299689836,182432.13347991265,236826.56111714945,54394.427637236804
E12000005,gdhi_total_mn_gbp,2039,215121.98668158674,188001.7617530987,246154.44409828793,58152.68234518924
E12000005,gdhi_total_mn_gbp,2040,222629.5575604906,193757.6320699059,255803.70367912835,62046.07160922245
E12000005,gdhi_total_mn_gbp,2041,230388.03878972595,199704.12648704287,265786.4379223035,66082.31143526064
E12000005,gdhi_total_mn_gbp,2042,238405.40597161505,205845.9221850078,276114.95526934543,70269.03308433763
E12000005,gdhi_total_mn_gbp,2043,246689.87365611,212187.96734805766,286801.81315203395,74613.84580397629
E12000005,gdhi_total_mn_gbp,2044,255249.90200918246,218735.46364849538,297859.85038254404,79124.38673404866
E12000005,gdhi_total_mn_gbp,2045,264094.2036520715,225493.85360200924,309302.2150649002,83808.36146289099
E12000005,gdhi_total_mn_gbp,2046,273231.75067534606,232468.8115791371,321142.3892520747,88673.5776729376
E12000005,gdhi_total_mn_gbp,2047,282671.78183181694,239666.23760612906,333394.2112250647,93727.97361893565
E12000005,gdhi_total_mn_gbp,2048,292423.8099124453,247092.25332710025,346071.8960319235,98979.64270482323
E12000005,gdhi_total_mn_gbp,2049,302497.6293094526,254753.1996656966,359190.0547585565,104436.85509285989
E12000005,gdhi_total_mn_gbp,2050,312903.32377093233,262655.6358424512,372763.71288535895,110108.07704290777
E12000005,nominal_gva_mn_gbp,2024,178110.27065788457,167316.3151917456,189600.568704073,22284.253512327385
E12000005,nominal_gva_mn_gbp,2025,183597.9990403857,168062.6066011719,200569.45404652806,32506.847445356165
E12000005,nominal_gva_mn_gbp,2026,188151.43126088148,168842.27018221538,209668.82906344085,40826.55888122547
E12000005,nominal_gva_mn_gbp,2027,192310.1328207044,169707.41711126638,217923.22230247266,48215.80519120628
E12000005,nominal_gva_mn_gbp,2028,196229.71945867076,170629.46717196202,225670.88461937124,55041.417447409214
E12000005,nominal_gva_mn_gbp,2029,200030.20388837942,171628.8469961733,233131.4529457788,61502.605949605495
E12000005,nominal_gva_mn_gbp,2030,203800.3765424264,172731.3056800265,240457.82155884884,67726.51587882233
E12000005,nominal_gva_mn_gbp,2031,207603.61105995896,173956.71828701656,247758.5214847749,73801.80319775833
E12000005,nominal_gva_mn_gbp,2032,211483.62605284675,175317.28317442464,255110.75279419386,79793.46961976922
E12000005,nominal_gva_mn_gbp,2033,215469.52272958163,176818.57489902433,262569.21961862204,85750.64471959771
E12000005,nominal_gva_mn_gbp,2034,219579.87792689743,178461.25685257468,270172.4936870833,91711.23683450863
E12000005,nominal_gva_mn_gbp,2035,223825.91139490315,180242.69594258137,277947.67687961354,97704.98093703217
E12000005,nominal_gva_mn_gbp,2036,228213.8513133753,182158.2560915559,285913.8149912144,103755.55889965853
E12000005,nominal_gva_mn_gbp,2037,232746.6527367492,184202.2501961145,294084.37900452747,109882.12880841296
E12000005,nominal_gva_mn_gbp,2038,237425.21739944993,186368.60034620448,302469.05193503585,116100.45158883138
E12000005,nominal_gva_mn_gbp,2039,242232.6763212274,188638.3718269687,311053.731589491,122415.3597625223
E12000005,nominal_gva_mn_gbp,2040,247183.00007937956,191017.65547493487,319862.7654408624,128845.10996592752
E12000005,nominal_gva_mn_gbp,2041,252278.3098570227,193503.74152103244,328904.9871803036,135401.24565927117
E12000005,nominal_gva_mn_gbp,2042,257519.01527348423,196093.0796666751,338186.5557935598,142093.47612688472
E12000005,nominal_gva_mn_gbp,2043,262904.63580869476,198781.85881505418,347712.04948843096,148930.19067337678
E12000005,nominal_gva_mn_gbp,2044,268434.3350145108,201566.36090424182,357485.2068144185,155918.84591017666
E12000005,nominal_gva_mn_gbp,2045,274107.25732881634,204443.1642349302,367509.4190676235,163066.2548326933
E12000005,nominal_gva_mn_gbp,2046,279922.73087448586,207409.2482695616,377788.04905744945,170378.80078788786
E12000005,nominal_gva_mn_gbp,2047,285880.38064650993,210462.03542770838,388324.6300098909,177862.5945821825
E12000005,nominal_gva_mn_gbp,2048,291980.18295116245,213599.39391578012,399122.98285737826,185523.58894159814
E12000005,nominal_gva_mn_gbp,2049,298222.4823601738,216819.61765964728,410187.27892359125,193367.66126394397
E12000005,nominal_gva_mn_gbp,2050,304607.98567489133,220121.39391654317,421522.0669195549,201400.67300301173
E12000005,population_16_64,2025,3811502.1733893654,3780034.809945291,3842969.5368334395,62934.72688814858
E12000005,population_16_64,2026,3796712.1093787723,3752383.2200852307,3841040.998672314,88657.77858708333
E12000005,population_16_64,2027,3804837.6293485113,3750429.8575995625,3859245.40109746,108815.54349789768
E12000005,population_16_64,2028,3811556.7329551107,3748621.1051908205,3874492.3607194005,125871.25552857993
E12000005,population_16_64,2029,3818471.5314767812,3747979.7082115645,3888963.354741998,140983.64653043356
E12000005,population_16_64,2030,3826647.1566531993,3749261.899738665,3904032.4135677335,154770.51382906828
E12000005,population_16_64,2031,3835400.4409625414,3751623.6119117895,3919177.2700132933,167553.65810150374
E12000005,population_16_64,2032,3844098.470527231,3754334.1636088667,3933862.7774455957,179528.61383672897
E12000005,population_16_64,2033,3852743.8900760585,3757320.3378406265,3948167.44231149,190847.10447086347
E12000005,population_16_64,2034,3861339.23145927,3760529.5733242924,3962148.8895942485,201619.31626995606
E12000005,population_16_64,2035,3869886.9183834917,3763922.8066872717,3975851.030079711,211928.22339243954
E12000005,population_16_64,2036,3878389.270946949,3767470.2048719088,3989308.337021989,221838.13215008005
E12000005,population_16_64,2037,3886848.5099835848,3771148.4790848345,4002548.5408823355,231400.06179750105
E12000005,population_16_64,2038,3895266.7612242075,3774939.1189017273,4015594.403546688,240655.2846449609
E12000005,population_16_64,2039,3903646.059282523,3778827.1889777053,4028464.929587341,249637.7406096356
E12000005,population_16_64,2040,3911988.351473507,3782800.4841762036,4041176.2187708104,258375.7345946068
E12000005,population_16_64,2041,3920295.50147128,3786848.921071673,4053742.0818708874,266893.1607992146
E12000005,population_16_64,2042,3928569.29281333,3790964.0900119855,4066174.4956146744,275210.4056026889
E12000005,population_16_64,2043,3936811.4322576094,3795138.919062331,4078483.9454528876,283345.0263905567
E12000005,population_16_64,2044,3945023.552998773,3799367.4176667617,4090679.688330784,291312.2706640223
E12000005,population_16_64,2045,3953207.2177495435,3803644.478234931,4102769.9572641565,299125.47902922565
E12000005,population_16_64,2046,3961363.921692928,3807965.720557419,4114762.1228284375,306796.40227101836
E12000005,population_16_64,2047,3969495.0953107662,3812327.368383062,4126662.8222384704,314335.45385540836
E12000005,population_16_64,2048,3977602.1070938343,3816726.1504872376,4138478.063700431,321751.9132131934
E12000005,population_16_64,2049,3985686.2661385536,3821159.2206258,4150213.311651307,329054.0910255071
E12000005,population_16_64,2050,3993748.824635069,3825624.0922191935,4161873.557050944,336249.4648317504
E12000005,population_total,2025,6189175.916463764,6186319.726710085,6192032.106217451,5712.379507366568
