region,region_code,metric,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
East,E12000006,emp_total_jobs,,,,,,,,,,,,,,,,,,,2423000.0,2400000.0,2405000.0,2419000.0,2447000.0,2557000.0,2611000.0,2701000.0,2763000.0,2764000.0,2784000.0,2780000.0,2829000.0,2821000.0,2891000.0,2908000.0,2975601.486711055,3012179.671481021,3041648.1584493383,3072308.303187413,3103477.6318221595,3131042.3867175,3152022.887854966,3167557.6299734097,3182255.669359872,3200914.6710264473,3225346.5142956073,3253492.7898922237,3281172.6726356787,3305073.695471115,3324891.511908174,3343228.7554023573,3363645.1684915004,3388204.3343244637,3416308.242672894,3445339.270607424,3472527.459145363,3496735.6365465783,3519012.780891402,3541676.430321685,3566681.231001861,3594403.096243512
East,E12000006,employment_rate_pct,,,,,,,,,,,,,,,76.5,75.6,75.2,75.6,74.8,73.4,73.4,74.0,74.9,75.7,76.3,77.1,77.0,78.1,78.3,78.1,76.9,77.9,78.2,76.2,78.7,78.29666666666668,78.47991341991344,78.6631601731602,78.84640692640696,79.0296536796537,79.21290043290045,79.39614718614722,79.57939393939397,79.76264069264072,79.94588744588748,80.12913419913423,80.31238095238099,80.49562770562774,80.67887445887449,80.86212121212125,81.045367965368,81.22861471861476,81.41186147186151,81.59510822510826,81.77835497835503,81.96160173160177,82.14484848484854,82.32809523809529,82.51134199134204,82.6945887445888
East,E12000006,gdhi_per_head_gbp,,,,,,,11176.606732695738,11359.330189954864,11835.237781270727,12451.653217575415,13020.767369810637,13351.15453533058,13614.614411959505,14042.875683642831,14556.97975279824,14998.308197599408,15629.378349370438,16128.360646812096,16548.822843542723,16666.957673026853,16789.2686484903,17375.886686096936,17990.10080921042,18558.737737494223,19607.1315235436,19911.138512940393,20485.90457230466,21255.836123877794,21827.75285775941,21741.314255766185,22491.339728789742,23705.537210955896,25635.042890485533,25628.25882448979,26592.455154567684,27379.72592854893,28240.967761634613,29125.2280735745,30096.786715932732,31065.409038715803,32066.60071985263,33096.02005448771,34169.207384652,35253.138624991145,36429.670803071465,37577.21378674926,38806.00047548015,40121.17711630368,41405.809874131504,42804.97092474615,44154.03246791426,45629.68793521918,47049.54565078168,48592.852485927986,50200.47119651582,51839.56459688872,53504.4220920972,55202.882669579434,57021.972672300944,58863.68709829347
East,E12000006,gdhi_total_mn_gbp,,,,,,,58850.0,60202.0,63177.0,66930.0,70299.0,72509.0,74492.0,77331.0,80884.0,84018.0,88265.0,92004.0,95129.0,96756.0,98404.0,102794.0,107406.0,112034.0,119492.0,122572.0,126960.0,132526.0,136939.0,136868.0,142751.0,151771.0,166455.0,168525.11046644443,175358.05592689212,182459.35688054652,189839.1834555498,197508.07593956782,205476.95764291196,213757.14818548143,222360.37722064598,231298.79860960366,240585.0050601322,250232.0432440276,260253.42940798315,270663.16549304157,281475.7557782232,292706.22406436084,304370.1314146273,316483.59446874337,329063.3043483058,342126.5461711796,355691.2191934379,369775.8575978111,384399.6519481949,399582.471330286,415344.8861989798,431708.1919537999,448694.433264158,466326.4291669043
East,E12000006,nominal_gva_mn_gbp,,,,,,,,77552.0,80595.0,84942.0,89423.0,92845.0,98776.0,101960.0,107535.0,112826.0,117070.0,121766.0,118559.0,119996.0,120744.0,124608.0,130010.0,137035.0,141969.0,148110.0,158305.0,161802.0,168571.0,159982.0,173622.0,187608.0,205310.0,210016.39772438156,216764.19938775143,222424.441934155,227631.58478886553,232568.2944941244,237375.92693086344,242159.46529435468,246994.19207742135,251932.3610944156,257009.0577176153,262246.9765368778,267660.1290790046,273256.620284776,279040.670741232,285014.0559999959,291157.19898045616,297487.53634210845,304008.31324603467,310720.7245136512,317624.8938527101,324720.51321509894,332007.247996083,339484.98282411037,347153.9604197228,355014.85008430615,363068.77107003523,371317.28809393145
East,E12000006,population_16_64,3277951.0,3284204.0,3281436.0,3286101.0,3299920.0,3318190.0,3341711.0,3364857.0,3384053.0,3409463.0,3428690.0,3450579.0,3479466.0,3504116.0,3548702.0,3586629.0,3620187.0,3649304.0,3665808.0,3694277.0,3719075.0,3719105.0,3734063.0,3761865.0,3787652.0,3818435.0,3834843.0,3848116.0,3861902.0,3876488.0,3912332.0,3929454.0,3981458.0,4028657.0,4046653.3476059004,4072186.1805976923,4088436.317082038,4103145.3522763625,4118033.176578314,4134252.0547782504,4151070.213651876,4167805.0433520013,4184459.3735309956,4201035.93152721,4217537.346083493,4233966.150933079,4250324.788257421,4266615.612020318,4282840.8911826145,4299002.812801552,4315103.485018789,4331144.939940927,4347129.136416281,4363057.962711506,4378933.239091568,4394756.720306454,4410530.097987887,4426255.002959185,4441933.00746136,4457565.62729839
East,E12000006,population_total,5121052.0,5142589.0,5154369.0,5177915.0,5205700.0,5232760.0,5266915.0,5302028.0,5338722.0,5374972.0,5400463.0,5432688.0,5474133.0,5508564.0,5562653.0,5606294.0,5653534.0,5708350.0,5751443.0,5807402.0,5862418.0,5915033.0,5970484.0,6039521.0,6098262.0,6161075.0,6202843.0,6237376.0,6274179.0,6297779.0,6349646.0,6402514.0,6493348.0,6576306.0,6592403.599232793,6662669.832273266,6721198.415107253,6779152.61637766,6833502.76381851,6885689.665531016,6937802.88661019,6989845.453622842,7041820.405411786,7093730.7904704185,7145579.664443065,7197370.087747893,7249105.123317301,7300787.834452629,7352421.282788692,7404008.52636474,7455552.617797822,7507056.602554666,7558523.517319138,7609956.388450849,7661358.230532317,7712732.045000773,7764080.81886147,7815407.523479365,7866715.113446164,7918006.525519516
East,E12000006,unemployment_rate_pct,,,,,,,,,,,,,,,3.8,4.4,4.3,4.2,5.8,6.6,6.7,6.7,6.5,5.4,4.6,3.7,3.9,3.6,3.2,3.5,4.3,3.0,3.5,3.5,3.5,3.358095238095238,3.253419913419913,3.1487445887445884,3.0440692640692637,2.939393939393939,2.8347186147186143,2.73004329004329,2.6253679653679654,2.5206926406926407,2.416017316017316,2.3113419913419913,2.2066666666666666,2.101991341991342,1.9973160173160172,1.8926406926406925,1.7879653679653678,1.683290043290043,1.5786147186147188,1.4739393939393937,1.3692640692640694,1.2645887445887443,1.15991341991342,1.0552380952380958,0.9505627705627706,0.8458874458874464
East Midlands,E12000004,emp_total_jobs,,,,,,,,,,,,,,,,,,,1907000.0,1906000.0,1902000.0,1903000.0,1907000.0,1947000.0,1995000.0,2062000.0,2062000.0,2070000.0,2089000.0,2049000.0,2109000.0,2167000.0,2137000.0,2177000.0,2192038.4883947633,2205893.6360887024,2218335.397947095,2231503.4730503946,2244894.4750286336,2255541.3717870982,2261339.4116708655,2263161.016074052,2264334.253584443,2268266.6293391883,2276202.653466262,2286645.9855023026,2296638.8618700113,2303877.111497695,2308182.695111273,2311390.55352308,2315964.804628945,2323303.3152237497,2332963.2963089044,2343135.429115792,2351936.6734313997,2358616.1832090137,2363904.120144986,2369367.536148221,2376306.1270888885,2384950.7222709367
East Midlands,E12000004,employment_rate_pct,,,,,,,,,,,,,,,73.8,74.4,74.3,73.7,72.9,71.5,70.9,71.0,71.1,72.9,73.7,74.5,73.9,74.5,76.0,76.6,74.1,75.1,75.1,75.7,74.7,75.36714285714287,75.507012987013,75.64688311688313,75.78675324675325,75.92662337662338,76.06649350649352,76.20636363636365,76.34623376623378,76.4861038961039,76.62597402597403,76.76584415584416,76.9057142857143,77.04558441558443,77.18545454545455,77.32532467532468,77.46519480519481,77.60506493506495,77.74493506493508,77.88480519480521,78.02467532467533,78.16454545454546,78.3044155844156,78.44428571428573,78.58415584415586,78.72402597402598
