region,region_code,metric,year,value,source,method,ci_lower,ci_upper
Wales,W92000004,total_population,2012,3070928.0,historical,observed,,
Wales,W92000004,total_population,2013,3071058.0,historical,observed,,
Wales,W92000004,total_population,2014,3073788.0,historical,observed,,
Wales,W92000004,total_population,2015,3072739.0,historical,observed,,
Wales,W92000004,total_population,2016,3077165.0,historical,observed,,
Wales,W92000004,total_population,2017,3081366.0,historical,observed,,
Wales,W92000004,total_population,2018,3083840.0,historical,observed,,
Wales,W92000004,total_population,2019,3087732.0,historical,observed,,
Wales,W92000004,total_population,2020,3104483.0,historical,observed,,
Wales,W92000004,total_population,2021,3105633.0,historical,observed,,
Wales,W92000004,total_population,2022,3134196.0,historical,observed,,
Wales,W92000004,total_population,2023,3167331.0,historical,observed,,
Wales,W92000004,total_population,2024,3186581.0,historical,observed,,
Wales,W92000004,total_population,2025,3194404.2618732513,forecast,"arima(1, 1, 1)",3179314.153058482,3209494.3706880207
Wales,W92000004,total_population,2026,3202227.447390139,forecast,"arima(1, 1, 1)",3180860.295015765,3223594.5997645133
Wales,W92000004,total_population,2027,3210050.5565514094,forecast,"arima(1, 1, 1)",3183848.811546308,3236252.301556511
Wales,W92000004,total_population,2028,3217873.589357807,forecast,"arima(1, 1, 1)",3187581.014394998,3248166.1643206156
Wales,W92000004,total_population,2029,3225696.545810077,forecast,"arima(1, 1, 1)",3191786.6481111343,3259606.4435090194
Wales,W92000004,total_population,2030,3233519.425908965,forecast,"arima(1, 1, 1)",3196327.2946819644,3270711.5571359657
Wales,W92000004,working_age_population,1992,1787493.0,historical,observed,,
Wales,W92000004,working_age_population,1993,1785823.0,historical,observed,,
Wales,W92000004,working_age_population,1994,1784855.0,historical,observed,,
Wales,W92000004,working_age_population,1995,1785189.0,historical,observed,,
Wales,W92000004,working_age_population,1996,1789854.0,historical,observed,,
Wales,W92000004,working_age_population,1997,1794141.0,historical,observed,,
Wales,W92000004,working_age_population,1998,1799111.0,historical,observed,,
Wales,W92000004,working_age_population,1999,1803736.0,historical,observed,,
Wales,W92000004,working_age_population,2000,1811919.0,historical,observed,,
Wales,W92000004,working_age_population,2001,1817359.0,historical,observed,,
Wales,W92000004,working_age_population,2002,1832035.0,historical,observed,,
Wales,W92000004,working_age_population,2003,1847827.0,historical,observed,,
Wales,W92000004,working_age_population,2004,1867955.0,historical,observed,,
Wales,W92000004,working_age_population,2005,1881441.0,historical,observed,,
Wales,W92000004,working_age_population,2006,1897093.0,historical,observed,,
Wales,W92000004,working_age_population,2007,1915370.0,historical,observed,,
Wales,W92000004,working_age_population,2008,1928555.0,historical,observed,,
Wales,W92000004,working_age_population,2009,1934310.0,historical,observed,,
Wales,W92000004,working_age_population,2010,1937725.0,historical,observed,,
Wales,W92000004,working_age_population,2011,1941524.0,historical,observed,,
Wales,W92000004,working_age_population,2012,1929971.0,historical,observed,,
Wales,W92000004,working_age_population,2013,1918531.0,historical,observed,,
Wales,W92000004,working_age_population,2014,1909481.0,historical,observed,,
Wales,W92000004,working_age_population,2015,1900284.0,historical,observed,,
Wales,W92000004,working_age_population,2016,1895193.0,historical,observed,,
Wales,W92000004,working_age_population,2017,1891756.0,historical,observed,,
Wales,W92000004,working_age_population,2018,1887029.0,historical,observed,,
Wales,W92000004,working_age_population,2019,1883726.0,historical,observed,,
Wales,W92000004,working_age_population,2020,1893071.0,historical,observed,,
Wales,W92000004,working_age_population,2021,1892963.0,historical,observed,,
Wales,W92000004,working_age_population,2022,1911473.0,historical,observed,,
Wales,W92000004,working_age_population,2023,1935045.0,historical,observed,,
Wales,W92000004,working_age_population,2024,1947716.0,historical,observed,,
Wales,W92000004,working_age_population,2025,1952330.5064205693,forecast,"arima(1, 1, 1)",1933616.521414928,1971044.4914262106
Wales,W92000004,working_age_population,2026,1956926.671412009,forecast,"arima(1, 1, 1)",1930425.0113290418,1983428.3314949763
Wales,W92000004,working_age_population,2027,1961504.5678765955,forecast,"arima(1, 1, 1)",1929002.7532733658,1994006.3824798253
Wales,W92000004,working_age_population,2028,1966064.2684268383,forecast,"arima(1, 1, 1)",1928483.730364474,2003644.8064892027
Wales,W92000004,working_age_population,2029,1970605.8453866313,forecast,"arima(1, 1, 1)",1928533.0706046657,2012678.620168597
Wales,W92000004,working_age_population,2030,1975129.3707924006,forecast,"arima(1, 1, 1)",1928979.329592239,2021279.411992562
