region_code,region_name,metric_id,period,value,data_type,ci_lower,ci_upper,unit
TLD7,Merseyside,nominal_gva_mn_gbp,2032,65324.47319395857,forecast,60347.30823915172,70301.63814876524,
TLD7,Merseyside,nominal_gva_mn_gbp,2033,68604.38951906121,forecast,63338.24244516411,73870.53659295815,
TLD7,Merseyside,nominal_gva_mn_gbp,2034,70031.32250378188,forecast,64630.89283087179,75431.75217669179,
TLD7,Merseyside,nominal_gva_mn_gbp,2035,73268.81439975696,forecast,67605.01144210332,78932.61735741042,
TLD7,Merseyside,nominal_gva_mn_gbp,2036,76625.18472138509,forecast,70697.45351718618,82552.91592558385,
TLD7,Merseyside,nominal_gva_mn_gbp,2037,79904.6673829006,forecast,73726.58938267862,86082.74538312243,
TLD7,Merseyside,nominal_gva_mn_gbp,2038,83183.50250909661,forecast,76761.93526716682,89605.06975102623,
TLD7,Merseyside,nominal_gva_mn_gbp,2039,86529.05879761542,forecast,79864.9742569707,93193.14333825998,
TLD7,Merseyside,nominal_gva_mn_gbp,2040,89933.72401832587,forecast,83028.13288429132,96839.31515236029,
TLD7,Merseyside,nominal_gva_mn_gbp,2041,93393.33753045446,forecast,86247.11614416432,100539.5589167444,
TLD7,Merseyside,nominal_gva_mn_gbp,2042,96941.29992940108,forecast,89552.39869513942,104330.20116366255,
TLD7,Merseyside,nominal_gva_mn_gbp,2043,100724.15839734921,forecast,93079.11668130079,108369.20011339747,
TLD7,Merseyside,nominal_gva_mn_gbp,2044,104723.61928560674,forecast,96810.27064839035,112636.96792282297,
TLD7,Merseyside,nominal_gva_mn_gbp,2045,108928.65686909652,forecast,100735.60931546334,117121.70442272953,
TLD7,Merseyside,nominal_gva_mn_gbp,2046,113333.38674625507,forecast,104849.6601716516,121817.1133208584,
TLD7,Merseyside,nominal_gva_mn_gbp,2047,117935.62775337636,forecast,109150.39762549485,126720.85788125765,
TLD7,Merseyside,nominal_gva_mn_gbp,2048,122735.91236529796,forecast,113638.32630197024,131833.49842862543,
TLD7,Merseyside,nominal_gva_mn_gbp,2049,127736.79708350872,forecast,118315.8419680825,137157.7521989348,
TLD7,Merseyside,population_total,1991,1562817.0,historical,,,
TLD7,Merseyside,population_total,1992,1557186.0,historical,,,
TLD7,Merseyside,population_total,1993,1551011.0,historical,,,
TLD7,Merseyside,population_total,1994,1542281.0,historical,,,
TLD7,Merseyside,population_total,1995,1532859.0,historical,,,
TLD7,Merseyside,population_total,1996,1523622.0,historical,,,
TLD7,Merseyside,population_total,1997,1513757.0,historical,,,
TLD7,Merseyside,population_total,1998,1506770.0,historical,,,
TLD7,Merseyside,population_total,1999,1497774.0,historical,,,
TLD7,Merseyside,population_total,2000,1493165.0,historical,,,
TLD7,Merseyside,population_total,2001,1486369.0,historical,,,
TLD7,Merseyside,population_total,2002,1485289.0,historical,,,
TLD7,Merseyside,population_total,2003,1485214.0,historical,,,
TLD7,Merseyside,population_total,2004,1486988.0,historical,,,
TLD7,Merseyside,population_total,2005,1488817.0,historical,,,
TLD7,Merseyside,population_total,2006,1489519.0,historical,,,
TLD7,Merseyside,population_total,2007,1489535.0,historical,,,
TLD7,Merseyside,population_total,2008,1491749.0,historical,,,
TLD7,Merseyside,population_total,2009,1495425.0,historical,,,
TLD7,Merseyside,population_total,2010,1500704.0,historical,,,
TLD7,Merseyside,population_total,2011,1506492.0,historical,,,
TLD7,Merseyside,population_total,2012,1507352.0,historical,,,
TLD7,Merseyside,population_total,2013,1508304.0,historical,,,
TLD7,Merseyside,population_total,2014,1512487.0,historical,,,
TLD7,Merseyside,population_total,2015,1518273.0,historical,,,
TLD7,Merseyside,population_total,2016,1527115.0,historical,,,
TLD7,Merseyside,population_total,2017,1533538.0,historical,,,
TLD7,Merseyside,population_total,2018,1540983.0,historical,,,
TLD7,Merseyside,population_total,2019,1546117.0,historical,,,
TLD7,Merseyside,population_total,2020,1546236.0,historical,,,
TLD7,Merseyside,population_total,2021,1552288.0,historical,,,
TLD7,Merseyside,population_total,2022,1569291.0,historical,,,
TLD7,Merseyside,population_total,2023,1589504.0,historical,,,
TLD7,Merseyside,population_total,2024,1607084.0,historical,,,
TLD7,Merseyside,population_total,2025,1599931.5374155678,forecast,1593898.3120052721,1605964.7628258637,
TLD7,Merseyside,population_total,2026,1596372.8814606117,forecast,1587946.665553186,1604799.0973680378,
TLD7,Merseyside,population_total,2027,1592999.2669873447,forecast,1582803.0147394117,1603195.5192352775,
TLD7,Merseyside,population_total,2028,1586949.7119798968,forecast,1575333.1253982054,1598566.2985615884,
TLD7,Merseyside,population_total,2029,1579821.7814260633,forecast,1567012.240861432,1592631.3219906944,
TLD7,Merseyside,population_total,2030,1573211.9584899896,forecast,1559363.9606087147,1587059.9563712643,
TLD7,Merseyside,population_total,2031,1574426.8530154314,forecast,1559587.9189685576,1589265.7870623053,
TLD7,Merseyside,population_total,2032,1575542.0026948703,forecast,1559801.0237724471,1591282.9816172933,
TLD7,Merseyside,population_total,2033,1576572.6257042687,forecast,1560002.2867200014,1593142.964688536,
TLD7,Merseyside,population_total,2034,1577538.071768635,forecast,1560199.040610887,1594877.1029263828,
TLD7,Merseyside,population_total,2035,1578463.1184342052,forecast,1560406.7747021872,1596519.4621662237,
TLD7,Merseyside,population_total,2036,1579379.8999350464,forecast,1560650.1676622957,1598109.6322077971,
TLD7,Merseyside,population_total,2037,1580381.7847185982,forecast,1561015.7454442454,1599747.8239929513,
TLD7,Merseyside,population_total,2038,1582052.3693837863,forecast,1562074.9845516698,1602029.7542159029,
TLD7,Merseyside,population_total,2039,1584520.4149450704,forecast,1563950.4137479435,1605090.416142197,
TLD7,Merseyside,population_total,2040,1587375.3832416197,forecast,1566232.9610711527,1608517.805412087,
TLD7,Merseyside,population_total,2041,1590406.0327859926,forecast,1568711.2202587887,1612100.8453131965,
TLD7,Merseyside,population_total,2042,1593466.7099060097,forecast,1571239.1352125406,1615694.2845994788,
TLD7,Merseyside,population_total,2043,1596457.6888058747,forecast,1573716.4197191854,1619198.9578925637,
TLD7,Merseyside,population_total,2044,1599311.3686901988,forecast,1576074.8161260055,1622547.9212543918,
TLD7,Merseyside,population_total,2045,1601982.5978038104,forecast,1578268.464945229,1625696.7306623915,
TLD7,Merseyside,population_total,2046,1604441.8972370315,forecast,1580267.161177423,1628616.63329664,
TLD7,Merseyside,population_total,2047,1606670.7184362,forecast,1582051.6341974526,1631289.8026749475,
TLD7,Merseyside,population_total,2048,1608658.1252549917,forecast,1583610.2445626627,1633706.005947321,
TLD7,Merseyside,population_total,2049,1610398.4730513338,forecast,1584936.6722988517,1635860.273803816,
TLD7,Merseyside,population_total,2050,1611889.7852843401,forecast,1586028.2987156454,1637751.271853035,
TLD7,Merseyside,productivity_gbp_per_job,2025,66472.84508631956,forecast,59825.560577687604,73120.12959495152,GBP
TLD7,Merseyside,productivity_gbp_per_job,2026,68762.98198591865,forecast,61886.68378732679,75639.28018451053,GBP
TLD7,Merseyside,productivity_gbp_per_job,2027,71165.17108906091,forecast,64048.65398015482,78281.68819796701,GBP
TLD7,Merseyside,productivity_gbp_per_job,2028,73700.14506360043,forecast,66330.1305572404,81070.15956996048,GBP
TLD7,Merseyside,productivity_gbp_per_job,2029,76330.02480241642,forecast,68697.02232217477,83963.02728265806,GBP
TLD7,Merseyside,productivity_gbp_per_job,2030,79039.84476445567,forecast,71135.86028801011,86943.82924090125,GBP
TLD7,Merseyside,productivity_gbp_per_job,2031,81832.80828693301,forecast,73649.52745823971,90016.08911562632,GBP
TLD7,Merseyside,productivity_gbp_per_job,2032,84706.57723786497,forecast,76235.91951407847,93177.23496165147,GBP
TLD7,Merseyside,productivity_gbp_per_job,2033,87658.36708844145,forecast,78892.5303795973,96424.2037972856,GBP
TLD7,Merseyside,productivity_gbp_per_job,2034,88913.73433934888,forecast,80022.360905414,97805.10777328379,GBP
TLD7,Merseyside,productivity_gbp_per_job,2035,91872.29221847873,forecast,82685.06299663086,101059.52144032661,GBP
TLD7,Merseyside,productivity_gbp_per_job,2036,94907.55349808742,forecast,85416.79814827869,104398.30884789617,GBP
TLD7,Merseyside,productivity_gbp_per_job,2037,97775.69292924265,forecast,87998.12363631839,107553.26222216693,GBP
TLD7,Merseyside,productivity_gbp_per_job,2038,100572.96664419802,forecast,90515.66997977822,110630.26330861784,GBP
TLD7,Merseyside,productivity_gbp_per_job,2039,103379.9285031731,forecast,93041.93565285578,113717.92135349041,GBP
TLD7,Merseyside,productivity_gbp_per_job,2040,106201.48553125268,forecast,95581.33697812741,116821.63408437796,GBP
TLD7,Merseyside,productivity_gbp_per_job,2041,109029.49815009699,forecast,98126.5483350873,119932.4479651067,GBP
TLD7,Merseyside,productivity_gbp_per_job,2042,111900.06367050737,forecast,100710.05730345663,123090.07003755812,GBP
TLD7,Merseyside,productivity_gbp_per_job,2043,114977.2020260055,forecast,103479.48182340495,126474.92222860605,GBP
TLD7,Merseyside,productivity_gbp_per_job,2044,118231.8984738735,forecast,106408.70862648616,130055.08832126086,GBP
TLD7,Merseyside,productivity_gbp_per_job,2045,121644.68921680679,forecast,109480.22029512611,133809.1581384875,GBP
TLD7,Merseyside,productivity_gbp_per_job,2046,126186.02144712323,forecast,113567.41930241091,138804.62359183555,GBP
TLD7,Merseyside,productivity_gbp_per_job,2047,131350.51425121873,forecast,118215.46282609686,144485.56567634063,GBP
TLD7,Merseyside,productivity_gbp_per_job,2048,136740.3447751784,forecast,123066.31029766057,150414.37925269626,GBP
TLD7,Merseyside,productivity_gbp_per_job,2049,142358.59003837913,forecast,128122.73103454123,156594.44904221705,GBP
TLD7,Merseyside,unemployment_rate_pct,2005,6.466172068158814,historical,,,
TLD7,Merseyside,unemployment_rate_pct,2006,6.723595268002624,historical,,,
TLD7,Merseyside,unemployment_rate_pct,2007,7.899959316162426,historical,,,
TLD7,Merseyside,unemployment_rate_pct,2008,6.709472706199232,historical,,,
TLD7,Merseyside,unemployment_rate_pct,2009,8.403374492201214,historical,,,
TLD7,Merseyside,unemployment_rate_pct,2010,9.962711567371048,historical,,,
TLD7,Merseyside,unemployment_rate_pct,2011,10.26378387671491,historical,,,
TLD7,Merseyside,unemployment_rate_pct,2012,9.864580867640736,historical,,,
TLD7,Merseyside,unemployment_rate_pct,2013,9.507825345553682,historical,,,
TLD7,Merseyside,unemployment_rate_pct,2014,9.854966224503086,historical,,,
TLD7,Merseyside,unemployment_rate_pct,2015,7.539004843002543,historical,,,
TLD7,Merseyside,unemployment_rate_pct,2016,6.032453613513063,historical,,,
TLD7,Merseyside,unemployment_rate_pct,2017,4.692231949909295,historical,,,
TLD7,Merseyside,unemployment_rate_pct,2018,4.2283485281797395,historical,,,
TLD7,Merseyside,unemployment_rate_pct,2019,3.5907576205423006,historical,,,
TLD7,Merseyside,unemployment_rate_pct,2020,3.557599163387737,historical,,,
TLD7,Merseyside,unemployment_rate_pct,2021,4.51439958306706,historical,,,
TLD7,Merseyside,unemployment_rate_pct,2022,3.744332834882864,historical,,,
TLD7,Merseyside,unemployment_rate_pct,2023,5.8,historical,,,
TLD7,Merseyside,unemployment_rate_pct,2024,6.9221677091258655,historical,,,
TLE1,East Yorkshire and Northern Lincolnshire,emp_total_jobs,2009,374000.0,historical,,,
TLE1,East Yorkshire and Northern Lincolnshire,emp_total_jobs,2010,370000.0,historical,,,
TLE1,East Yorkshire and Northern Lincolnshire,emp_total_jobs,2011,360000.0,historical,,,
TLE1,East Yorkshire and Northern Lincolnshire,emp_total_jobs,2012,356000.0,historical,,,
TLE1,East Yorkshire and Northern Lincolnshire,emp_total_jobs,2013,358000.0,historical,,,
TLE1,East Yorkshire and Northern Lincolnshire,emp_total_jobs,2014,370000.0,historical,,,
TLE1,East Yorkshire and Northern Lincolnshire,emp_total_jobs,2015,379000.0,historical,,,
TLE1,East Yorkshire and Northern Lincolnshire,emp_total_jobs,2016,385000.0,historical,,,
TLE1,East Yorkshire and Northern Lincolnshire,emp_total_jobs,2017,394000.0,historical,,,
TLE1,East Yorkshire and Northern Lincolnshire,emp_total_jobs,2018,392000.0,historical,,,
TLE1,East Yorkshire and Northern Lincolnshire,emp_total_jobs,2019,390000.0,historical,,,
TLE1,East Yorkshire and Northern Lincolnshire,emp_total_jobs,2020,381000.0,historical,,,
TLE1,East Yorkshire and Northern Lincolnshire,emp_total_jobs,2021,398000.0,historical,,,
TLE1,East Yorkshire and Northern Lincolnshire,emp_total_jobs,2022,396000.0,historical,,,
TLE1,East Yorkshire and Northern Lincolnshire,emp_total_jobs,2023,401000.0,historical,,,
TLE1,East Yorkshire and Northern Lincolnshire,emp_total_jobs,2024,399000.0,historical,,,
TLE1,East Yorkshire and Northern Lincolnshire,emp_total_jobs,2025,409692.1223103169,forecast,392254.22074640426,427130.0238742293,
TLE1,East Yorkshire and Northern Lincolnshire,emp_total_jobs,2026,413567.35825903324,forecast,395730.9412527608,431403.77526530536,
TLE1,East Yorkshire and Northern Lincolnshire,emp_total_jobs,2027,417667.8017506088,forecast,399390.2986355939,435945.3048656235,
TLE1,East Yorkshire and Northern Lincolnshire,emp_total_jobs,2028,421816.52442108735,forecast,403064.5708689119,440568.4779732625,
TLE1,East Yorkshire and Northern Lincolnshire,emp_total_jobs,2029,426013.7289809269,forecast,406755.60661624366,445271.85134560993,
TLE1,East Yorkshire and Northern Lincolnshire,emp_total_jobs,2030,430326.58866853383,forecast,410529.0986456861,450124.0786913813,
TLE1,East Yorkshire and Northern Lincolnshire,emp_total_jobs,2031,434697.0221430083,forecast,414331.0631381327,455062.98114788375,
TLE1,East Yorkshire and Northern Lincolnshire,emp_total_jobs,2032,439127.12621865957,forecast,418164.9349672997,460089.3174700191,
TLE1,East Yorkshire and Northern Lincolnshire,emp_total_jobs,2033,443619.5332312646,forecast,422034.56512626796,465204.50133626105,
TLE1,East Yorkshire and Northern Lincolnshire,emp_total_jobs,2034,444434.9667942082,forecast,422387.4240259894,466482.5095624266,
TLE1,East Yorkshire and Northern Lincolnshire,emp_total_jobs,2035,447987.41986094567,forecast,425325.17705976794,470649.66266212316,
TLE1,East Yorkshire and Northern Lincolnshire,emp_total_jobs,2036,451507.3168666119,forecast,428214.41542593617,474800.2183072874,
TLE1,East Yorkshire and Northern Lincolnshire,emp_total_jobs,2037,455006.7848777619,forecast,431067.94814539334,478945.62161013024,
TLE1,East Yorkshire and Northern Lincolnshire,emp_total_jobs,2038,458500.2473682108,forecast,433900.6204127042,483099.8743237172,
TLE1,East Yorkshire and Northern Lincolnshire,emp_total_jobs,2039,462005.657063745,forecast,436730.46853323176,487280.845594258,
TLE1,East Yorkshire and Northern Lincolnshire,emp_total_jobs,2040,465383.17109403596,forecast,439426.37678753585,491339.96540053585,
TLE1,East Yorkshire and Northern Lincolnshire,emp_total_jobs,2041,468662.7693859152,forecast,442017.9234046362,495307.61536719406,
TLE1,East Yorkshire and Northern Lincolnshire,emp_total_jobs,2042,471866.4888992423,forecast,444527.00929836475,499205.96850011963,
TLE1,East Yorkshire and Northern Lincolnshire,emp_total_jobs,2043,475010.68358202075,forecast,446970.02905327093,503051.3381107704,
TLE1,East Yorkshire and Northern Lincolnshire,emp_total_jobs,2044,478107.62964803894,forecast,449359.41343180434,506855.84586427326,
TLE1,East Yorkshire and Northern Lincolnshire,emp_total_jobs,2045,481166.66586007754,forecast,451704.72567224776,510628.6060479072,
TLE1,East Yorkshire and Northern Lincolnshire,emp_total_jobs,2046,480421.97259146534,forecast,450475.5962011155,510368.34898181487,
TLE1,East Yorkshire and Northern Lincolnshire,emp_total_jobs,2047,478100.96468457713,forecast,447771.2790436506,508430.65032550343,
TLE1,East Yorkshire and Northern Lincolnshire,emp_total_jobs,2048,475787.4716168371,forecast,445079.098299313,506495.84493436094,
TLE1,East Yorkshire and Northern Lincolnshire,emp_total_jobs,2049,473482.863122811,forecast,442400.7462375527,504564.98000806913,
TLE1,East Yorkshire and Northern Lincolnshire,emp_total_jobs,2050,483665.29202086217,forecast,451381.8439899496,515948.7400517744,
TLE1,East Yorkshire and Northern Lincolnshire,employment_rate_pct,2005,71.77632308390808,historical,,,
TLE1,East Yorkshire and Northern Lincolnshire,employment_rate_pct,2006,71.3676624731567,historical,,,
TLE1,East Yorkshire and Northern Lincolnshire,employment_rate_pct,2007,71.49969945463516,historical,,,
TLE1,East Yorkshire and Northern Lincolnshire,employment_rate_pct,2008,71.182756946507,historical,,,
TLE1,East Yorkshire and Northern Lincolnshire,employment_rate_pct,2009,69.45692671462115,historical,,,
TLE1,East Yorkshire and Northern Lincolnshire,employment_rate_pct,2010,68.90446287023511,historical,,,
TLE1,East Yorkshire and Northern Lincolnshire,employment_rate_pct,2011,69.71976369401567,historical,,,
TLE1,East Yorkshire and Northern Lincolnshire,employment_rate_pct,2012,69.3090347106109,historical,,,
TLE1,East Yorkshire and Northern Lincolnshire,employment_rate_pct,2013,69.20063618436976,historical,,,
TLE1,East Yorkshire and Northern Lincolnshire,employment_rate_pct,2014,70.99706474241341,historical,,,
TLE1,East Yorkshire and Northern Lincolnshire,employment_rate_pct,2015,71.22300912294043,historical,,,
TLE1,East Yorkshire and Northern Lincolnshire,employment_rate_pct,2016,72.80579448852063,historical,,,
TLE1,East Yorkshire and Northern Lincolnshire,employment_rate_pct,2017,73.18704253956284,historical,,,
TLE1,East Yorkshire and Northern Lincolnshire,employment_rate_pct,2018,72.86981779142614,historical,,,
TLE1,East Yorkshire and Northern Lincolnshire,employment_rate_pct,2019,73.9896646447983,historical,,,
TLE1,East Yorkshire and Northern Lincolnshire,employment_rate_pct,2020,75.5931958529383,historical,,,
TLE1,East Yorkshire and Northern Lincolnshire,employment_rate_pct,2021,72.61907719865326,historical,,,
TLE1,East Yorkshire and Northern Lincolnshire,employment_rate_pct,2022,75.33790085176527,historical,,,
TLE1,East Yorkshire and Northern Lincolnshire,employment_rate_pct,2023,74.63133528275328,historical,,,
TLE1,East Yorkshire and Northern Lincolnshire,employment_rate_pct,2024,73.7173086193498,historical,,,
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_per_head_gbp,2025,21038.47943601151,forecast,18934.631492410357,23142.32737961266,GBP
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_per_head_gbp,2026,21520.53575850266,forecast,19368.482182652395,23672.589334352928,GBP
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_per_head_gbp,2027,22277.67032238229,forecast,20049.903290144062,24505.437354620524,GBP
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_per_head_gbp,2028,23042.684138923098,forecast,20738.415725030787,25346.952552815408,GBP
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_per_head_gbp,2029,23803.097015603595,forecast,21422.787314043235,26183.406717163954,GBP
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_per_head_gbp,2030,24598.11867917052,forecast,22138.306811253467,27057.930547087573,GBP
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_per_head_gbp,2031,25448.535921952636,forecast,22903.682329757372,27993.3895141479,GBP
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_per_head_gbp,2032,26355.363503582368,forecast,23719.82715322413,28990.899853940606,GBP
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_per_head_gbp,2033,27301.258843558542,forecast,24571.13295920269,30031.3847279144,GBP
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_per_head_gbp,2034,28282.653550736548,forecast,25454.388195662894,31110.918905810206,GBP
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_per_head_gbp,2035,29297.939345604183,forecast,26368.145411043766,32227.733280164604,GBP
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_per_head_gbp,2036,30345.61611296449,forecast,27311.05450166804,33380.17772426094,GBP
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_per_head_gbp,2037,31423.777670633266,forecast,28281.39990356994,34566.155437696594,GBP
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_per_head_gbp,2038,32529.76628595574,forecast,29276.789657360165,35782.742914551316,GBP
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_per_head_gbp,2039,33668.26456005949,forecast,30301.438104053545,37035.091016065446,GBP
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_per_head_gbp,2040,34868.258025330586,forecast,31381.432222797528,38355.08382786365,GBP
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_per_head_gbp,2041,36128.45818680238,forecast,32515.612368122143,39741.30400548262,GBP
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_per_head_gbp,2042,37448.3654268937,forecast,33703.52888420433,41193.201969583075,GBP
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_per_head_gbp,2043,38863.11654529948,forecast,34976.804890769534,42749.42819982943,GBP
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_per_head_gbp,2044,40276.60728609208,forecast,36248.94655748288,44304.268014701294,GBP
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_per_head_gbp,2045,41698.68459591037,forecast,37528.81613631933,45868.553055501405,GBP
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_per_head_gbp,2046,43136.37265395848,forecast,38822.735388562636,47450.009919354336,GBP
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_per_head_gbp,2047,44622.9267815504,forecast,40160.63410339536,49085.21945970544,GBP
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_per_head_gbp,2048,46172.771217188994,forecast,41555.494095470094,50790.048338907895,GBP
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_per_head_gbp,2049,47784.10551138443,forecast,43005.694960245986,52562.516062522875,GBP
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_total_mn_gbp,1997,7931.0,historical,,,
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_total_mn_gbp,1998,8112.0,historical,,,
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_total_mn_gbp,1999,8602.0,historical,,,
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_total_mn_gbp,2000,8892.0,historical,,,
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_total_mn_gbp,2001,9200.0,historical,,,
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_total_mn_gbp,2002,9506.0,historical,,,
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_total_mn_gbp,2003,9919.0,historical,,,
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_total_mn_gbp,2004,10384.0,historical,,,
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_total_mn_gbp,2005,10739.0,historical,,,
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_total_mn_gbp,2006,11111.0,historical,,,
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_total_mn_gbp,2007,11612.0,historical,,,
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_total_mn_gbp,2008,11798.0,historical,,,
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_total_mn_gbp,2009,12113.0,historical,,,
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_total_mn_gbp,2010,12269.0,historical,,,
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_total_mn_gbp,2011,12638.0,historical,,,
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_total_mn_gbp,2012,12988.0,historical,,,
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_total_mn_gbp,2013,13215.0,historical,,,
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_total_mn_gbp,2014,13589.0,historical,,,
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_total_mn_gbp,2015,14251.0,historical,,,
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_total_mn_gbp,2016,14474.0,historical,,,
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_total_mn_gbp,2017,15002.0,historical,,,
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_total_mn_gbp,2018,15583.0,historical,,,
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_total_mn_gbp,2019,16081.0,historical,,,
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_total_mn_gbp,2020,16354.0,historical,,,
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_total_mn_gbp,2021,16802.0,historical,,,
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_total_mn_gbp,2022,17820.0,historical,,,
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_total_mn_gbp,2023,19449.0,historical,,,
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_total_mn_gbp,2024,19695.28700896209,forecast,19265.92691590376,20124.647102020223,
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_total_mn_gbp,2025,20213.61787101558,forecast,19634.740081392054,20792.495660638935,
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_total_mn_gbp,2026,20673.792850273352,forecast,19996.584334216066,21351.001366330478,
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_total_mn_gbp,2027,21390.884076822167,forecast,20631.697055875702,22150.071097768472,
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_total_mn_gbp,2028,22124.72227356041,forecast,21297.574366347402,22951.870180773258,
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_total_mn_gbp,2029,22883.046963042914,forecast,21996.88401785935,23769.209908226323,
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_total_mn_gbp,2030,23666.659301024098,forecast,22727.55584577707,24605.76275627097,
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_total_mn_gbp,2031,24484.804228133395,forecast,23496.648359689145,25472.9600965775,
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_total_mn_gbp,2032,25353.17642132404,forecast,24317.98149275188,26388.371349896057,
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_total_mn_gbp,2033,26255.90320543998,forecast,25175.461156012796,27336.34525486701,
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_total_mn_gbp,2034,27190.481096720294,forecast,26066.076435473966,28314.88575796648,
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_total_mn_gbp,2035,28156.478784475807,forecast,26988.965925766537,29323.991643184934,
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_total_mn_gbp,2036,29153.850292918414,forecast,27943.749401867797,30363.951183968886,
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_total_mn_gbp,2037,30182.576547770524,forecast,28930.152105889363,31435.000989651537,
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_total_mn_gbp,2038,31242.533909376878,forecast,29947.857163294324,32537.21065545928,
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_total_mn_gbp,2039,32341.569427560535,forecast,31004.23191227876,33678.906942842164,
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_total_mn_gbp,2040,33482.10050849045,forecast,32101.474094072648,34862.726922908114,
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_total_mn_gbp,2041,34666.262940497654,forecast,33241.53856350845,36090.98731748671,
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_total_mn_gbp,2042,35896.00334965227,forecast,34426.22014067354,37365.786558630854,
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_total_mn_gbp,2043,37206.70082123614,forecast,35689.39969803322,38724.00194443891,
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_total_mn_gbp,2044,38507.57762644722,forecast,36943.96101873529,40071.19423415899,
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_total_mn_gbp,2045,39809.16186392765,forecast,38199.94363455136,41418.38009330379,
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_total_mn_gbp,2046,41118.99982560732,forecast,39464.53868140443,42773.46096981007,
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_total_mn_gbp,2047,42469.382119241185,forecast,40768.70162387802,44170.062614604205,
TLE1,East Yorkshire and Northern Lincolnshire,gdhi_total_mn_gbp,2048,43874.36840227511,forecast,42125.913039526735,45622.82376502333,
