region_code,region_name,region_level,metric_id,period,value,unit,freq,source,vintage,geo_hierarchy,metric,year,region,data_type,ci_lower,ci_upper,method,itl1_code
TLC3,Tees Valley,ITL2,emp_total_jobs,2009.0,256000.0,jobs,A,NOMIS_LAD_aggregated,2025-11-30T23:51:26Z,ITL2>ITL1,emp_total_jobs,2009,Tees Valley,historical,,,,E12000001
TLC3,Tees Valley,ITL2,emp_total_jobs,2010.0,260000.0,jobs,A,NOMIS_LAD_aggregated,2025-11-30T23:51:26Z,ITL2>ITL1,emp_total_jobs,2010,Tees Valley,historical,,,,E12000001
TLC3,Tees Valley,ITL2,emp_total_jobs,2011.0,253000.0,jobs,A,NOMIS_LAD_aggregated,2025-11-30T23:51:26Z,ITL2>ITL1,emp_total_jobs,2011,Tees Valley,historical,,,,E12000001
TLC3,Tees Valley,ITL2,emp_total_jobs,2012.0,253000.0,jobs,A,NOMIS_LAD_aggregated,2025-11-30T23:51:26Z,ITL2>ITL1,emp_total_jobs,2012,Tees Valley,historical,,,,E12000001
TLC3,Tees Valley,ITL2,emp_total_jobs,2013.0,253000.0,jobs,A,NOMIS_LAD_aggregated,2025-11-30T23:51:26Z,ITL2>ITL1,emp_total_jobs,2013,Tees Valley,historical,,,,E12000001
TLC3,Tees Valley,ITL2,emp_total_jobs,2014.0,260000.0,jobs,A,NOMIS_LAD_aggregated,2025-11-30T23:51:26Z,ITL2>ITL1,emp_total_jobs,2014,Tees Valley,historical,,,,E12000001
TLC3,Tees Valley,ITL2,emp_total_jobs,2015.0,267000.0,jobs,A,NOMIS_LAD_aggregated,2025-11-30T23:51:26Z,ITL2>ITL1,emp_total_jobs,2015,Tees Valley,historical,,,,E12000001
TLC3,Tees Valley,ITL2,emp_total_jobs,2016.0,258000.0,jobs,A,NOMIS_LAD_aggregated,2025-11-30T23:51:26Z,ITL2>ITL1,emp_total_jobs,2016,Tees Valley,historical,,,,E12000001
TLC3,Tees Valley,ITL2,emp_total_jobs,2017.0,264000.0,jobs,A,NOMIS_LAD_aggregated,2025-11-30T23:51:26Z,ITL2>ITL1,emp_total_jobs,2017,Tees Valley,historical,,,,E12000001
TLC3,Tees Valley,ITL2,emp_total_jobs,2018.0,257000.0,jobs,A,NOMIS_LAD_aggregated,2025-11-30T23:51:26Z,ITL2>ITL1,emp_total_jobs,2018,Tees Valley,historical,,,,E12000001
TLC3,Tees Valley,ITL2,emp_total_jobs,2019.0,265000.0,jobs,A,NOMIS_LAD_aggregated,2025-11-30T23:51:26Z,ITL2>ITL1,emp_total_jobs,2019,Tees Valley,historical,,,,E12000001
TLC3,Tees Valley,ITL2,emp_total_jobs,2020.0,260000.0,jobs,A,NOMIS_LAD_aggregated,2025-11-30T23:51:26Z,ITL2>ITL1,emp_total_jobs,2020,Tees Valley,historical,,,,E12000001
TLC3,Tees Valley,ITL2,emp_total_jobs,2021.0,270000.0,jobs,A,NOMIS_LAD_aggregated,2025-11-30T23:51:26Z,ITL2>ITL1,emp_total_jobs,2021,Tees Valley,historical,,,,E12000001
TLC3,Tees Valley,ITL2,emp_total_jobs,2022.0,266000.0,jobs,A,NOMIS_LAD_aggregated,2025-11-30T23:51:26Z,ITL2>ITL1,emp_total_jobs,2022,Tees Valley,historical,,,,E12000001
TLC3,Tees Valley,ITL2,emp_total_jobs,2023.0,270000.0,jobs,A,NOMIS_LAD_aggregated,2025-11-30T23:51:26Z,ITL2>ITL1,emp_total_jobs,2023,Tees Valley,historical,,,,E12000001
TLC3,Tees Valley,ITL2,emp_total_jobs,2024.0,274000.0,jobs,A,NOMIS_LAD_aggregated,2025-11-30T23:51:26Z,ITL2>ITL1,emp_total_jobs,2024,Tees Valley,historical,,,,E12000001
TLC4,"Northumberland, Durham and Tyne & Wear",ITL2,emp_total_jobs,2009.0,754000.0,jobs,A,NOMIS_LAD_aggregated,2025-11-30T23:51:26Z,ITL2>ITL1,emp_total_jobs,2009,"Northumberland, Durham and Tyne & Wear",historical,,,,E12000001
TLC4,"Northumberland, Durham and Tyne & Wear",ITL2,emp_total_jobs,2010.0,751000.0,jobs,A,NOMIS_LAD_aggregated,2025-11-30T23:51:26Z,ITL2>ITL1,emp_total_jobs,2010,"Northumberland, Durham and Tyne & Wear",historical,,,,E12000001
TLC4,"Northumberland, Durham and Tyne & Wear",ITL2,emp_total_jobs,2011.0,753000.0,jobs,A,NOMIS_LAD_aggregated,2025-11-30T23:51:26Z,ITL2>ITL1,emp_total_jobs,2011,"Northumberland, Durham and Tyne & Wear",historical,,,,E12000001
TLC4,"Northumberland, Durham and Tyne & Wear",ITL2,emp_total_jobs,2012.0,748000.0,jobs,A,NOMIS_LAD_aggregated,2025-11-30T23:51:26Z,ITL2>ITL1,emp_total_jobs,2012,"Northumberland, Durham and Tyne & Wear",historical,,,,E12000001
TLC4,"Northumberland, Durham and Tyne & Wear",ITL2,emp_total_jobs,2013.0,755000.0,jobs,A,NOMIS_LAD_aggregated,2025-11-30T23:51:26Z,ITL2>ITL1,emp_total_jobs,2013,"Northumberland, Durham and Tyne & Wear",historical,,,,E12000001
TLC4,"Northumberland, Durham and Tyne & Wear",ITL2,emp_total_jobs,2014.0,773000.0,jobs,A,NOMIS_LAD_aggregated,2025-11-30T23:51:26Z,ITL2>ITL1,emp_total_jobs,2014,"Northumberland, Durham and Tyne & Wear",historical,,,,E12000001
TLC4,"Northumberland, Durham and Tyne & Wear",ITL2,emp_total_jobs,2015.0,795000.0,jobs,A,NOMIS_LAD_aggregated,2025-11-30T23:51:26Z,ITL2>ITL1,emp_total_jobs,2015,"Northumberland, Durham and Tyne & Wear",historical,,,,E12000001
