region_code,metric,original_cagr,dampened_cagr,cagr_reduction,original_final,dampened_final,reduction_pct
TLE1,population_total,0.0028622882344790934,0.0027409182136652888,0.00012137002081380466,1023906.2181758373,1025549.6474041553,-0.16050583531428408
TLE2,emp_total_jobs,0.008133029495952515,0.00767743956859035,0.0004555899273621655,487039.6938161013,481566.9232278491,1.1236806070920813
TLE2,gdhi_total_mn_gbp,0.03488339497282067,0.03481561453535975,6.778043746091811e-05,51587.87218475571,51500.095656953585,0.1701495411320031
TLE2,nominal_gva_mn_gbp,0.03263629815192015,0.030135425354427703,0.0025008727974924483,60227.49542327944,58499.188240850905,2.8696315034885234
TLE2,population_16_64,0.0031085863145909887,0.003000102129814053,0.00010848418477693578,555695.9274255161,554195.4405911503,0.27001940455410045
TLE2,population_total,0.005033348664550186,0.00489651750880693,0.00013683115574325555,960344.7100198879,957081.3701131418,0.3398092239898398
TLE3,emp_total_jobs,0.009589641049373654,0.009000661090116768,0.0005889799592568856,757235.3975718516,746268.3640106145,1.4482991149653124
TLE3,gdhi_total_mn_gbp,0.032069486390035484,0.032253477698559685,-0.00018399130852420065,61643.57689365822,61929.94038201391,-0.4645471641752774
TLE3,nominal_gva_mn_gbp,0.033711221169840044,0.03206750582265472,0.001643715347185326,79804.5084344745,76569.91267873216,4.053149150587387
TLE3,population_16_64,0.0028781782074964735,0.002655031692810672,0.00022314651468580138,957125.1038961038,955018.5730046454,0.2200893992732489
TLE3,population_total,0.0033142537671642103,0.0027034357836654976,0.0006108179834987126,1522014.229365539,1522863.0882171327,-0.055772070668980156
TLE4,emp_total_jobs,0.011534983134229515,0.01021352696880573,0.0013214561654237844,1508475.1320944107,1459973.4743129017,3.215277252477333
TLE4,gdhi_total_mn_gbp,0.0327000788156353,0.03282751079052759,-0.0001274319748922892,108968.7466924378,109318.89298665817,-0.3213272657055066
TLE4,nominal_gva_mn_gbp,0.034041564953680714,0.031969654574099504,0.00207191037958121,165605.46479156523,158504.58156874817,4.287831462418468
TLE4,population_16_64,0.004578704876822881,0.0043443145504376,0.0002343903263852809,1717891.83804431,1707899.294523237,0.5816747771762332
TLE4,population_total,0.0052566751249709665,0.004768409128032225,0.0004882659969387415,2739771.3660198282,2729062.208648934,0.39087777555876224
TLF1,emp_total_jobs,0.007401614451968186,0.0070302856341337705,0.0003713288178344154,1173725.8031779903,1162957.6089708353,0.9174369497542689
TLF1,gdhi_total_mn_gbp,0.03482657070016493,0.035110878799161416,-0.00028430809899648857,114074.4922596928,114892.15789263068,-0.7167821804338725
TLF1,nominal_gva_mn_gbp,0.03347961713434899,0.032345967181537816,0.0011336499528111776,141005.5925693557,137038.76491986247,2.8132413595879813
TLF1,population_16_64,0.003605138079528336,0.0036261025868133956,-2.0964507285059497e-05,1551376.9656226132,1552187.3442898807,-0.052236089952661935
TLF1,population_total,0.004782389339757831,0.004638364876718315,0.000144024463039516,2541174.418545432,2551997.628366107,-0.42591369335720497
TLF2,emp_total_jobs,0.01362354412176603,0.011302860209953636,0.0023206839118123934,1293176.3067215085,1221156.670615376,5.569204735023215
TLF2,gdhi_total_mn_gbp,0.038218554451676656,0.038198809351585705,1.9745100090950984e-05,113165.56856155643,113109.62437407803,0.04943569690807337
TLF2,nominal_gva_mn_gbp,0.03728381007067538,0.03466677258444095,0.0026170374862344303,147455.37367696073,138081.6849962497,6.356966482107684
TLF2,population_16_64,0.006859138781679874,0.006508593329986656,0.00035054545169321827,1474324.418640184,1461545.4646412965,0.8667667602408669
TLF2,population_total,0.009275598050285438,0.008848954719350433,0.00042664333093500595,2483148.554564805,2466730.005589728,0.6611988213469755
TLF3,emp_total_jobs,0.00794599341411728,0.007524661182816805,0.00042133223130047526,370503.27305767953,366650.7741927633,1.039801573984056
TLF3,gdhi_total_mn_gbp,0.037983202128442084,0.03798447965948992,-1.2775310478385649e-06,45088.10368392606,45089.54654041825,-0.003200082448118202
TLF3,nominal_gva_mn_gbp,0.033180359166139484,0.03202524036939103,0.0011551187967484555,43499.752084359476,42252.79030659019,2.866595136797656
TLF3,population_16_64,0.0060855990903261326,0.00631308918422957,-0.00022749009390343744,557467.3391902216,554872.3947414942,0.4654881580142156
TLF3,population_total,0.009102354150094305,0.009119357850441379,-1.7003700347073547e-05,1011235.91256697,1005501.467925899,0.5670728827771199
TLG1,emp_total_jobs,0.01371890449050639,0.012190365721254315,0.0015285387692520747,959883.0901288553,920009.6348571967,4.153990801765861
TLG1,gdhi_total_mn_gbp,0.03600052513336682,0.0359132470000878,8.72781332790229e-05,87780.87696631448,87588.80611405932,0.21880716950328782
TLG1,nominal_gva_mn_gbp,0.0381366015021567,0.03436257727756842,0.0037740242245882794,119185.49454014831,108873.87943773369,8.651736641442632
TLG1,population_16_64,0.003600700246525257,0.003369801331073452,0.00023089891545180485,937022.3896103897,933557.0529168734,0.36982432137584453
TLG1,population_total,0.006230480553593543,0.005642123258156717,0.0005883572954368255,1662637.3769716127,1654479.1866895936,0.4906776664000412
TLG2,emp_total_jobs,0.010690166323625627,0.01044302141275999,0.0002471449108656376,943617.3986051469,931617.4259193969,1.2716989643777543
TLG2,gdhi_total_mn_gbp,0.03353331572437268,0.03366659554301732,-0.00013327981864463823,84423.94190534319,84707.45890423011,-0.3358253505916675
TLG2,nominal_gva_mn_gbp,0.032280753955904684,0.031272640338689595,0.0010081136172150895,96120.48545074322,93709.42312823348,2.50837509944255
TLG2,population_16_64,0.0023588193671078006,0.002318480527070399,4.0338840037401624e-05,1082673.4996180288,1081584.7500723358,0.10056120761032794
TLG2,population_total,0.004702860413872134,0.004207952460090203,0.0004949079537819312,1888003.1913323153,1885340.0629449293,0.14105529056371857
TLG3,emp_total_jobs,0.011499489425432108,0.010982072071563431,0.0005174173538686766,1789930.4756472376,1760296.4327869609,1.6555974247860705
TLG3,gdhi_total_mn_gbp,0.03238839836912222,0.0326244425076998,-0.00023604413857758466,124546.82367357462,125289.32599081194,-0.5961631901455267
TLG3,nominal_gva_mn_gbp,0.0318294927658469,0.030839844927348592,0.0009896478384983087,181412.83901768783,176942.7506823766,2.464041883427781
TLG3,population_16_64,0.004640168463004635,0.0037689946973848976,0.0008711737656197371,2107746.8426279617,2095339.915285584,0.5886346069392534
TLG3,population_total,0.004915529549826436,0.004054940606328827,0.0008605889434976088,3349453.7193498514,3343091.9440499283,0.18993471273154316
TLH2,emp_total_jobs,0.018931652840869395,0.016214817248738855,0.00271683559213054,1602981.67727633,1464939.9829179572,8.611557843438566
TLH2,gdhi_total_mn_gbp,0.039113904061434335,0.03918621298427882,-7.230892284448842e-05,146735.52043027992,147001.2348681629,-0.18108392371785076
TLH2,nominal_gva_mn_gbp,0.034335053899548384,0.03308232586073756,0.0012527280388108242,159929.47031767372,154968.8447833327,3.1017582466118077
TLH2,population_16_64,0.006124732646090925,0.005904540163082839,0.00022019248300808592,1438579.1413292587,1432325.5169528264,0.434708400585726
TLH2,population_total,0.008399687168086034,0.008148924860277518,0.0002507623078085164,2426554.8405572693,2420744.2522994173,0.23945835308291086
TLH3,emp_total_jobs,0.011439841839608667,0.011083960536897974,0.0003558813027106922,1019751.4777113523,1010819.1050785143,0.875936228392149
TLH3,gdhi_total_mn_gbp,0.03749343461000887,0.037711045294469336,-0.0002176106844604675,127205.86401150728,127901.39166693564,-0.5467732646078582
TLH3,nominal_gva_mn_gbp,0.03438824443757604,0.032920412025253976,0.0014678324123220676,124777.47305909902,120844.43854775999,3.152038917694877
TLH3,population_16_64,0.004700870409596325,0.00464392137429348,5.6949035302844564e-05,1312794.0924369746,1310935.0434222287,0.14161009905939714
TLH3,population_total,0.00690690608983946,0.0068637979586698705,4.3108131169589115e-05,2275682.5285003195,2278036.986959556,-0.10346163973884437
TLH4,emp_total_jobs,0.018254240499568475,0.015599495630463034,0.002654744869105441,779712.3589673028,719953.019458817,7.664280143979596
TLH4,gdhi_total_mn_gbp,0.040791522473312414,0.04071395509303333,7.75673802790866e-05,64584.734555098294,64459.7046007232,0.1935905678584593
TLH4,nominal_gva_mn_gbp,0.0378973061871033,0.034918172292898175,0.0029791338942051215,86672.3376828779,80430.8837845934,7.201206365427815
TLH4,population_16_64,0.007585450897233725,0.00696487397118517,0.000620576926048555,716317.6126814362,705369.1570766337,1.5284359076162546
TLH4,population_total,0.01081722466413848,0.010081762811678496,0.0007354618524599843,1227883.9878093519,1205742.9691870802,1.8031848971150066
TLH5,emp_total_jobs,0.009340248451143784,0.009177868733930561,0.00016237971721322353,487706.7839246724,485749.0448773305,0.4014172268812066
TLH5,gdhi_total_mn_gbp,0.03805204718812094,0.03821950976279043,-0.00016746257466948578,54617.74785560076,54847.30023246005,-0.42028898274273363
TLH5,nominal_gva_mn_gbp,0.0359039099813363,0.03375572598206755,0.002148183999268749,59324.25076729705,56207.22101551812,5.254225230767218
TLH5,population_16_64,0.004495689555805482,0.0044561028734260155,3.958668237946661e-05,623847.3697478991,623233.0223605818,0.09847719444030512
TLH5,population_total,0.006983440597896795,0.007017986004771881,-3.4545406875086115e-05,1125768.3947886894,1126734.302960246,-0.08579990129657933
TLH6,emp_total_jobs,0.010527454768693545,0.010255549562255162,0.0002719052064383831,448876.29736000486,445866.5195454726,0.6705138658988696
TLH6,gdhi_total_mn_gbp,0.03789024163597987,0.03807222348197081,-0.0001819818459909417,48624.220756023205,48846.37508846205,-0.4568799848814642
TLH6,nominal_gva_mn_gbp,0.03235603304850376,0.03140161036888767,0.000954422679616096,51386.910790082635,50165.88068671165,2.3761500440431904
TLH6,population_16_64,0.003990921856141361,0.003994381356515309,-3.4595003739479324e-06,515247.9533995419,515292.34060850955,-0.008614727855738025
TLH6,population_total,0.00633171543850608,0.006426797267347739,-9.508182884165883e-05,924393.1516899728,926579.1286309059,-0.23647697269679746
TLI3,emp_total_jobs,0.026456475443216165,0.020051100210110695,0.00640537523310547,4535789.152876601,3870891.977143898,14.65890836903263
TLI3,gdhi_total_mn_gbp,0.05044897412516813,0.05131471985529257,-0.0008657457301244342,285453.37036043947,284396.32441461814,0.37030424425769093
TLI3,nominal_gva_mn_gbp,0.05344484613103062,0.04488000144044446,0.00856484469058616,1087649.746929305,879648.2340530835,19.12394256179063
TLI3,population_16_64,0.006117728197491568,0.007581062519980364,-0.0014633343224887962,1002235.7860962567,1005988.2791975114,-0.37441220452432145
TLI3,population_total,0.006708572969045257,0.008267097460534112,-0.0015585244914888552,1377507.6401855506,1387765.1169836812,-0.7446402835739718
TLI4,emp_total_jobs,0.030171392504257932,0.020051100210110695,0.010120292294147237,3284910.1374684796,2528960.308686445,23.012800872678007
TLI4,gdhi_total_mn_gbp,0.05543793697539434,0.054499076214075126,0.0009388607613192157,345857.31697977596,329072.53031723766,4.8530957243040795
TLI4,nominal_gva_mn_gbp,0.04896691432055911,0.04339002758660637,0.005576886733952735,509407.75711706234,443478.66145165236,12.942303045899518
TLI4,population_16_64,0.011171337283637284,0.009865939230512932,0.0013053980531243514,2444377.631779985,2294132.684381309,6.146552212117418
TLI4,population_total,0.01278928179869876,0.012651449434878614,0.00013783236382014508,3450579.7099878164,3325897.191452972,3.613378881639706
TLI5,emp_total_jobs,0.018211278814831644,0.01810350552888651,0.00010777328594513413,968398.2809627834,955078.6818266525,1.3754257311246465
TLI5,gdhi_total_mn_gbp,0.043172104112199516,0.04367520756688714,-0.0005031034546876256,159377.5879733407,161388.17232389346,-1.2615226369777188
TLI5,nominal_gva_mn_gbp,0.0295924939136063,0.02973699637468985,-0.00014450246108355103,93010.5268799928,93350.52571316356,-0.36554876590415564
TLI5,population_16_64,0.008179677552726305,0.008163790276742411,1.588727598389461e-05,1619096.4300993127,1618458.6923837382,0.03938849494808938
TLI5,population_total,0.00976191323843234,0.009776456061738603,-1.4542823306262775e-05,2574956.3301824853,2575883.61826451,-0.03601179838101931
TLI6,emp_total_jobs,0.006386633308709477,0.008337947581440242,-0.0019513142727307642,553009.4087520419,563268.8923792148,-1.8552095976676286
TLI6,gdhi_total_mn_gbp,0.03974444665754695,0.0405588260363543,-0.0008143793788073506,116220.45651206307,118610.54466336535,-2.0565124445662386
TLI6,nominal_gva_mn_gbp,0.024764871618127904,0.025344631746139212,-0.0005797601280113085,68482.46200338808,69496.95987387173,-1.4813980701124052
TLI6,population_16_64,0.005756360799197724,0.0059366994056260225,-0.00018033860642829858,1022373.4300993124,1026966.2585618518,-0.44923198582080826
TLI6,population_total,0.007014539695878064,0.00728475540667417,-0.00027021571079610673,1620246.605490113,1631150.836360058,-0.6729982234183751
TLI7,emp_total_jobs,0.01132583246687724,0.012398593436135918,-0.0010727609692586793,1239445.8650106334,1247945.9238093558,-0.6857950830026383
TLI7,gdhi_total_mn_gbp,0.04439374589817646,0.0447864886275926,-0.0003927427294161401,224443.32236099348,226648.1097627243,-0.9823359316454283
TLI7,nominal_gva_mn_gbp,0.02959172431649315,0.029996011564868974,-0.0004042872483758231,165549.01253689206,166154.46487066348,-0.3657239173423088
TLI7,population_16_64,0.008299589588760314,0.008274260613937656,2.5328974822658168e-05,1853959.2467532475,1852795.2887705842,0.0627822852471871
TLI7,population_total,0.010741326427098352,0.010665105696649801,7.622073044855071e-05,2967986.698128488,2962396.308391228,0.1883562935367955
TLJ1,emp_total_jobs,0.015033666824476155,0.012200764540096554,0.0028329022843796015,2061817.026818169,1916832.0801124552,7.031901707081012
TLJ1,gdhi_total_mn_gbp,0.037732908744766425,0.03777505628787403,-4.214754310760682e-05,194697.12970532806,194902.83244353178,-0.10565268143143403
TLJ1,nominal_gva_mn_gbp,0.03650283625140793,0.034236842414650415,0.0022659938367575183,302428.6015257855,285699.916102257,5.531449518706399
TLJ1,population_16_64,0.00597816675708196,0.005541399631658228,0.00043676712542373153,1906383.6355996942,1897605.5699215746,0.4604564115112342
TLJ1,population_total,0.008768269072165102,0.008192747349174745,0.0005755217229903575,3236414.751575857,3221434.4226754517,0.4628680206426261
TLJ2,emp_total_jobs,0.008787199223813325,0.00849389459769534,0.000293304626117985,1651162.441884067,1632174.2028144503,1.1499921865924967
TLJ2,gdhi_total_mn_gbp,0.036215608951138734,0.03639369028975192,-0.00017808133861318964,227228.58196907805,228246.08995723887,-0.447790493318867
TLJ2,nominal_gva_mn_gbp,0.03380340433010587,0.03254494082926507,0.0012584635008408007,247481.0679256949,239766.2855082285,3.1173222590839655
TLJ2,population_16_64,0.005133305749422501,0.005017586332445312,0.00011571941697718913,2092853.0366692152,2086837.6792985322,0.2874237830027715
TLJ2,population_total,0.006560975002752878,0.006578072143314628,-1.709714056175038e-05,3538486.7740308126,3539989.672018882,-0.04247290110279689
TLJ3,emp_total_jobs,0.0059454664561173765,0.005740252948375213,0.00020521350774216351,1044602.6517112242,1039288.1831262521,0.508755034870545
TLJ3,gdhi_total_mn_gbp,0.03529919248438329,0.03555959836847156,-0.00026040588408826615,127697.50188355426,128535.23701595723,-0.6560309481753901
TLJ3,nominal_gva_mn_gbp,0.03619037075810949,0.03364414857386255,0.002546222184246938,183888.24999627616,172493.58040427873,6.196518587907695
TLJ3,population_16_64,0.0041092826586388576,0.004080127541863154,2.915511677570315e-05,1413012.9220779222,1411987.5803508125,0.07256421445896999
TLJ3,population_total,0.00595838575037444,0.006031428472208722,-7.304272183428218e-05,2391782.3028509975,2396127.775746734,-0.18168346218452314
TLJ4,emp_total_jobs,0.010971311908245962,0.0100933282737381,0.0008779836345078618,1001391.7420323811,979875.2149185336,2.1486623277098826
TLJ4,gdhi_total_mn_gbp,0.038480562890401915,0.03845589712008901,2.4665770312903845e-05,129906.02777648038,129825.82857827326,0.06173631784439637
TLJ4,nominal_gva_mn_gbp,0.03565023677789214,0.03402181184112241,0.0016284249367697345,131973.76437544113,126683.18514199252,4.008811341016139
TLJ4,population_16_64,0.0055077282624216295,0.005360838116688527,0.00014689014573310288,1345121.0084033618,1340217.0421969953,0.36457435247311265
TLJ4,population_total,0.007650825941460493,0.007566931616087125,8.389432537336816e-05,2326287.2501686914,2321450.072583495,0.20793552407792903
TLK3,emp_total_jobs,0.012730794021877934,0.011127614020332022,0.001603180001545912,322720.1783368106,310188.0103707165,3.8832923403428365
TLK3,gdhi_total_mn_gbp,0.03853142717865721,0.038498136132467886,3.3291046189320994e-05,34947.23136534808,34918.11615636477,0.08331191870089016
TLK3,nominal_gva_mn_gbp,0.03877029504600915,0.03582963380069737,0.002940661245311782,37718.722571404105,35038.54184072279,7.1057038732092455
TLK3,population_16_64,0.004352323761158683,0.004355136553489292,-2.8127923306087155e-06,384394.52100840333,383857.65550754237,0.13966523233800432
TLK3,population_total,0.006763052473963693,0.006739618746897547,2.343372706614666e-05,697426.5848733594,697020.860307099,0.05817451973588739
TLK4,emp_total_jobs,0.008093016770180705,0.007719702431183473,0.00037331433899723265,627553.2401574838,621769.1384588607,0.9216909942448281
TLK4,gdhi_total_mn_gbp,0.03589879827516351,0.03610121275112843,-0.00020241447596491824,70070.50657491857,70427.36336982991,-0.5092824532812346
TLK4,nominal_gva_mn_gbp,0.0339235868324832,0.032998480899779414,0.0009251059327037847,75307.14430635367,73574.68582158095,2.3005234108001593
TLK4,population_16_64,0.004171263127145108,0.004130540024434248,4.0723102710860104e-05,823565.6386554621,822731.0740461373,0.10133553054584299
TLK4,population_total,0.005825786087130913,0.005678230057000633,0.0001475560301302803,1435774.6669715135,1438043.5869901017,-0.15802758404799278
TLK5,emp_total_jobs,0.016981172788449683,0.013022144644925682,0.0039590281435240016,880293.9506059289,798506.3449730644,9.290942596682395
TLK5,gdhi_total_mn_gbp,0.03879567979315035,0.03873880559376386,5.687419938649185e-05,64793.87680510416,64701.705596414155,0.14225296159890988
TLK5,nominal_gva_mn_gbp,0.041561062676105376,0.03669250280297165,0.0048685598731337265,117556.27837962736,105165.1893848342,10.540559096961466
TLK5,population_16_64,0.007051279949767508,0.005888212225852785,0.0011630677239147236,779862.4606569902,770467.8940920993,1.2046440287658555
TLK5,population_total,0.007771417829179894,0.007043575926146239,0.0007278419030336547,1190193.3191675923,1186749.8068122347,0.289323784623996
TLK6,emp_total_jobs,0.009257648804389174,0.008777436041865094,0.0004802127625240793,857784.1763513118,847638.7111344469,1.1827526662965382
TLK6,gdhi_total_mn_gbp,0.0354109437189265,0.03565718926002415,-0.00024624554109764496,97695.82957466041,98301.72350928892,-0.6201840316689022
TLK6,nominal_gva_mn_gbp,0.03313206510596878,0.032106387782381285,0.0010256773235874928,98805.14818291206,96698.711767961,2.131909575249602
TLK6,population_16_64,0.004533145671799188,0.004486782920410715,4.6362751388473455e-05,1064037.8388082506,1062146.3464777553,0.17776551373528404
TLK6,population_total,0.006556024033268715,0.006551783778352638,4.240254916076935e-06,1907849.1279873187,1907648.211259559,0.01053105954827993
TLK7,emp_total_jobs,0.008514750999629284,0.008102695011049654,0.00041205598857962933,788729.2496332045,780712.2093019027,1.0164502375219597
TLK7,gdhi_total_mn_gbp,0.037202571846616905,0.037288083743677536,-8.551189706063056e-05,92356.49987187119,92554.676028091,-0.21457737841379387
TLK7,nominal_gva_mn_gbp,0.03556322814391888,0.033838460305463336,0.0017247678384555432,121630.68623648795,116471.80812146259,4.241428108853141
TLK7,population_16_64,0.005524833505546001,0.00537026913507499,0.0001545643704710109,1006941.5286478226,1003079.1045013709,0.3835797845817668
TLK7,population_total,0.008041059095964975,0.007899339459432886,0.0001417196365320894,1755804.1763791894,1749643.4009140295,0.35088055650173144
TLL3,gdhi_total_mn_gbp,0.029637266621776126,0.029919315557705994,-0.00028204893592986835,30542.831594118165,30761.109938741418,-0.7146630918964503
TLL3,nominal_gva_mn_gbp,0.03349373642703868,0.03216582297794135,0.0013279134490973288,42430.18559183789,41035.26105839106,3.2875758472175276
TLL3,population_16_64,0.000708456648448319,0.0007184699775948378,-1.0013329146518757e-05,424850.64094728814,424956.9326483245,-0.025018604373383546
TLL3,population_total,0.002188031413643543,0.0022325195856005564,-4.448817195701338e-05,740346.1556236688,741168.2118926559,-0.11103674446646394
TLL4,gdhi_total_mn_gbp,0.03052089054653573,0.030723512534827524,-0.00020262198829179567,39567.23300960338,39770.0043446695,-0.5124728712187387
TLL4,nominal_gva_mn_gbp,0.03245196701047326,0.03092084225142666,0.0015311247590465982,47314.2778028246,45523.35655935708,3.785160265852361
TLL4,population_16_64,0.0015675062750630797,0.001499657909916241,6.784836514683867e-05,573014.2933537053,572044.6508947209,0.16921784853032307
TLL4,population_total,0.0028123771393497865,0.0027989412848530293,1.3435854496757216e-05,983140.5942157473,982811.3399424283,0.03349004966900493
TLL5,gdhi_total_mn_gbp,0.032870081946631435,0.03286230532219814,7.77662443329774e-06,71908.08054397203,71894.00531077103,0.01957392423010962
TLL5,nominal_gva_mn_gbp,0.03404236580488984,0.03200563538325851,0.0020367304216313276,98240.7197224223,93331.59253830087,4.997039107604362
TLL5,population_16_64,0.003547948741273066,0.003306057895859027,0.00024189084541403894,1075708.5362872423,1069245.147689735,0.6008494289554855
TLL5,population_total,0.003769506789811805,0.0034079186601174705,0.0003615881296943346,1705913.2210823302,1701581.5459055002,0.2539211914942441
TLM0,gdhi_total_mn_gbp,0.03362540825736415,0.033857817689648684,-0.00023240943228453048,49499.98577959217,49790.18090168447,-0.586252940322951
TLM0,nominal_gva_mn_gbp,0.03271468418911749,0.031169073701662553,0.0015456104874549403,57420.75478486221,55227.65476995624,3.8193507262710757
TLM0,population_16_64,0.0015612736462089494,0.0015810901098238794,-1.9816463614930058e-05,611426.0252100845,610027.4683377484,0.22873688961073668
TLM0,population_total,0.0026214154679444768,0.002567133243031705,5.428222491277168e-05,1005216.8316871143,1003857.1467212213,0.13526285305142105
TLM1,gdhi_total_mn_gbp,0.03904454094643106,0.038792896218732054,0.0002516447276990075,75234.4355468277,74762.12300439707,0.6277877131631526
TLM1,nominal_gva_mn_gbp,0.04198393208573248,0.03689928983614066,0.00508464224959182,136914.0194404653,120562.52966968105,11.942889294762393
TLM1,population_16_64,0.005426542397206413,0.004573229157284198,0.0008533132399222154,822779.2788388084,805498.44533078,2.100300038233449
TLM1,population_total,0.006439415401784387,0.005787008684365658,0.0006524067174187298,1272045.2817652514,1255381.7074563773,1.3099827928884422
TLM2,gdhi_total_mn_gbp,0.03899797284750761,0.03875046307173857,0.0002475097757690392,39399.364757055206,39156.06171181965,0.6175303757708028
TLM2,nominal_gva_mn_gbp,0.03556448532571177,0.03319148106970027,0.0023730042560115017,45089.12421571483,42478.30584124224,5.790350599807493
