region_code,region,year,metric,value,ci_lower,ci_upper,formula,method,data_type
E12000002,North West,2043,productivity_gbp_per_job,91806.86014664486,83558.6245096902,101498.77903231965,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000002,North West,2043,income_per_worker_gbp,75974.26640093281,66929.84380681434,85182.8965270865,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000002,North West,2044,productivity_gbp_per_job,93281.65771767982,84542.1104285609,103575.58848456744,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000002,North West,2044,income_per_worker_gbp,77891.84206884596,68316.36076140076,87585.54392506539,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000002,North West,2045,productivity_gbp_per_job,94831.41581281768,85732.49817002524,105600.77161398323,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000002,North West,2045,income_per_worker_gbp,80035.16933736466,69897.21501354707,90201.56071119948,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000002,North West,2046,productivity_gbp_per_job,96471.84274930316,86897.72599299002,107921.78976174744,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000002,North West,2046,income_per_worker_gbp,82354.18508367307,71782.83562966745,93038.49834596417,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000002,North West,2047,productivity_gbp_per_job,98196.71333681548,88178.40277282838,109835.25743291026,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000002,North West,2047,income_per_worker_gbp,84556.74709021703,73254.14368820412,95562.78284196924,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000002,North West,2048,productivity_gbp_per_job,99885.08776204522,89976.15084518399,111920.29771741158,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000002,North West,2048,income_per_worker_gbp,86904.18764134997,75037.23022420266,98698.94740325955,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000002,North West,2049,productivity_gbp_per_job,101491.67750288597,90924.13394012293,114455.96942400339,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000002,North West,2049,income_per_worker_gbp,89426.36616253205,76713.99573574128,101827.53584901636,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000002,North West,2050,productivity_gbp_per_job,103231.28411317129,92111.57939943888,116372.3105190601,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000002,North West,2050,income_per_worker_gbp,91811.50644927136,78867.38476211319,104687.20139397378,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000003,Yorkshire and The Humber,2009,productivity_gbp_per_job,43691.38146894193,42303.97267520761,45105.0774898685,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,historical
E12000003,Yorkshire and The Humber,2009,income_per_worker_gbp,32380.222175513078,31167.826669563437,33683.65330170792,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,historical
E12000003,Yorkshire and The Humber,2010,productivity_gbp_per_job,44425.47384508565,43054.62487931985,45831.80166053707,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,historical
E12000003,Yorkshire and The Humber,2010,income_per_worker_gbp,33036.60374167311,31788.944848463932,34352.99606687184,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,historical
E12000003,Yorkshire and The Humber,2011,productivity_gbp_per_job,45510.50839058302,44103.83899938303,46952.568602826876,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,historical
E12000003,Yorkshire and The Humber,2011,income_per_worker_gbp,34076.95406523051,32744.429093915507,35416.76823596963,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,historical
E12000003,Yorkshire and The Humber,2012,productivity_gbp_per_job,47040.07238248993,45575.17643033345,48537.55694391552,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,historical
E12000003,Yorkshire and The Humber,2012,income_per_worker_gbp,35572.77504398164,34229.33497449898,36958.43421830851,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,historical
E12000003,Yorkshire and The Humber,2013,productivity_gbp_per_job,47624.93124463478,46128.46941146508,49174.89236617616,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,historical
E12000003,Yorkshire and The Humber,2013,income_per_worker_gbp,36212.96342873792,34842.582862346266,37616.36543736105,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,historical
E12000003,Yorkshire and The Humber,2014,productivity_gbp_per_job,47616.71826949692,46109.94264998296,49145.47988484654,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,historical
E12000003,Yorkshire and The Humber,2014,income_per_worker_gbp,36251.111317034985,34845.29194966469,37684.26074480524,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,historical
E12000003,Yorkshire and The Humber,2015,productivity_gbp_per_job,48196.925950147604,46717.039310674365,49734.44885917529,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,historical
E12000003,Yorkshire and The Humber,2015,income_per_worker_gbp,36987.23222129133,35571.16013631627,38459.067756630495,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,historical
E12000003,Yorkshire and The Humber,2016,productivity_gbp_per_job,48915.59095695702,47395.48547730547,50463.6367072422,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,historical
E12000003,Yorkshire and The Humber,2016,income_per_worker_gbp,37239.60687222429,35851.633121541985,38748.35850773011,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,historical
E12000003,Yorkshire and The Humber,2017,productivity_gbp_per_job,50423.07660508187,48837.368053396924,52024.08413039456,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,historical
E12000003,Yorkshire and The Humber,2017,income_per_worker_gbp,37803.26081503992,36368.193362439546,39289.176608567956,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,historical
E12000003,Yorkshire and The Humber,2018,productivity_gbp_per_job,51806.618498099044,50145.67826516524,53505.593592805206,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,historical
E12000003,Yorkshire and The Humber,2018,income_per_worker_gbp,39111.952666747275,37609.397922293094,40630.051404106445,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,historical
E12000003,Yorkshire and The Humber,2019,productivity_gbp_per_job,53619.49585080845,51914.27673249922,55312.27444173734,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,historical
E12000003,Yorkshire and The Humber,2019,income_per_worker_gbp,40387.723892774105,38816.61793934813,41944.62666621466,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,historical
E12000003,Yorkshire and The Humber,2020,productivity_gbp_per_job,52760.5833273278,51097.51434188197,54468.01929243933,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,historical
E12000003,Yorkshire and The Humber,2020,income_per_worker_gbp,41777.525690867806,40171.889000742376,43411.4714870874,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,historical
E12000003,Yorkshire and The Humber,2021,productivity_gbp_per_job,56341.74587355361,54541.94594566167,58112.59206144912,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,historical
E12000003,Yorkshire and The Humber,2021,income_per_worker_gbp,41446.67389585445,39865.94368009364,43121.72822502798,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,historical
E12000003,Yorkshire and The Humber,2022,productivity_gbp_per_job,60950.062821399806,59038.771088191796,62846.8260254496,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,historical
E12000003,Yorkshire and The Humber,2022,income_per_worker_gbp,43413.97290221482,41795.980810715904,45154.472654411045,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,historical
E12000003,Yorkshire and The Humber,2023,productivity_gbp_per_job,65646.81207910304,63646.63250403076,67757.1638533343,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,historical
E12000003,Yorkshire and The Humber,2023,income_per_worker_gbp,47147.14511735166,45336.08353606302,48978.69317411032,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,historical
E12000003,Yorkshire and The Humber,2024,productivity_gbp_per_job,66289.95843354477,63335.523037334635,69424.59694763244,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,historical
E12000003,Yorkshire and The Humber,2024,income_per_worker_gbp,46798.065109572235,45155.797344210485,48512.545967439466,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,historical
E12000003,Yorkshire and The Humber,2025,productivity_gbp_per_job,67152.85019430675,65597.86538023192,68824.18271879357,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,historical
E12000003,Yorkshire and The Humber,2025,income_per_worker_gbp,47969.612938752136,46040.657945109655,49916.70835731549,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,historical
E12000003,Yorkshire and The Humber,2026,productivity_gbp_per_job,68389.84385945115,66011.17598674049,70826.45812060227,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000003,Yorkshire and The Humber,2026,income_per_worker_gbp,49341.29495795732,46996.48444630485,51672.52724941007,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000003,Yorkshire and The Humber,2027,productivity_gbp_per_job,69540.02041251001,66643.95581308869,72743.75092871093,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000003,Yorkshire and The Humber,2027,income_per_worker_gbp,50789.06429830832,47964.70900530959,53529.99357964544,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000003,Yorkshire and The Humber,2028,productivity_gbp_per_job,70542.2110148016,67104.49577041226,74323.94964540876,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000003,Yorkshire and The Humber,2028,income_per_worker_gbp,52228.72132487498,49004.03161050244,55415.2840398484,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000003,Yorkshire and The Humber,2029,productivity_gbp_per_job,71512.4179679854,67636.210738352,75842.35844175058,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000003,Yorkshire and The Humber,2029,income_per_worker_gbp,53725.36773708276,50024.69541227577,57375.56356769018,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000003,Yorkshire and The Humber,2030,productivity_gbp_per_job,72509.33579246282,68239.41121809525,77353.69850768772,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000003,Yorkshire and The Humber,2030,income_per_worker_gbp,55311.66534068335,51250.60661850992,59379.192231893154,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000003,Yorkshire and The Humber,2031,productivity_gbp_per_job,73663.11789934126,68935.52650813186,78983.31115444512,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000003,Yorkshire and The Humber,2031,income_per_worker_gbp,57132.86352720691,52604.958110408144,61585.9478879149,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000003,Yorkshire and The Humber,2032,productivity_gbp_per_job,74975.98745639565,69812.94584867236,80683.01947709647,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000003,Yorkshire and The Humber,2032,income_per_worker_gbp,59064.83830786102,54093.2558987036,63902.32339950232,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000003,Yorkshire and The Humber,2033,productivity_gbp_per_job,76354.57144899346,70858.8190784813,82595.18614613541,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000003,Yorkshire and The Humber,2033,income_per_worker_gbp,61061.20215252479,55824.146098721125,66373.44304972529,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000003,Yorkshire and The Humber,2034,productivity_gbp_per_job,77717.06775375028,71783.13151540271,84400.91824846753,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000003,Yorkshire and The Humber,2034,income_per_worker_gbp,63045.306853938506,57196.54443846632,68888.63094364943,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000003,Yorkshire and The Humber,2035,productivity_gbp_per_job,78913.24158159754,72716.24085467955,86031.8358652746,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000003,Yorkshire and The Humber,2035,income_per_worker_gbp,64952.4268629887,58709.91699425131,71220.82638478366,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000003,Yorkshire and The Humber,2036,productivity_gbp_per_job,80078.72664307931,73396.15345664175,87652.36153124654,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000003,Yorkshire and The Humber,2036,income_per_worker_gbp,66967.47837728269,60294.636984436926,73573.98977745687,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000003,Yorkshire and The Humber,2037,productivity_gbp_per_job,81388.04321500723,74459.48289708153,89572.00309982196,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000003,Yorkshire and The Humber,2037,income_per_worker_gbp,68930.35166595306,61828.17722350652,76032.61663377506,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000003,Yorkshire and The Humber,2038,productivity_gbp_per_job,82709.96565773949,75343.11799846494,91497.6593124944,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000003,Yorkshire and The Humber,2038,income_per_worker_gbp,71029.90881971212,63432.75853495584,78845.71914028884,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000003,Yorkshire and The Humber,2039,productivity_gbp_per_job,84329.54106549373,76487.26321090953,93398.03769319288,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000003,Yorkshire and The Humber,2039,income_per_worker_gbp,73341.34188551683,65207.787885539445,81519.74409432274,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000003,Yorkshire and The Humber,2040,productivity_gbp_per_job,85994.35236633872,77882.84787061978,95525.8437145508,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000003,Yorkshire and The Humber,2040,income_per_worker_gbp,75820.42752543985,67299.88023340734,84405.03898691847,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000003,Yorkshire and The Humber,2041,productivity_gbp_per_job,87541.62443513346,78948.73947369207,97995.26228423088,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000003,Yorkshire and The Humber,2041,income_per_worker_gbp,78170.3082054497,68889.66795293002,87500.39724415436,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000003,Yorkshire and The Humber,2042,productivity_gbp_per_job,89142.71902966707,80207.16413766681,99974.21297291426,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000003,Yorkshire and The Humber,2042,income_per_worker_gbp,80570.34129886181,70814.28130338357,90298.7276694637,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000003,Yorkshire and The Humber,2043,productivity_gbp_per_job,90613.95858404128,81287.51163789043,102049.69692263773,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000003,Yorkshire and The Humber,2043,income_per_worker_gbp,82989.61463627398,72614.87317570833,93309.10889666181,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000003,Yorkshire and The Humber,2044,productivity_gbp_per_job,92085.31344901769,82560.89821599588,103804.6618534257,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000003,Yorkshire and The Humber,2044,income_per_worker_gbp,85411.25717064588,74620.34621478368,96366.03862078002,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000003,Yorkshire and The Humber,2045,productivity_gbp_per_job,93652.15239264145,83575.23204875248,106159.1290448167,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000003,Yorkshire and The Humber,2045,income_per_worker_gbp,88037.17388858607,76962.62857239188,99461.00562749784,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000003,Yorkshire and The Humber,2046,productivity_gbp_per_job,95361.90757475246,85086.09640115738,108095.10092582814,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000003,Yorkshire and The Humber,2046,income_per_worker_gbp,90830.63226626556,78542.33207083124,103381.93214949372,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000003,Yorkshire and The Humber,2047,productivity_gbp_per_job,97265.56810117692,86214.7449828904,110623.45442244383,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000003,Yorkshire and The Humber,2047,income_per_worker_gbp,93635.42171063695,80931.09063561697,106311.554684608,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000003,Yorkshire and The Humber,2048,productivity_gbp_per_job,99044.64734932796,87775.99095932998,112910.70197920967,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000003,Yorkshire and The Humber,2048,income_per_worker_gbp,96609.01002953711,83154.27194613517,110204.95915580759,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000003,Yorkshire and The Humber,2049,productivity_gbp_per_job,100814.55690285386,89201.11417902334,115493.65045508201,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000003,Yorkshire and The Humber,2049,income_per_worker_gbp,99663.76857175167,85666.1735430719,114218.33123060546,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000003,Yorkshire and The Humber,2050,productivity_gbp_per_job,102838.45024504467,90432.83121209599,118222.39458109229,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000003,Yorkshire and The Humber,2050,income_per_worker_gbp,102584.5054799013,88104.06874657492,117565.59733019646,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000004,East Midlands,2009,productivity_gbp_per_job,42522.452820094084,41211.06984297134,43859.91192636297,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,historical
E12000004,East Midlands,2009,income_per_worker_gbp,33276.412900210955,32003.18070406261,34618.183414267245,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,historical
E12000004,East Midlands,2010,productivity_gbp_per_job,44050.33300610851,42681.72867267008,45452.373839012675,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,historical
E12000004,East Midlands,2010,income_per_worker_gbp,33620.89278914168,32350.868086919454,34930.37482240526,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,historical
E12000004,East Midlands,2011,productivity_gbp_per_job,44803.793468524615,43406.05271586039,46243.32385424496,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,historical
E12000004,East Midlands,2011,income_per_worker_gbp,34571.26107525108,33238.73308031282,35922.52644905326,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,historical
E12000004,East Midlands,2012,productivity_gbp_per_job,46481.66194424801,45000.81719780971,48000.88988881037,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,historical
E12000004,East Midlands,2012,income_per_worker_gbp,35977.644793290936,34597.65217640426,37424.54550868987,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,historical
E12000004,East Midlands,2013,productivity_gbp_per_job,48274.34644433686,46747.389313813284,49834.01192615064,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,historical
E12000004,East Midlands,2013,income_per_worker_gbp,37255.2378034785,35863.08455377506,38695.48675273306,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,historical
E12000004,East Midlands,2014,productivity_gbp_per_job,49019.14590868793,47502.01479681518,50583.450057386326,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,historical
E12000004,East Midlands,2014,income_per_worker_gbp,37930.50714517261,36435.967956914224,39405.49131467332,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,historical
E12000004,East Midlands,2015,productivity_gbp_per_job,48922.43052963737,47396.86542191598,50506.87268067155,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,historical
E12000004,East Midlands,2015,income_per_worker_gbp,38848.546136450976,37329.226067928874,40409.24700995093,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,historical
E12000004,East Midlands,2016,productivity_gbp_per_job,48950.93554745641,47429.1278120078,50531.351405382746,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,historical
E12000004,East Midlands,2016,income_per_worker_gbp,38308.98471674904,36880.16733367276,39813.12161978256,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,historical
E12000004,East Midlands,2017,productivity_gbp_per_job,50781.703343564644,49193.539496795245,52389.32260253633,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,historical
E12000004,East Midlands,2017,income_per_worker_gbp,39751.52137477236,38216.36781596321,41326.571477193495,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,historical
E12000004,East Midlands,2018,productivity_gbp_per_job,52848.928844497736,51224.04069286333,54545.33498253942,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,historical
E12000004,East Midlands,2018,income_per_worker_gbp,41149.91475539175,39589.73041874435,42786.524898213655,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,historical
E12000004,East Midlands,2019,productivity_gbp_per_job,54287.945655572774,52626.6169963359,56017.95869014841,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,historical
E12000004,East Midlands,2019,income_per_worker_gbp,42444.41421504463,40877.87093429133,44111.91444787534,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,historical
E12000004,East Midlands,2020,productivity_gbp_per_job,53993.47691548071,52287.23857565618,55734.83398008242,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,historical
E12000004,East Midlands,2020,income_per_worker_gbp,43740.67806056242,42117.972918006475,45426.94792434261,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,historical
E12000004,East Midlands,2021,productivity_gbp_per_job,56421.69492283258,54670.94936091942,58208.80067386825,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,historical
E12000004,East Midlands,2021,income_per_worker_gbp,44058.54288244628,42364.705731353264,45769.534591968484,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,historical
E12000004,East Midlands,2022,productivity_gbp_per_job,59199.88930069097,57369.80770036243,61066.2161579485,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,historical
E12000004,East Midlands,2022,income_per_worker_gbp,45552.02906738065,43765.18344063699,47345.7307860403,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,historical
E12000004,East Midlands,2023,productivity_gbp_per_job,65394.27073328067,63331.40899241838,67460.79027460482,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,historical
E12000004,East Midlands,2023,income_per_worker_gbp,50576.143723346875,48691.58433205252,52564.46135067147,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,historical
E12000004,East Midlands,2024,productivity_gbp_per_job,66176.74479706273,63739.8164581707,68632.09406593534,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,historical
E12000004,East Midlands,2024,income_per_worker_gbp,50052.13463925468,48278.02585744163,51903.37660026224,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,historical
E12000004,East Midlands,2025,productivity_gbp_per_job,67847.05137506,63056.413371604336,72464.26241865038,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,historical
E12000004,East Midlands,2025,income_per_worker_gbp,51578.23360379952,49141.062696554836,53897.56616904464,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,historical
E12000004,East Midlands,2026,productivity_gbp_per_job,69152.35692480594,63275.44578170507,74681.14195784791,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000004,East Midlands,2026,income_per_worker_gbp,53256.34045185971,50276.12591834537,56116.73122940488,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000004,East Midlands,2027,productivity_gbp_per_job,70402.80020068047,63736.236678030975,76726.39277408346,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000004,East Midlands,2027,income_per_worker_gbp,54979.48450267793,51551.605962885325,58309.67395492379,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000004,East Midlands,2028,productivity_gbp_per_job,71449.66362837804,63999.8407217383,78610.3358974778,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000004,East Midlands,2028,income_per_worker_gbp,56779.28515505124,52818.11639348009,60747.93196760934,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000004,East Midlands,2029,productivity_gbp_per_job,72466.59395139824,64099.84342600683,80583.27549114652,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000004,East Midlands,2029,income_per_worker_gbp,58593.61671948967,54138.31982284065,63047.72755493115,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000004,East Midlands,2030,productivity_gbp_per_job,73596.85143946919,64201.99461519161,82384.89423495303,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000004,East Midlands,2030,income_per_worker_gbp,60565.65541773579,55682.86459435352,65450.94363092197,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000004,East Midlands,2031,productivity_gbp_per_job,74879.07802402857,64807.88104380395,84519.0382451921,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000004,East Midlands,2031,income_per_worker_gbp,62700.58428085353,57191.38795623066,68016.78913673178,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000004,East Midlands,2032,productivity_gbp_per_job,76324.10854130259,65562.92402025206,86672.58229212671,nominal_gva_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
E12000004,East Midlands,2032,income_per_worker_gbp,65058.65022555909,58890.12840100505,70990.47094280507,gdhi_total_mn_gbp / emp_total_jobs * 1e6,derived_monte_carlo,forecast
