region_code,region_name,region_level,metric_id,period,value,unit,freq,source,vintage,metric,year,data_type,ci_lower,ci_upper,method
E12000001,North East,ITL1,emp_total_jobs,2009,1012000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2009,historical,,,
E12000002,North West,ITL1,emp_total_jobs,2009,3012000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2009,historical,,,
E12000003,Yorkshire and The Humber,ITL1,emp_total_jobs,2009,2224000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2009,historical,,,
E12000004,East Midlands,ITL1,emp_total_jobs,2009,1907000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2009,historical,,,
E12000005,West Midlands,ITL1,emp_total_jobs,2009,2302000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2009,historical,,,
E12000006,East,ITL1,emp_total_jobs,2009,2423000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2009,historical,,,
E12000007,London,ITL1,emp_total_jobs,2009,4143000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2009,historical,,,
E12000008,South East,ITL1,emp_total_jobs,2009,3727000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2009,historical,,,
E12000009,South West,ITL1,emp_total_jobs,2009,2314000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2009,historical,,,
W92000004,Wales,ITL1,emp_total_jobs,2009,1171000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2009,historical,,,
S92000003,Scotland,ITL1,emp_total_jobs,2009,2407000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2009,historical,,,
E12000001,North East,ITL1,emp_total_jobs,2010,1011000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2010,historical,,,
E12000002,North West,ITL1,emp_total_jobs,2010,2980000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2010,historical,,,
E12000003,Yorkshire and The Humber,ITL1,emp_total_jobs,2010,2202000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2010,historical,,,
E12000004,East Midlands,ITL1,emp_total_jobs,2010,1906000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2010,historical,,,
E12000005,West Midlands,ITL1,emp_total_jobs,2010,2312000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2010,historical,,,
E12000006,East,ITL1,emp_total_jobs,2010,2400000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2010,historical,,,
E12000007,London,ITL1,emp_total_jobs,2010,4206000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2010,historical,,,
E12000008,South East,ITL1,emp_total_jobs,2010,3783000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2010,historical,,,
E12000009,South West,ITL1,emp_total_jobs,2010,2284000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2010,historical,,,
W92000004,Wales,ITL1,emp_total_jobs,2010,1166000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2010,historical,,,
S92000003,Scotland,ITL1,emp_total_jobs,2010,2331000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2010,historical,,,
E12000001,North East,ITL1,emp_total_jobs,2011,1006000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2011,historical,,,
E12000002,North West,ITL1,emp_total_jobs,2011,2977000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2011,historical,,,
E12000003,Yorkshire and The Humber,ITL1,emp_total_jobs,2011,2184000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2011,historical,,,
E12000004,East Midlands,ITL1,emp_total_jobs,2011,1902000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2011,historical,,,
E12000005,West Midlands,ITL1,emp_total_jobs,2011,2302000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2011,historical,,,
E12000006,East,ITL1,emp_total_jobs,2011,2405000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2011,historical,,,
E12000007,London,ITL1,emp_total_jobs,2011,4304000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2011,historical,,,
E12000008,South East,ITL1,emp_total_jobs,2011,3756000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2011,historical,,,
E12000009,South West,ITL1,emp_total_jobs,2011,2238000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2011,historical,,,
W92000004,Wales,ITL1,emp_total_jobs,2011,1170000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2011,historical,,,
S92000003,Scotland,ITL1,emp_total_jobs,2011,2350000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2011,historical,,,
E12000001,North East,ITL1,emp_total_jobs,2012,1001000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2012,historical,,,
E12000002,North West,ITL1,emp_total_jobs,2012,2987000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2012,historical,,,
E12000003,Yorkshire and The Humber,ITL1,emp_total_jobs,2012,2164000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2012,historical,,,
E12000004,East Midlands,ITL1,emp_total_jobs,2012,1903000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2012,historical,,,
E12000005,West Midlands,ITL1,emp_total_jobs,2012,2323000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2012,historical,,,
E12000006,East,ITL1,emp_total_jobs,2012,2419000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2012,historical,,,
E12000007,London,ITL1,emp_total_jobs,2012,4447000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2012,historical,,,
E12000008,South East,ITL1,emp_total_jobs,2012,3780000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2012,historical,,,
E12000009,South West,ITL1,emp_total_jobs,2012,2232000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2012,historical,,,
W92000004,Wales,ITL1,emp_total_jobs,2012,1178000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2012,historical,,,
S92000003,Scotland,ITL1,emp_total_jobs,2012,2319000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2012,historical,,,
E12000001,North East,ITL1,emp_total_jobs,2013,1006000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2013,historical,,,
E12000002,North West,ITL1,emp_total_jobs,2013,3017000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2013,historical,,,
E12000003,Yorkshire and The Humber,ITL1,emp_total_jobs,2013,2193000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2013,historical,,,
E12000004,East Midlands,ITL1,emp_total_jobs,2013,1907000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2013,historical,,,
E12000005,West Midlands,ITL1,emp_total_jobs,2013,2340000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2013,historical,,,
E12000006,East,ITL1,emp_total_jobs,2013,2447000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2013,historical,,,
E12000007,London,ITL1,emp_total_jobs,2013,4560000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2013,historical,,,
E12000008,South East,ITL1,emp_total_jobs,2013,3825000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2013,historical,,,
E12000009,South West,ITL1,emp_total_jobs,2013,2266000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2013,historical,,,
W92000004,Wales,ITL1,emp_total_jobs,2013,1187000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2013,historical,,,
S92000003,Scotland,ITL1,emp_total_jobs,2013,2348000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2013,historical,,,
E12000001,North East,ITL1,emp_total_jobs,2014,1034000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2014,historical,,,
E12000002,North West,ITL1,emp_total_jobs,2014,3086000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2014,historical,,,
E12000003,Yorkshire and The Humber,ITL1,emp_total_jobs,2014,2261000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2014,historical,,,
E12000004,East Midlands,ITL1,emp_total_jobs,2014,1947000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2014,historical,,,
E12000005,West Midlands,ITL1,emp_total_jobs,2014,2404000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2014,historical,,,
E12000006,East,ITL1,emp_total_jobs,2014,2557000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2014,historical,,,
E12000007,London,ITL1,emp_total_jobs,2014,4737000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2014,historical,,,
E12000008,South East,ITL1,emp_total_jobs,2014,3908000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2014,historical,,,
E12000009,South West,ITL1,emp_total_jobs,2014,2352000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2014,historical,,,
W92000004,Wales,ITL1,emp_total_jobs,2014,1209000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2014,historical,,,
S92000003,Scotland,ITL1,emp_total_jobs,2014,2437000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2014,historical,,,
E12000001,North East,ITL1,emp_total_jobs,2015,1054000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2015,historical,,,
E12000002,North West,ITL1,emp_total_jobs,2015,3136000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2015,historical,,,
E12000003,Yorkshire and The Humber,ITL1,emp_total_jobs,2015,2313000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2015,historical,,,
E12000004,East Midlands,ITL1,emp_total_jobs,2015,1995000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2015,historical,,,
E12000005,West Midlands,ITL1,emp_total_jobs,2015,2447000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2015,historical,,,
E12000006,East,ITL1,emp_total_jobs,2015,2611000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2015,historical,,,
E12000007,London,ITL1,emp_total_jobs,2015,4894000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2015,historical,,,
E12000008,South East,ITL1,emp_total_jobs,2015,4047000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2015,historical,,,
E12000009,South West,ITL1,emp_total_jobs,2015,2370000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2015,historical,,,
W92000004,Wales,ITL1,emp_total_jobs,2015,1220000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2015,historical,,,
S92000003,Scotland,ITL1,emp_total_jobs,2015,2446000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2015,historical,,,
E12000001,North East,ITL1,emp_total_jobs,2015,1063000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2015,historical,,,
E12000002,North West,ITL1,emp_total_jobs,2015,3162000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2015,historical,,,
E12000003,Yorkshire and The Humber,ITL1,emp_total_jobs,2015,2330000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2015,historical,,,
E12000004,East Midlands,ITL1,emp_total_jobs,2015,2010000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2015,historical,,,
E12000005,West Midlands,ITL1,emp_total_jobs,2015,2465000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2015,historical,,,
E12000006,East,ITL1,emp_total_jobs,2015,2629000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2015,historical,,,
E12000007,London,ITL1,emp_total_jobs,2015,4924000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2015,historical,,,
E12000008,South East,ITL1,emp_total_jobs,2015,4073000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2015,historical,,,
E12000009,South West,ITL1,emp_total_jobs,2015,2387000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2015,historical,,,
W92000004,Wales,ITL1,emp_total_jobs,2015,1232000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2015,historical,,,
S92000003,Scotland,ITL1,emp_total_jobs,2015,2462000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2015,historical,,,
E12000001,North East,ITL1,emp_total_jobs,2016,1037000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2016,historical,,,
E12000002,North West,ITL1,emp_total_jobs,2016,3246000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2016,historical,,,
E12000003,Yorkshire and The Humber,ITL1,emp_total_jobs,2016,2340000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2016,historical,,,
E12000004,East Midlands,ITL1,emp_total_jobs,2016,2062000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2016,historical,,,
E12000005,West Midlands,ITL1,emp_total_jobs,2016,2505000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2016,historical,,,
E12000006,East,ITL1,emp_total_jobs,2016,2701000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2016,historical,,,
E12000007,London,ITL1,emp_total_jobs,2016,5019000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2016,historical,,,
E12000008,South East,ITL1,emp_total_jobs,2016,4147000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2016,historical,,,
E12000009,South West,ITL1,emp_total_jobs,2016,2420000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2016,historical,,,
W92000004,Wales,ITL1,emp_total_jobs,2016,1256000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2016,historical,,,
S92000003,Scotland,ITL1,emp_total_jobs,2016,2481000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2016,historical,,,
E12000001,North East,ITL1,emp_total_jobs,2017,1064000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2017,historical,,,
E12000002,North West,ITL1,emp_total_jobs,2017,3298000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2017,historical,,,
E12000003,Yorkshire and The Humber,ITL1,emp_total_jobs,2017,2381000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2017,historical,,,
E12000004,East Midlands,ITL1,emp_total_jobs,2017,2062000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2017,historical,,,
E12000005,West Midlands,ITL1,emp_total_jobs,2017,2579000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2017,historical,,,
E12000006,East,ITL1,emp_total_jobs,2017,2763000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2017,historical,,,
E12000007,London,ITL1,emp_total_jobs,2017,5138000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2017,historical,,,
E12000008,South East,ITL1,emp_total_jobs,2017,4107000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2017,historical,,,
E12000009,South West,ITL1,emp_total_jobs,2017,2437000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2017,historical,,,
W92000004,Wales,ITL1,emp_total_jobs,2017,1243000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2017,historical,,,
S92000003,Scotland,ITL1,emp_total_jobs,2017,2471000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2017,historical,,,
E12000001,North East,ITL1,emp_total_jobs,2018,1052000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2018,historical,,,
E12000002,North West,ITL1,emp_total_jobs,2018,3328000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2018,historical,,,
E12000003,Yorkshire and The Humber,ITL1,emp_total_jobs,2018,2390000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2018,historical,,,
E12000004,East Midlands,ITL1,emp_total_jobs,2018,2070000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2018,historical,,,
E12000005,West Midlands,ITL1,emp_total_jobs,2018,2577000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2018,historical,,,
E12000006,East,ITL1,emp_total_jobs,2018,2764000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2018,historical,,,
E12000007,London,ITL1,emp_total_jobs,2018,5148000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2018,historical,,,
E12000008,South East,ITL1,emp_total_jobs,2018,4147000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2018,historical,,,
E12000009,South West,ITL1,emp_total_jobs,2018,2469000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2018,historical,,,
W92000004,Wales,ITL1,emp_total_jobs,2018,1270000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2018,historical,,,
S92000003,Scotland,ITL1,emp_total_jobs,2018,2508000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2018,historical,,,
E12000001,North East,ITL1,emp_total_jobs,2019,1070000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2019,historical,,,
E12000002,North West,ITL1,emp_total_jobs,2019,3406000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2019,historical,,,
E12000003,Yorkshire and The Humber,ITL1,emp_total_jobs,2019,2397000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2019,historical,,,
E12000004,East Midlands,ITL1,emp_total_jobs,2019,2089000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2019,historical,,,
E12000005,West Midlands,ITL1,emp_total_jobs,2019,2593000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2019,historical,,,
E12000006,East,ITL1,emp_total_jobs,2019,2784000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2019,historical,,,
E12000007,London,ITL1,emp_total_jobs,2019,5252000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2019,historical,,,
E12000008,South East,ITL1,emp_total_jobs,2019,4214000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2019,historical,,,
E12000009,South West,ITL1,emp_total_jobs,2019,2497000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2019,historical,,,
W92000004,Wales,ITL1,emp_total_jobs,2019,1269000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2019,historical,,,
S92000003,Scotland,ITL1,emp_total_jobs,2019,2501000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2019,historical,,,
E12000001,North East,ITL1,emp_total_jobs,2020,1040000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2020,historical,,,
E12000002,North West,ITL1,emp_total_jobs,2020,3316000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2020,historical,,,
E12000003,Yorkshire and The Humber,ITL1,emp_total_jobs,2020,2343000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2020,historical,,,
E12000004,East Midlands,ITL1,emp_total_jobs,2020,2049000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2020,historical,,,
E12000005,West Midlands,ITL1,emp_total_jobs,2020,2564000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2020,historical,,,
E12000006,East,ITL1,emp_total_jobs,2020,2780000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2020,historical,,,
E12000007,London,ITL1,emp_total_jobs,2020,5121000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2020,historical,,,
E12000008,South East,ITL1,emp_total_jobs,2020,4107000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2020,historical,,,
E12000009,South West,ITL1,emp_total_jobs,2020,2474000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2020,historical,,,
W92000004,Wales,ITL1,emp_total_jobs,2020,1259000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2020,historical,,,
S92000003,Scotland,ITL1,emp_total_jobs,2020,2445000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2020,historical,,,
E12000001,North East,ITL1,emp_total_jobs,2021,1087000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2021,historical,,,
E12000002,North West,ITL1,emp_total_jobs,2021,3439000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2021,historical,,,
E12000003,Yorkshire and The Humber,ITL1,emp_total_jobs,2021,2438000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2021,historical,,,
E12000004,East Midlands,ITL1,emp_total_jobs,2021,2109000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2021,historical,,,
E12000005,West Midlands,ITL1,emp_total_jobs,2021,2605000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2021,historical,,,
E12000006,East,ITL1,emp_total_jobs,2021,2829000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2021,historical,,,
E12000007,London,ITL1,emp_total_jobs,2021,5329000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2021,historical,,,
E12000008,South East,ITL1,emp_total_jobs,2021,4153000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2021,historical,,,
E12000009,South West,ITL1,emp_total_jobs,2021,2538000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2021,historical,,,
W92000004,Wales,ITL1,emp_total_jobs,2021,1259000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2021,historical,,,
S92000003,Scotland,ITL1,emp_total_jobs,2021,2521000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2021,historical,,,
E12000001,North East,ITL1,emp_total_jobs,2022,1069000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2022,historical,,,
E12000002,North West,ITL1,emp_total_jobs,2022,3485000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2022,historical,,,
E12000003,Yorkshire and The Humber,ITL1,emp_total_jobs,2022,2473000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2022,historical,,,
E12000004,East Midlands,ITL1,emp_total_jobs,2022,2167000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2022,historical,,,
E12000005,West Midlands,ITL1,emp_total_jobs,2022,2663000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2022,historical,,,
E12000006,East,ITL1,emp_total_jobs,2022,2821000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2022,historical,,,
E12000007,London,ITL1,emp_total_jobs,2022,5618000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2022,historical,,,
E12000008,South East,ITL1,emp_total_jobs,2022,4269000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2022,historical,,,
E12000009,South West,ITL1,emp_total_jobs,2022,2568000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2022,historical,,,
W92000004,Wales,ITL1,emp_total_jobs,2022,1277000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2022,historical,,,
S92000003,Scotland,ITL1,emp_total_jobs,2022,2524000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2022,historical,,,
E12000001,North East,ITL1,emp_total_jobs,2023,1103000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2023,historical,,,
E12000002,North West,ITL1,emp_total_jobs,2023,3568000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2023,historical,,,
E12000003,Yorkshire and The Humber,ITL1,emp_total_jobs,2023,2496000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2023,historical,,,
E12000004,East Midlands,ITL1,emp_total_jobs,2023,2137000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2023,historical,,,
E12000005,West Midlands,ITL1,emp_total_jobs,2023,2684000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2023,historical,,,
E12000006,East,ITL1,emp_total_jobs,2023,2891000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2023,historical,,,
E12000007,London,ITL1,emp_total_jobs,2023,5675000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2023,historical,,,
E12000008,South East,ITL1,emp_total_jobs,2023,4323000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2023,historical,,,
E12000009,South West,ITL1,emp_total_jobs,2023,2598000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2023,historical,,,
W92000004,Wales,ITL1,emp_total_jobs,2023,1300000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2023,historical,,,
S92000003,Scotland,ITL1,emp_total_jobs,2023,2557000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2023,historical,,,
E12000001,North East,ITL1,emp_total_jobs,2024,1113000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2024,historical,,,
E12000002,North West,ITL1,emp_total_jobs,2024,3586000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2024,historical,,,
E12000003,Yorkshire and The Humber,ITL1,emp_total_jobs,2024,2499000.0,jobs,A,NOMIS,2025-10-30T18:51:00Z,emp_total_jobs,2024,historical,,,
