region,region_code,metric,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Cambridgeshire and Peterborough,TLH4,emp_total_jobs,,,,,,,,,,,,,,,,,,,376000.0,378000.0,375000.0,377000.0,387000.0,409000.0,423000.0,434000.0,447000.0,448000.0,456000.0,455000.0,460000.0,457000.0,472000.0,477000.0,490141.45551997033,499691.041345896,508138.4508110843,514565.958504217,520616.1714741325,526921.867562653,532126.0141708851,536406.8472505746,540533.6448292893,545315.9443922302,551060.6118387176,557505.2558436221,563636.0926384315,568852.3045369847,573104.0711439982,577028.172576485,581262.1741734429,586180.8198869677,591694.4430010888,597359.1962678089,602700.4300948865,607523.5294952712,612012.1421038564,616570.6893912535,621541.3842152641,626991.9831964998
Cambridgeshire and Peterborough,TLH4,employment_rate_pct,,,,,,,,,,,,,,,77.72377625450976,74.97114079630774,76.49229897454423,76.75411663995573,75.4793780191314,74.4633178980771,73.91252403104234,71.56077124829042,75.10345178879592,78.7342154362648,78.55696822463722,77.92205126064354,77.6022522657186,78.7360515927105,79.52501545354014,77.60093141348183,77.91947845393032,79.0870152264589,78.66562497626356,76.55946976997168,79.18695838847418,78.97683343470781,78.78670451407693,78.61466875243931,78.45900435806928,78.31815338938738,78.19070616255738,78.07538714289667,77.97104217889644,77.87662695108541,77.79119652012962,77.71389586956187,77.64395134848965,77.5806629286369,77.52339719822577,77.4715810225786,77.42469580799353,77.38227231148431,77.34388594443885,77.30915252319366,77.27772442399461,77.24928710386156,77.2235559525365,77.20027344400845,77.17920655910653,77.1601444533658
Cambridgeshire and Peterborough,TLH4,gdhi_per_head_gbp,,,,,,,10960.20042166786,11228.227384089849,11922.988430653513,12459.32111460146,12719.355522696986,13136.22493764891,13225.116206387478,13796.7015841611,14544.442387573898,15152.014359950288,15702.006179078511,15987.951109308926,16262.078117577537,16362.041068911369,16417.338792144965,16931.839589750616,17561.668866104963,18343.06758179332,19128.183380577193,19514.667019180706,19964.309614097703,20525.531160140206,21218.7030368333,21172.90528011896,21679.25930962075,22838.587203079645,24794.401782158664,24861.582926056748,25959.088413311798,26638.775090733387,27362.175715597474,28185.114123151267,29075.118012045616,29965.57811154027,30932.13648965319,31904.35983773837,32917.98749643353,33975.13954665587,35050.81242992839,36172.11357383311,37292.65773781331,38476.62896098564,39724.65543635923,41000.30951363893,42355.64744667763,43723.36971817819,45129.06213878009,46638.081763745795,48157.32039602581,49751.34825939249,51334.667643996516,53018.20559007979,54746.67904911172,56566.975901966216
Cambridgeshire and Peterborough,TLH4,gdhi_total_mn_gbp,,,,,,,7621.0,7869.0,8395.0,8821.0,9058.0,9428.0,9648.0,10181.0,10921.0,11497.0,12040.0,12420.0,12769.0,13035.0,13245.0,13841.0,14532.0,15386.0,16283.0,16829.0,17363.0,17995.0,18708.0,18738.0,19451.0,20741.0,22850.0,23208.631567592714,24327.25935427637,25365.895867005478,26447.586013740205,27574.056909784373,28742.861613071284,29959.13019175083,31224.563106019392,32540.865867760058,33909.72648216947,35332.7819484742,36811.56821606206,38347.444744869725,39941.47946285557,41594.27093656903,43322.09837286917,45125.877089906346,47007.10982479832,48967.75808210539,51010.15007000714,53136.91502998451,55350.936695124285,57655.32066375013,60053.37192885553,62548.579842888576,65144.608544758725,67845.29141586856
Cambridgeshire and Peterborough,TLH4,income_per_worker_gbp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45403.3977026869,48430.61836085775,48657.282727807025,49676.556051604304,50804.38299481318,52088.94844697267,53632.99240676612,55246.04322528623,56878.65636589337,58743.75287096448,60677.246515615676,62770.37274219902,64847.15442006137,66867.35719443182,68857.99390176522,70944.85550123158,73183.23929734458,75630.4203524781,78181.59126390106,80963.97205314667,83613.41773224995,86266.32269439164,89010.79164881438,91841.11248223124,94930.35662977697,98194.30772464424,101453.08461348026,104823.34024654476,108270.55378940525
Cambridgeshire and Peterborough,TLH4,nominal_gva_mn_gbp,,,,,,,,12059.0,12605.0,13109.0,13820.0,14463.0,15122.0,15802.0,16811.0,18192.0,18824.0,19326.0,18962.0,19532.0,19978.0,20821.0,21277.0,22227.0,22828.0,23868.0,25430.0,26210.0,27166.0,27242.0,28709.0,30696.0,34085.0,35707.5874136441,36286.8241804833,37341.861776456244,38326.30967828609,39270.36938097801,40189.611561370664,41108.19415848916,42038.595848929515,42989.408694242884,43966.253652566156,44972.511711036146,46009.861596666866,47078.63221096919,48177.97723326045,49305.86532289351,50444.87441519216,51589.89287691081,52749.83072804179,53929.95213054276,55140.938532656655,56384.74598062468,57662.20065871745,58973.35959646303,60318.28532849779,61697.11452675928,63110.06214070257,64557.4206994168
Cambridgeshire and Peterborough,TLH4,population_16_64,434129.0,438508.0,439707.0,439546.0,442697.0,448368.0,453815.0,458261.0,460466.0,462906.0,466315.0,469957.0,478104.0,484163.0,495384.0,501672.0,507033.0,512537.0,516288.0,522965.0,528272.0,531354.0,535171.0,539884.0,546828.0,552772.0,556338.0,559999.0,561787.0,562837.0,571287.0,575708.0,582754.0,589524.0,593989.00396014,601257.471169048,606116.4749386483,609751.9804899121,613407.873959705,617156.3651739357,620976.9326116432,624765.2103303674,628518.1847683848,632231.8140845902,635900.6522927434,639517.3065522907,643071.6412687271,646549.591497918,649893.6518584654,653180.0462550112,656429.2913939379,659655.9151913715,662870.224098482,666079.5509035031,669289.134361918,672502.7386315868,675723.08917217,678952.1793528522,682191.4860631243,685442.1213186497
Cambridgeshire and Peterborough,TLH4,population_total,664767.0,671623.0,674681.0,676718.0,681426.0,688529.0,695334.0,700823.0,704102.0,707984.0,712143.0,717710.0,729521.0,737930.0,750871.0,758777.0,766781.0,776835.0,785201.0,796661.0,806769.0,817454.0,827484.0,838791.0,851257.0,862377.0,869702.0,876713.0,881675.0,884999.0,897217.0,908156.0,921579.0,933972.0,937095.3428989669,952542.5665780333,966441.1143321242,978457.4846033748,989193.8277339864,999464.3454572547,1009742.1969354174,1020020.9302145463,1030292.1397926585,1040544.7755560388,1050764.1595285807,1060930.5661280486,1071017.1400888031,1080986.7927632192,1090734.0429206213,1100505.7639191572,1110302.7020295784,1120125.5255846763,1129974.8482872013,1139851.245619628,1149755.26638132,1159687.4407847987,1169648.2861231696,1179638.3107239066,1189658.0166943816,1199707.901816145
Cambridgeshire and Peterborough,TLH4,productivity_gbp_per_job,,,,,,,,,,,,,,,,,,,50430.85106382979,51671.95767195767,53274.666666666664,55228.11671087533,54979.328165374674,54344.74327628362,53966.903073286056,54995.39170506912,56890.38031319911,58504.46428571428,59574.56140350877,59872.52747252747,62410.86956521739,67168.49015317287,72213.98305084746,74916.31956749466,74075.7982029335,74731.67458892753,75343.746079496,76285.99215829899,77098.54063385834,77986.47367468209,79123.4692431277,80131.49236098258,81305.2308210165,82494.34416138938,83521.05745207412,84544.97734768566,85431.10708460066,86831.78259538945,87939.68489870637,89425.58218790888,90851.84794793444,92125.54738733493,93283.588449262,94418.51353685529,95673.7513892287,97073.90189992847,98594.49454915315,100079.19165601321,101609.81911763367,102951.39769124327
Cambridgeshire and Peterborough,TLH4,unemployment_rate_pct,,,,,,,,,,,,,,,3.5951376468128347,7.38781827629723,4.676188216733341,5.540667758344687,6.551721168157449,7.340076786531835,7.484698507167542,8.04246559128144,6.929605556659101,6.118357504857675,6.6,4.8,6.1,4.7,6.9,5.8,3.9,2.8999999999999995,5.599999999999999,,4.4,4.530214467703652,4.648037390451551,4.754647979656209,4.851113229927445,4.9383985979130625,5.017377664913488,5.088840879977042,5.153503470979696,5.212012602866053,5.264953854693629,5.312857080304886,5.356201711282568,5.3954215552621365,5.430909137624382,5.463019630021375,5.492074405053733,5.518364252675628,5.5421522905183815,5.5636765972601605,5.583152595397406,5.600775207265585,5.616720805887438,5.631148980173472,5.644204132141421,5.656016922140166
Cheshire,TLD6,emp_total_jobs,,,,,,,,,,,,,,,,,,,433000.0,429000.0,432000.0,434000.0,441000.0,459000.0,478000.0,496000.0,500000.0,493000.0,506000.0,499000.0,509000.0,505000.0,531000.0,537000.0,543165.7709418936,549430.8580571496,555379.0338673048,561543.2231720213,567798.8339706686,573325.7165465282,577633.6699593734,580926.5746793888,584045.6781514081,587868.7820565657,592726.3559675018,598365.6723027168,604103.2654416575,609292.626323026,613506.9013229623,617398.3023555678,621639.0540318382,626622.161182427,632245.8514467545,638031.737364434,643470.37769408,648352.7391286159,652874.1517148089,657465.3996294831,662490.5015015067,668020.6276329459
Cheshire,TLD6,employment_rate_pct,,,,,,,,,,,,,,,75.84239495072548,75.45608219116168,76.47031493075744,75.11101508885659,74.55594195694141,73.42833240546587,73.63495494318201,73.6179152444896,74.44067950822095,74.59773512676058,74.94701644725845,75.50252163502944,75.96216258947918,75.15344166073922,78.17515319040791,79.41046502175979,77.11312996061424,75.92867863168573,77.69930449131192,79.40682398117303,79.72030870509083,79.36706470170895,79.04743630975223,78.7582245808431,78.49653498679127,78.25974845018253,78.04549513177179,77.85163071233538,77.6762149316035,77.5174921694833,77.37387387522294,77.24392266866165,77.12633795444609,77.01994290523477,76.9236726836146,76.83656378485004,76.75774439380397,76.68642565951869,76.6218938001304,76.56350295910043,76.51066874126593,76.4628623640166,76.41960536506068,76.38046481381342,76.34504897848232,76.31300340548377
Cheshire,TLD6,gdhi_per_head_gbp,,,,,,,11134.579021395903,11260.58435748874,11877.795202416217,12350.285523583507,12686.894830494766,13365.298172010787,13960.412618965149,14597.221634710473,15051.683697589004,15499.259895368414,16121.428715740702,16431.20599083492,16861.421584581294,16913.85722842097,17014.94289406858,17700.73354589785,18363.429927836056,18903.076540577396,20061.104298977534,20007.253578913696,20627.16601690581,21455.78123765115,22167.76846625523,22088.06462908309,22713.346386269248,23767.60473639408,25826.576049217212,25057.835786023337,25809.042605614464,27228.73045261584,28486.15510704709,29654.26588075594,30709.04976009215,31725.079369277788,32763.74098482419,33919.82893279281,35027.86822463611,36151.397105537675,37313.04905204424,38516.81266886811,39772.669537843205,41019.397269824396,42369.22960183865,43736.03674479952,45188.55614486513,46666.088223037645,48192.40040416845,49740.599987183516,51379.7621746721,53051.63269496638,54837.04853522973,56577.05722914264,58439.25471772569,60348.83645092704
